Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;DAPS_%;DD_%;PRCT_%;TCS_%;TVA_%;Formalites;Total_%
6103229000;HS10;De coton - Autre;Ensembles - Other;Habillement;;15.0;;;15.0;=;30.0
610323;HS6;De fibres synthétiques;Ensembles;;;;;;;;
6103231000;HS10;De fibres synthétiques - Type 1;Ensembles - Type 1;Habillement;;15.0;;;15.0;=;30.0
6103232000;HS10;De fibres synthétiques - Type 2;Ensembles - Type 2;Habillement;;15.0;;;15.0;=;30.0
6103239000;HS10;De fibres synthétiques - Autre;Ensembles - Other;Habillement;;15.0;;;15.0;=;30.0
610329;HS6;D'autres matières textiles;Ensembles;;;;;;;;
6103291000;HS10;D'autres matières textiles - Type 1;Ensembles - Type 1;Habillement;;15.0;;;15.0;=;30.0
6103292000;HS10;D'autres matières textiles - Type 2;Ensembles - Type 2;Habillement;;15.0;;;15.0;=;30.0
6103299000;HS10;D'autres matières textiles - Autre;Ensembles - Other;Habillement;;15.0;;;15.0;=;30.0
610331;HS6;De laine ou de poils fins;Jackets and blazers;;;;;;;;
6103311000;HS10;De laine ou de poils fins - Type 1;Jackets and blazers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6103312000;HS10;De laine ou de poils fins - Type 2;Jackets and blazers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6103319000;HS10;De laine ou de poils fins - Autre;Jackets and blazers - Other;Habillement;;15.0;;;15.0;=;30.0
610332;HS6;De coton;Jackets and blazers;;;;;;;;
6103321000;HS10;De coton - Type 1;Jackets and blazers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6103322000;HS10;De coton - Type 2;Jackets and blazers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6103329000;HS10;De coton - Autre;Jackets and blazers - Other;Habillement;;15.0;;;15.0;=;30.0
610333;HS6;De fibres synthétiques;Jackets and blazers;;;;;;;;
6103331000;HS10;De fibres synthétiques - Type 1;Jackets and blazers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6103332000;HS10;De fibres synthétiques - Type 2;Jackets and blazers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6103339000;HS10;De fibres synthétiques - Autre;Jackets and blazers - Other;Habillement;;15.0;;;15.0;=;30.0
610339;HS6;D'autres matières textiles;Jackets and blazers;;;;;;;;
6103391000;HS10;D'autres matières textiles - Type 1;Jackets and blazers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6103392000;HS10;D'autres matières textiles - Type 2;Jackets and blazers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6103399000;HS10;D'autres matières textiles - Autre;Jackets and blazers - Other;Habillement;;15.0;;;15.0;=;30.0
610341;HS6;De laine ou de poils fins;Trousers;;;;;;;;
6103411000;HS10;De laine ou de poils fins - Type 1;Trousers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6103412000;HS10;De laine ou de poils fins - Type 2;Trousers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6103419000;HS10;De laine ou de poils fins - Autre;Trousers - Other;Habillement;;15.0;;;15.0;=;30.0
610342;HS6;De coton;Trousers;;;;;;;;
6103421000;HS10;De coton - Type 1;Trousers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6103422000;HS10;De coton - Type 2;Trousers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6103429000;HS10;De coton - Autre;Trousers - Other;Habillement;;15.0;;;15.0;=;30.0
610343;HS6;De fibres synthétiques;Trousers;;;;;;;;
6103431000;HS10;De fibres synthétiques - Type 1;Trousers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6103432000;HS10;De fibres synthétiques - Type 2;Trousers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6103439000;HS10;De fibres synthétiques - Autre;Trousers - Other;Habillement;;15.0;;;15.0;=;30.0
610349;HS6;D'autres matières textiles;Trousers;;;;;;;;
6103491000;HS10;D'autres matières textiles - Type 1;Trousers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6103492000;HS10;D'autres matières textiles - Type 2;Trousers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6103499000;HS10;D'autres matières textiles - Autre;Trousers - Other;Habillement;;15.0;;;15.0;=;30.0
6104;RANGEE 04;Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted;;;;;;;;;
610410;HS6;Costumes tailleurs en bonneterie pour femmes;Women's knitted suits;;;;;;;;
6104101000;HS10;Costumes tailleurs en bonneterie pour femmes - Type 1;Women's knitted suits - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104102000;HS10;Costumes tailleurs en bonneterie pour femmes - Type 2;Women's knitted suits - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104109000;HS10;Costumes tailleurs en bonneterie pour femmes - Autre;Women's knitted suits - Other;Habillement;;15.0;;;15.0;=;30.0
610413;HS6;De fibres synthétiques;Suits;;;;;;;;
6104131000;HS10;De fibres synthétiques - Type 1;Suits - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104132000;HS10;De fibres synthétiques - Type 2;Suits - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104139000;HS10;De fibres synthétiques - Autre;Suits - Other;Habillement;;15.0;;;15.0;=;30.0
610419;HS6;D'autres matières textiles;Suits;;;;;;;;
6104191000;HS10;D'autres matières textiles - Type 1;Suits - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104192000;HS10;D'autres matières textiles - Type 2;Suits - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104199000;HS10;D'autres matières textiles - Autre;Suits - Other;Habillement;;15.0;;;15.0;=;30.0
610422;HS6;De coton;Ensembles;;;;;;;;
6104221000;HS10;De coton - Type 1;Ensembles - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104222000;HS10;De coton - Type 2;Ensembles - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104229000;HS10;De coton - Autre;Ensembles - Other;Habillement;;15.0;;;15.0;=;30.0
610423;HS6;De fibres synthétiques;Ensembles;;;;;;;;
6104231000;HS10;De fibres synthétiques - Type 1;Ensembles - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104232000;HS10;De fibres synthétiques - Type 2;Ensembles - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104239000;HS10;De fibres synthétiques - Autre;Ensembles - Other;Habillement;;15.0;;;15.0;=;30.0
610429;HS6;D'autres matières textiles;Ensembles;;;;;;;;
6104291000;HS10;D'autres matières textiles - Type 1;Ensembles - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104292000;HS10;D'autres matières textiles - Type 2;Ensembles - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104299000;HS10;D'autres matières textiles - Autre;Ensembles - Other;Habillement;;15.0;;;15.0;=;30.0
610431;HS6;De laine ou de poils fins;Jackets;;;;;;;;
6104311000;HS10;De laine ou de poils fins - Type 1;Jackets - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104312000;HS10;De laine ou de poils fins - Type 2;Jackets - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104319000;HS10;De laine ou de poils fins - Autre;Jackets - Other;Habillement;;15.0;;;15.0;=;30.0
610432;HS6;De coton;Jackets;;;;;;;;
6104321000;HS10;De coton - Type 1;Jackets - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104322000;HS10;De coton - Type 2;Jackets - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104329000;HS10;De coton - Autre;Jackets - Other;Habillement;;15.0;;;15.0;=;30.0
610433;HS6;De fibres synthétiques;Jackets;;;;;;;;
6104331000;HS10;De fibres synthétiques - Type 1;Jackets - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104332000;HS10;De fibres synthétiques - Type 2;Jackets - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104339000;HS10;De fibres synthétiques - Autre;Jackets - Other;Habillement;;15.0;;;15.0;=;30.0
610439;HS6;D'autres matières textiles;Jackets;;;;;;;;
6104391000;HS10;D'autres matières textiles - Type 1;Jackets - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104392000;HS10;D'autres matières textiles - Type 2;Jackets - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104399000;HS10;D'autres matières textiles - Autre;Jackets - Other;Habillement;;15.0;;;15.0;=;30.0
610441;HS6;De laine ou de poils fins;Dresses;;;;;;;;
6104411000;HS10;De laine ou de poils fins - Type 1;Dresses - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104412000;HS10;De laine ou de poils fins - Type 2;Dresses - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104419000;HS10;De laine ou de poils fins - Autre;Dresses - Other;Habillement;;15.0;;;15.0;=;30.0
610442;HS6;De coton;Dresses;;;;;;;;
6104421000;HS10;De coton - Type 1;Dresses - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104422000;HS10;De coton - Type 2;Dresses - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104429000;HS10;De coton - Autre;Dresses - Other;Habillement;;15.0;;;15.0;=;30.0
610443;HS6;De fibres synthétiques;Dresses;;;;;;;;
6104431000;HS10;De fibres synthétiques - Type 1;Dresses - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104432000;HS10;De fibres synthétiques - Type 2;Dresses - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104439000;HS10;De fibres synthétiques - Autre;Dresses - Other;Habillement;;15.0;;;15.0;=;30.0
610444;HS6;De fibres artificielles;Dresses;;;;;;;;
6104441000;HS10;De fibres artificielles - Type 1;Dresses - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104442000;HS10;De fibres artificielles - Type 2;Dresses - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104449000;HS10;De fibres artificielles - Autre;Dresses - Other;Habillement;;15.0;;;15.0;=;30.0
610449;HS6;D'autres matières textiles;Dresses;;;;;;;;
6104491000;HS10;D'autres matières textiles - Type 1;Dresses - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104492000;HS10;D'autres matières textiles - Type 2;Dresses - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104499000;HS10;D'autres matières textiles - Autre;Dresses - Other;Habillement;;15.0;;;15.0;=;30.0
610451;HS6;De laine ou de poils fins;Skirts and divided skirts;;;;;;;;
6104511000;HS10;De laine ou de poils fins - Type 1;Skirts and divided skirts - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104512000;HS10;De laine ou de poils fins - Type 2;Skirts and divided skirts - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104519000;HS10;De laine ou de poils fins - Autre;Skirts and divided skirts - Other;Habillement;;15.0;;;15.0;=;30.0
610452;HS6;De coton;Skirts and divided skirts;;;;;;;;
6104521000;HS10;De coton - Type 1;Skirts and divided skirts - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104522000;HS10;De coton - Type 2;Skirts and divided skirts - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104529000;HS10;De coton - Autre;Skirts and divided skirts - Other;Habillement;;15.0;;;15.0;=;30.0
610453;HS6;De fibres synthétiques;Skirts and divided skirts;;;;;;;;
6104531000;HS10;De fibres synthétiques - Type 1;Skirts and divided skirts - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104532000;HS10;De fibres synthétiques - Type 2;Skirts and divided skirts - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104539000;HS10;De fibres synthétiques - Autre;Skirts and divided skirts - Other;Habillement;;15.0;;;15.0;=;30.0
610459;HS6;D'autres matières textiles;Skirts and divided skirts;;;;;;;;
6104591000;HS10;D'autres matières textiles - Type 1;Skirts and divided skirts - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104592000;HS10;D'autres matières textiles - Type 2;Skirts and divided skirts - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104599000;HS10;D'autres matières textiles - Autre;Skirts and divided skirts - Other;Habillement;;15.0;;;15.0;=;30.0
610461;HS6;De laine ou de poils fins;Trousers;;;;;;;;
6104611000;HS10;De laine ou de poils fins - Type 1;Trousers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104612000;HS10;De laine ou de poils fins - Type 2;Trousers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104619000;HS10;De laine ou de poils fins - Autre;Trousers - Other;Habillement;;15.0;;;15.0;=;30.0
610462;HS6;De coton;Trousers;;;;;;;;
6104621000;HS10;De coton - Type 1;Trousers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104622000;HS10;De coton - Type 2;Trousers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104629000;HS10;De coton - Autre;Trousers - Other;Habillement;;15.0;;;15.0;=;30.0
610463;HS6;De fibres synthétiques;Trousers;;;;;;;;
6104631000;HS10;De fibres synthétiques - Type 1;Trousers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104632000;HS10;De fibres synthétiques - Type 2;Trousers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104639000;HS10;De fibres synthétiques - Autre;Trousers - Other;Habillement;;15.0;;;15.0;=;30.0
610469;HS6;D'autres matières textiles;Trousers;;;;;;;;
6104691000;HS10;D'autres matières textiles - Type 1;Trousers - Type 1;Habillement;;15.0;;;15.0;=;30.0
6104692000;HS10;D'autres matières textiles - Type 2;Trousers - Type 2;Habillement;;15.0;;;15.0;=;30.0
6104699000;HS10;D'autres matières textiles - Autre;Trousers - Other;Habillement;;15.0;;;15.0;=;30.0
6105;RANGEE 05;"Shirts; men's or boys', knitted or crocheted";;;;;;;;;
610510;HS6;Chemises en bonneterie pour hommes;Men's knitted shirts;;;;;;;;
6105101000;HS10;Chemises en bonneterie pour hommes - Type 1;Men's knitted shirts - Type 1;Habillement;;15.0;;;15.0;=;30.0
6105102000;HS10;Chemises en bonneterie pour hommes - Type 2;Men's knitted shirts - Type 2;Habillement;;15.0;;;15.0;=;30.0
6105109000;HS10;Chemises en bonneterie pour hommes - Autre;Men's knitted shirts - Other;Habillement;;15.0;;;15.0;=;30.0
610520;HS6;De fibres synthétiques ou artificielles;Shirts;;;;;;;;
6105201000;HS10;De fibres synthétiques ou artificielles - Type 1;Shirts - Type 1;Habillement;;15.0;;;15.0;=;30.0
6105202000;HS10;De fibres synthétiques ou artificielles - Type 2;Shirts - Type 2;Habillement;;15.0;;;15.0;=;30.0
6105209000;HS10;De fibres synthétiques ou artificielles - Autre;Shirts - Other;Habillement;;15.0;;;15.0;=;30.0
610590;HS6;D'autres matières textiles;Shirts;;;;;;;;
6105901000;HS10;D'autres matières textiles - Type 1;Shirts - Type 1;Habillement;;15.0;;;15.0;=;30.0
6105902000;HS10;D'autres matières textiles - Type 2;Shirts - Type 2;Habillement;;15.0;;;15.0;=;30.0
6105909000;HS10;D'autres matières textiles - Autre;Shirts - Other;Habillement;;15.0;;;15.0;=;30.0
6106;RANGEE 06;"Blouses, shirts and shirt-blouses; women's or girls', knitted or crocheted";;;;;;;;;
610610;HS6;Chemisiers en bonneterie pour femmes;Women's knitted blouses;;;;;;;;
6106101000;HS10;Chemisiers en bonneterie pour femmes - Type 1;Women's knitted blouses - Type 1;Habillement;;15.0;;;15.0;=;30.0
6106102000;HS10;Chemisiers en bonneterie pour femmes - Type 2;Women's knitted blouses - Type 2;Habillement;;15.0;;;15.0;=;30.0
6106109000;HS10;Chemisiers en bonneterie pour femmes - Autre;Women's knitted blouses - Other;Habillement;;15.0;;;15.0;=;30.0
610620;HS6;De fibres synthétiques ou artificielles;Blouses;;;;;;;;
6106201000;HS10;De fibres synthétiques ou artificielles - Type 1;Blouses - Type 1;Habillement;;15.0;;;15.0;=;30.0
6106202000;HS10;De fibres synthétiques ou artificielles - Type 2;Blouses - Type 2;Habillement;;15.0;;;15.0;=;30.0
6106209000;HS10;De fibres synthétiques ou artificielles - Autre;Blouses - Other;Habillement;;15.0;;;15.0;=;30.0
610690;HS6;D'autres matières textiles;Blouses;;;;;;;;
6106901000;HS10;D'autres matières textiles - Type 1;Blouses - Type 1;Habillement;;15.0;;;15.0;=;30.0
6106902000;HS10;D'autres matières textiles - Type 2;Blouses - Type 2;Habillement;;15.0;;;15.0;=;30.0
6106909000;HS10;D'autres matières textiles - Autre;Blouses - Other;Habillement;;15.0;;;15.0;=;30.0
6107;RANGEE 07;"Underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys', knitted or crocheted";;;;;;;;;
610711;HS6;Slips en bonneterie pour hommes;Men's knitted underpants;;;;;;;;
6107111000;HS10;Slips en bonneterie pour hommes - Type 1;Men's knitted underpants - Type 1;Habillement;;15.0;;;15.0;=;30.0
6107112000;HS10;Slips en bonneterie pour hommes - Type 2;Men's knitted underpants - Type 2;Habillement;;15.0;;;15.0;=;30.0
6107119000;HS10;Slips en bonneterie pour hommes - Autre;Men's knitted underpants - Other;Habillement;;15.0;;;15.0;=;30.0
610712;HS6;De fibres synthétiques ou artificielles;Underpants and briefs;;;;;;;;
6107121000;HS10;De fibres synthétiques ou artificielles - Type 1;Underpants and briefs - Type 1;Habillement;;15.0;;;15.0;=;30.0
6107122000;HS10;De fibres synthétiques ou artificielles - Type 2;Underpants and briefs - Type 2;Habillement;;15.0;;;15.0;=;30.0
6107129000;HS10;De fibres synthétiques ou artificielles - Autre;Underpants and briefs - Other;Habillement;;15.0;;;15.0;=;30.0
610719;HS6;D'autres matières textiles;Underpants and briefs;;;;;;;;
6107191000;HS10;D'autres matières textiles - Type 1;Underpants and briefs - Type 1;Habillement;;15.0;;;15.0;=;30.0
6107192000;HS10;D'autres matières textiles - Type 2;Underpants and briefs - Type 2;Habillement;;15.0;;;15.0;=;30.0
6107199000;HS10;D'autres matières textiles - Autre;Underpants and briefs - Other;Habillement;;15.0;;;15.0;=;30.0
610721;HS6;De coton;Nightshirts and pyjamas;;;;;;;;
6107211000;HS10;De coton - Type 1;Nightshirts and pyjamas - Type 1;Habillement;;15.0;;;15.0;=;30.0
6107212000;HS10;De coton - Type 2;Nightshirts and pyjamas - Type 2;Habillement;;15.0;;;15.0;=;30.0
6107219000;HS10;De coton - Autre;Nightshirts and pyjamas - Other;Habillement;;15.0;;;15.0;=;30.0
610722;HS6;De fibres synthétiques ou artificielles;Nightshirts and pyjamas;;;;;;;;
6107221000;HS10;De fibres synthétiques ou artificielles - Type 1;Nightshirts and pyjamas - Type 1;Habillement;;15.0;;;15.0;=;30.0
6107222000;HS10;De fibres synthétiques ou artificielles - Type 2;Nightshirts and pyjamas - Type 2;Habillement;;15.0;;;15.0;=;30.0
6107229000;HS10;De fibres synthétiques ou artificielles - Autre;Nightshirts and pyjamas - Other;Habillement;;15.0;;;15.0;=;30.0
610729;HS6;D'autres matières textiles;Nightshirts and pyjamas;;;;;;;;
6107291000;HS10;D'autres matières textiles - Type 1;Nightshirts and pyjamas - Type 1;Habillement;;15.0;;;15.0;=;30.0
6107292000;HS10;D'autres matières textiles - Type 2;Nightshirts and pyjamas - Type 2;Habillement;;15.0;;;15.0;=;30.0
6107299000;HS10;D'autres matières textiles - Autre;Nightshirts and pyjamas - Other;Habillement;;15.0;;;15.0;=;30.0
610791;HS6;De coton;Bathrobes;;;;;;;;
6107911000;HS10;De coton - Type 1;Bathrobes - Type 1;Habillement;;15.0;;;15.0;=;30.0
6107912000;HS10;De coton - Type 2;Bathrobes - Type 2;Habillement;;15.0;;;15.0;=;30.0
6107919000;HS10;De coton - Autre;Bathrobes - Other;Habillement;;15.0;;;15.0;=;30.0
610799;HS6;D'autres matières textiles;Bathrobes;;;;;;;;
6107991000;HS10;D'autres matières textiles - Type 1;Bathrobes - Type 1;Habillement;;15.0;;;15.0;=;30.0
6107992000;HS10;D'autres matières textiles - Type 2;Bathrobes - Type 2;Habillement;;15.0;;;15.0;=;30.0
6107999000;HS10;D'autres matières textiles - Autre;Bathrobes - Other;Habillement;;15.0;;;15.0;=;30.0
6108;RANGEE 08;"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted";;;;;;;;;
610811;HS6;De fibres synthétiques ou artificielles;Slips and petticoats;;;;;;;;
6108111000;HS10;De fibres synthétiques ou artificielles - Type 1;Slips and petticoats - Type 1;Habillement;;15.0;;;15.0;=;30.0
6108112000;HS10;De fibres synthétiques ou artificielles - Type 2;Slips and petticoats - Type 2;Habillement;;15.0;;;15.0;=;30.0
6108119000;HS10;De fibres synthétiques ou artificielles - Autre;Slips and petticoats - Other;Habillement;;15.0;;;15.0;=;30.0
610819;HS6;D'autres matières textiles;Slips and petticoats;;;;;;;;
6108191000;HS10;D'autres matières textiles - Type 1;Slips and petticoats - Type 1;Habillement;;15.0;;;15.0;=;30.0
6108192000;HS10;D'autres matières textiles - Type 2;Slips and petticoats - Type 2;Habillement;;15.0;;;15.0;=;30.0
6108199000;HS10;D'autres matières textiles - Autre;Slips and petticoats - Other;Habillement;;15.0;;;15.0;=;30.0
610821;HS6;Slips en bonneterie pour femmes;Women's knitted briefs;;;;;;;;
6108211000;HS10;Slips en bonneterie pour femmes - Type 1;Women's knitted briefs - Type 1;Habillement;;15.0;;;15.0;=;30.0
6108212000;HS10;Slips en bonneterie pour femmes - Type 2;Women's knitted briefs - Type 2;Habillement;;15.0;;;15.0;=;30.0
6108219000;HS10;Slips en bonneterie pour femmes - Autre;Women's knitted briefs - Other;Habillement;;15.0;;;15.0;=;30.0
610822;HS6;De fibres synthétiques ou artificielles;Briefs and panties;;;;;;;;
6108221000;HS10;De fibres synthétiques ou artificielles - Type 1;Briefs and panties - Type 1;Habillement;;15.0;;;15.0;=;30.0
6108222000;HS10;De fibres synthétiques ou artificielles - Type 2;Briefs and panties - Type 2;Habillement;;15.0;;;15.0;=;30.0
6108229000;HS10;De fibres synthétiques ou artificielles - Autre;Briefs and panties - Other;Habillement;;15.0;;;15.0;=;30.0
610829;HS6;D'autres matières textiles;Briefs and panties;;;;;;;;
6108291000;HS10;D'autres matières textiles - Type 1;Briefs and panties - Type 1;Habillement;;15.0;;;15.0;=;30.0
6108292000;HS10;D'autres matières textiles - Type 2;Briefs and panties - Type 2;Habillement;;15.0;;;15.0;=;30.0
6108299000;HS10;D'autres matières textiles - Autre;Briefs and panties - Other;Habillement;;15.0;;;15.0;=;30.0
610831;HS6;De coton;Nightdresses and pyjamas;;;;;;;;
6108311000;HS10;De coton - Type 1;Nightdresses and pyjamas - Type 1;Habillement;;15.0;;;15.0;=;30.0
6108312000;HS10;De coton - Type 2;Nightdresses and pyjamas - Type 2;Habillement;;15.0;;;15.0;=;30.0
6108319000;HS10;De coton - Autre;Nightdresses and pyjamas - Other;Habillement;;15.0;;;15.0;=;30.0
610832;HS6;De fibres synthétiques ou artificielles;Nightdresses and pyjamas;;;;;;;;
