Code;Niveau;Chapitre;Description_FR;Description_EN;Categorie;Unite;DD_Taux_%;TVA_%;Autres_Taxes_%;Taxes_Detail;Formalites_Administratives;Total_Import_Taxes_%
520100;HS6;52;Coton non cardé ni peigné;Cotton, not carded or combed;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5201001000;HS10;52;Coton non cardé ni peigné - Grade 1 / Premium;Cotton, not carded or combed - Grade 1 / Premium;;;10.0;;;;;
5201002000;HS10;52;Coton non cardé ni peigné - Grade 2 / Standard;Cotton, not carded or combed - Grade 2 / Standard;;;10.0;;;;;
5201009000;HS10;52;Coton non cardé ni peigné - Autre;Cotton, not carded or combed - Other;;;10.0;;;;;
520210;HS6;52;Déchets de coton non effilochés;Cotton waste not garnetted;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5202101000;HS10;52;Déchets de coton non effilochés - Type 1;Cotton waste not garnetted - Type 1;;;10.0;;;;;
5202102000;HS10;52;Déchets de coton non effilochés - Type 2;Cotton waste not garnetted - Type 2;;;10.0;;;;;
5202109000;HS10;52;Déchets de coton non effilochés - Autre;Cotton waste not garnetted - Other;;;10.0;;;;;
520291;HS6;52;Déchets de coton effilochés;Garnetted cotton waste;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5202911000;HS10;52;Déchets de coton effilochés - Type 1;Garnetted cotton waste - Type 1;;;10.0;;;;;
5202912000;HS10;52;Déchets de coton effilochés - Type 2;Garnetted cotton waste - Type 2;;;10.0;;;;;
5202919000;HS10;52;Déchets de coton effilochés - Autre;Garnetted cotton waste - Other;;;10.0;;;;;
520299;HS6;52;Autres;Cotton;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5202991000;HS10;52;Autres - Type 1;Cotton - Type 1;;;10.0;;;;;
5202992000;HS10;52;Autres - Type 2;Cotton - Type 2;;;10.0;;;;;
5202999000;HS10;52;Autres - Autre;Cotton - Other;;;10.0;;;;;
520300;HS6;52;Coton cardé ou peigné;Cotton carded or combed;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5203001000;HS10;52;Coton cardé ou peigné - Type 1;Cotton carded or combed - Type 1;;;10.0;;;;;
5203002000;HS10;52;Coton cardé ou peigné - Type 2;Cotton carded or combed - Type 2;;;10.0;;;;;
5203009000;HS10;52;Coton cardé ou peigné - Autre;Cotton carded or combed - Other;;;10.0;;;;;
520411;HS6;52;Fil de coton ≥85% coton, simple, non conditionné;Cotton sewing thread ≥85% cotton, single, not retail;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5204111000;HS10;52;Fil de coton ≥85% coton, simple, non conditionné - Type 1;Cotton sewing thread ≥85% cotton, single, not retail - Type 1;;;10.0;;;;;
5204112000;HS10;52;Fil de coton ≥85% coton, simple, non conditionné - Type 2;Cotton sewing thread ≥85% cotton, single, not retail - Type 2;;;10.0;;;;;
5204119000;HS10;52;Fil de coton ≥85% coton, simple, non conditionné - Autre;Cotton sewing thread ≥85% cotton, single, not retail - Other;;;10.0;;;;;
520419;HS6;52;Autres;Cotton;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5204191000;HS10;52;Autres - Type 1;Cotton - Type 1;;;10.0;;;;;
5204192000;HS10;52;Autres - Type 2;Cotton - Type 2;;;10.0;;;;;
5204199000;HS10;52;Autres - Autre;Cotton - Other;;;10.0;;;;;
520420;HS6;52;Conditionnés pour la vente au détail;Cotton;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5204201000;HS10;52;Conditionnés pour la vente au détail - Type 1;Cotton - Type 1;;;10.0;;;;;
5204202000;HS10;52;Conditionnés pour la vente au détail - Type 2;Cotton - Type 2;;;10.0;;;;;
5204209000;HS10;52;Conditionnés pour la vente au détail - Autre;Cotton - Other;;;10.0;;;;;
520511;HS6;52;Titrant 714;Cotton yarn;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5205111000;HS10;52;Titrant 714 - Type 1;Cotton yarn - Type 1;;;10.0;;;;;
5205112000;HS10;52;Titrant 714 - Type 2;Cotton yarn - Type 2;;;10.0;;;;;
5205119000;HS10;52;Titrant 714 - Autre;Cotton yarn - Other;;;10.0;;;;;
520512;HS6;52;Fils de coton simples peignés ≥14000 decitex;Single combed cotton yarn ≥14000 decitex;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5205121000;HS10;52;Fils de coton simples peignés ≥14000 decitex - Type 1;Single combed cotton yarn ≥14000 decitex - Type 1;;;10.0;;;;;
5205122000;HS10;52;Fils de coton simples peignés ≥14000 decitex - Type 2;Single combed cotton yarn ≥14000 decitex - Type 2;;;10.0;;;;;
5205129000;HS10;52;Fils de coton simples peignés ≥14000 decitex - Autre;Single combed cotton yarn ≥14000 decitex - Other;;;10.0;;;;;
520513;HS6;52;titrant moins de 232;Cotton yarn;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5205131000;HS10;52;titrant moins de 232 - Type 1;Cotton yarn - Type 1;;;10.0;;;;;
5205132000;HS10;52;titrant moins de 232 - Type 2;Cotton yarn - Type 2;;;10.0;;;;;
5205139000;HS10;52;titrant moins de 232 - Autre;Cotton yarn - Other;;;10.0;;;;;
520514;HS6;52;Titrant moins de 192;Cotton yarn;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5205141000;HS10;52;Titrant moins de 192 - Type 1;Cotton yarn - Type 1;;;10.0;;;;;
5205142000;HS10;52;Titrant moins de 192 - Type 2;Cotton yarn - Type 2;;;10.0;;;;;
5205149000;HS10;52;Titrant moins de 192 - Autre;Cotton yarn - Other;;;10.0;;;;;
520515;HS6;52;Titrant moins de 125 décitex (excédant 80 numéros métriques);Cotton yarn;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5205151000;HS10;52;Titrant moins de 125 décitex (excédant 80 numéros métriques) - Type 1;Cotton yarn - Type 1;;;10.0;;;;;
5205152000;HS10;52;Titrant moins de 125 décitex (excédant 80 numéros métriques) - Type 2;Cotton yarn - Type 2;;;10.0;;;;;
5205159000;HS10;52;Titrant moins de 125 décitex (excédant 80 numéros métriques) - Autre;Cotton yarn - Other;;;10.0;;;;;
520521;HS6;52;Titrant 714;Cotton yarn;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5205211000;HS10;52;Titrant 714 - Type 1;Cotton yarn - Type 1;;;10.0;;;;;
5205212000;HS10;52;Titrant 714 - Type 2;Cotton yarn - Type 2;;;10.0;;;;;
5205219000;HS10;52;Titrant 714 - Autre;Cotton yarn - Other;;;10.0;;;;;
520522;HS6;52;titrant moins de 714;Cotton yarn;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5205221000;HS10;52;titrant moins de 714 - Type 1;Cotton yarn - Type 1;;;10.0;;;;;
5205222000;HS10;52;titrant moins de 714 - Type 2;Cotton yarn - Type 2;;;10.0;;;;;
5205229000;HS10;52;titrant moins de 714 - Autre;Cotton yarn - Other;;;10.0;;;;;
520523;HS6;52;Titrant moins de 232;Cotton yarn;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5205231000;HS10;52;Titrant moins de 232 - Type 1;Cotton yarn - Type 1;;;10.0;;;;;
5205232000;HS10;52;Titrant moins de 232 - Type 2;Cotton yarn - Type 2;;;10.0;;;;;
5205239000;HS10;52;Titrant moins de 232 - Autre;Cotton yarn - Other;;;10.0;;;;;
520524;HS6;52;Titrant moins de 192;Cotton yarn;cotton;KG;10.0;15.0;0.0;D.D:10.0% | CEDEAO:1.0% | T.V.A:15.0%;910 Déclaration d'Importation du Produit;26.0
5205241000;HS10;52;Titrant moins de 192 - Type 1;Cotton yarn - Type 1;;;10.0;;;;;
5205242000;HS10;52;Titrant moins de 192 - Type 2;Cotton yarn - Type 2;;;10.0;;;;;
