Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;DAPS_%;DD_%;PRCT_%;TCS_%;TVA_%;Formalites;Total_%
1104122000;HS10;D'avoine - Type 2;Cereal grains - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1104129000;HS10;D'avoine - Autre;Cereal grains - Other;Alimentation;;10.0;;;7.5;=;17.5
110419;HS6;D'autres céréales;Cereal grains;;;;;;;;
1104191000;HS10;D'autres céréales - Type 1;Cereal grains - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1104192000;HS10;D'autres céréales - Type 2;Cereal grains - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1104199000;HS10;D'autres céréales - Autre;Cereal grains - Other;Alimentation;;10.0;;;7.5;=;17.5
110422;HS6;D'avoine;Cereal grains;;;;;;;;
1104221000;HS10;D'avoine - Type 1;Cereal grains - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1104222000;HS10;D'avoine - Type 2;Cereal grains - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1104229000;HS10;D'avoine - Autre;Cereal grains - Other;Alimentation;;10.0;;;7.5;=;17.5
110423;HS6;De maïs;Cereal grains;;;;;;;;
1104231000;HS10;De maïs - Type 1;Cereal grains - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1104232000;HS10;De maïs - Type 2;Cereal grains - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1104239000;HS10;De maïs - Autre;Cereal grains - Other;Alimentation;;10.0;;;7.5;=;17.5
110429;HS6;D'autres céréales;Cereal grains;;;;;;;;
1104291000;HS10;D'autres céréales - Type 1;Cereal grains - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1104292000;HS10;D'autres céréales - Type 2;Cereal grains - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1104299000;HS10;D'autres céréales - Autre;Cereal grains - Other;Alimentation;;10.0;;;7.5;=;17.5
110430;HS6;Germes de céréales;Cereal;;;;;;;;
1104301000;HS10;Germes de céréales - Type 1;Cereal - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1104302000;HS10;Germes de céréales - Type 2;Cereal - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1104309000;HS10;Germes de céréales - Autre;Cereal - Other;Alimentation;;10.0;;;7.5;=;17.5
1105;RANGEE 05;Flour, meal, powder, flakes, granules and pellets of potatoes;;;;;;;;;
110510;HS6;Farine;Flour;;;;;;;;
1105101000;HS10;Farine - Type 1;Flour - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1105102000;HS10;Farine - Type 2;Flour - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1105109000;HS10;Farine - Autre;Flour - Other;Alimentation;;10.0;;;7.5;=;17.5
110520;HS6;Flocons;Flakes;;;;;;;;
1105201000;HS10;Flocons - Type 1;Flakes - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1105202000;HS10;Flocons - Type 2;Flakes - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1105209000;HS10;Flocons - Autre;Flakes - Other;Alimentation;;10.0;;;7.5;=;17.5
1106;RANGEE 06;"Flour, meal and powder; of the dried leguminous vegetables of heading no. 0713, of sago or of roots or tubers of heading no. 0714 or of the products of chapter 8";;;;;;;;;
110610;HS6;Des légumes à cosse secs du n°07.13;Flour;;;;;;;;
1106101000;HS10;Des légumes à cosse secs du n°07.13 - Type 1;Flour - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1106102000;HS10;Des légumes à cosse secs du n°07.13 - Type 2;Flour - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1106109000;HS10;Des légumes à cosse secs du n°07.13 - Autre;Flour - Other;Alimentation;;10.0;;;7.5;=;17.5
110620;HS6;Farine de manioc;Manioc flour;;;;;;;;
1106201000;HS10;Farine de manioc - Type 1;Manioc flour - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1106202000;HS10;Farine de manioc - Type 2;Manioc flour - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1106209000;HS10;Farine de manioc - Autre;Manioc flour - Other;Alimentation;;10.0;;;7.5;=;17.5
110630;HS6;Des produits du Chapitre 8;Flour;;;;;;;;
1106301000;HS10;Des produits du Chapitre 8 - Type 1;Flour - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1106302000;HS10;Des produits du Chapitre 8 - Type 2;Flour - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1106309000;HS10;Des produits du Chapitre 8 - Autre;Flour - Other;Alimentation;;10.0;;;7.5;=;17.5
1107;RANGEE 07;"Malt; whether or not roasted";;;;;;;;;
110710;HS6;Non torréfié;Malt;;;;;;;;
1107101000;HS10;Non torréfié - Type 1;Malt - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1107102000;HS10;Non torréfié - Type 2;Malt - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1107109000;HS10;Non torréfié - Autre;Malt - Other;Alimentation;;10.0;;;7.5;=;17.5
110720;HS6;Torréfié;Malt;;;;;;;;
1107201000;HS10;Torréfié - Type 1;Malt - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1107202000;HS10;Torréfié - Type 2;Malt - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1107209000;HS10;Torréfié - Autre;Malt - Other;Alimentation;;10.0;;;7.5;=;17.5
1108;RANGEE 08;"Starches; inulin";;;;;;;;;
110811;HS6;Amidon de froment (blé);Starch;;;;;;;;
1108111000;HS10;Amidon de froment (blé) - Type 1;Starch - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1108112000;HS10;Amidon de froment (blé) - Type 2;Starch - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1108119000;HS10;Amidon de froment (blé) - Autre;Starch - Other;Alimentation;;10.0;;;7.5;=;17.5
110812;HS6;Amidon de maïs;Maize starch;;;;;;;;
1108120010;HS10;Amidon de maïs - Usage spécifique;Maize starch - Specific use;Alimentation;;10.0;;;7.5;=;17.5
1108120090;HS10;Amidon de maïs - Autre usage;Maize starch - Other use;Alimentation;;10.0;;;7.5;=;17.5
110813;HS6;Fécule de pommes de terre;Starch;;;;;;;;
1108131000;HS10;Fécule de pommes de terre - Type 1;Starch - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1108132000;HS10;Fécule de pommes de terre - Type 2;Starch - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1108139000;HS10;Fécule de pommes de terre - Autre;Starch - Other;Alimentation;;10.0;;;7.5;=;17.5
110814;HS6;Fécule de manioc;Manioc starch;;;;;;;;
1108140010;HS10;Fécule de manioc - Usage spécifique;Manioc starch - Specific use;Alimentation;;10.0;;;7.5;=;17.5
1108140090;HS10;Fécule de manioc - Autre usage;Manioc starch - Other use;Alimentation;;10.0;;;7.5;=;17.5
110819;HS6;Autres amidons et fécules;Starch;;;;;;;;
1108191000;HS10;Autres amidons et fécules - Type 1;Starch - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1108192000;HS10;Autres amidons et fécules - Type 2;Starch - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1108199000;HS10;Autres amidons et fécules - Autre;Starch - Other;Alimentation;;10.0;;;7.5;=;17.5
110820;HS6;Inuline;Inulin;;;;;;;;
1108201000;HS10;Inuline - Type 1;Inulin - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1108202000;HS10;Inuline - Type 2;Inulin - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1108209000;HS10;Inuline - Autre;Inulin - Other;Alimentation;;10.0;;;7.5;=;17.5
1109;RANGEE 09;"Wheat gluten; whether or not dried";;;;;;;;;
110900;HS6;Gluten de froment (blé);Wheat gluten;;;;;;;;
1109001000;HS10;Gluten de froment (blé) - Type 1;Wheat gluten - Type 1;Alimentation;;10.0;;;7.5;=;17.5
1109002000;HS10;Gluten de froment (blé) - Type 2;Wheat gluten - Type 2;Alimentation;;10.0;;;7.5;=;17.5
1109009000;HS10;Gluten de froment (blé) - Autre;Wheat gluten - Other;Alimentation;;10.0;;;7.5;=;17.5
CHAPITRE 12;CHAPITRE;Graines et fruits oléagineux;;;;;;;;;
1201;RANGEE 01;Soya beans, whether or not broken;;;;;;;;;
120110;HS6;De semence;Soya beans;;;;;;;;
1201101000;HS10;De semence - Type 1;Soya beans - Type 1;Agriculture;;10.0;;;7.5;910 Déclaration d'Importation du Produit;17.5
1201102000;HS10;De semence - Type 2;Soya beans - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1201109000;HS10;De semence - Autre;Soya beans - Other;Agriculture;;10.0;;;7.5;=;17.5
120190;HS6;Fèves de soja autres;Other soya beans;;;;;;;;
1201900010;HS10;Fèves de soja autres - Usage spécifique;Other soya beans - Specific use;Agriculture;;10.0;;;7.5;=;17.5
1201900090;HS10;Fèves de soja autres - Autre usage;Other soya beans - Other use;Agriculture;;10.0;;;7.5;=;17.5
1202;RANGEE 02;"Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken";;;;;;;;;
120230;HS6;De semence;Ground-nuts;;;;;;;;
1202301000;HS10;De semence - Type 1;Ground-nuts - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1202302000;HS10;De semence - Type 2;Ground-nuts - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1202309000;HS10;De semence - Autre;Ground-nuts - Other;Agriculture;;10.0;;;7.5;=;17.5
120241;HS6;Arachides en coques;Groundnuts in shell;;;;;;;;
1202411000;HS10;Arachides en coques - Grade 1 / Premium;Groundnuts in shell - Grade 1 / Premium;Agriculture;;10.0;;;7.5;=;17.5
1202412000;HS10;Arachides en coques - Grade 2 / Standard;Groundnuts in shell - Grade 2 / Standard;Agriculture;;10.0;;;7.5;=;17.5
1202419000;HS10;Arachides en coques - Autre;Groundnuts in shell - Other;Agriculture;;10.0;;;7.5;=;17.5
120242;HS6;Décortiquées;Ground-nuts;;;;;;;;
1202421000;HS10;Décortiquées - Type 1;Ground-nuts - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1202422000;HS10;Décortiquées - Type 2;Ground-nuts - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1202429000;HS10;Décortiquées - Autre;Ground-nuts - Other;Agriculture;;10.0;;;7.5;=;17.5
1203;RANGEE 03;Copra;;;;;;;;;
120300;HS6;Coprah;Copra;;;;;;;;
1203001000;HS10;Coprah - Type 1;Copra - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1203002000;HS10;Coprah - Type 2;Copra - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1203009000;HS10;Coprah - Autre;Copra - Other;Agriculture;;10.0;;;7.5;=;17.5
1204;RANGEE 04;"Oil seeds; linseed, whether or not broken";;;;;;;;;
120400;HS6;"Graines de lin"","" même concassées";Oil seeds;;;;;;;;
1204001000;HS10;"Graines de lin"","" même concassées - Type 1";Oil seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1204002000;HS10;"Graines de lin"","" même concassées - Type 2";Oil seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1204009000;HS10;"Graines de lin"","" même concassées - Autre";Oil seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
1205;RANGEE 05;"Rape or colza seeds; whether or not broken";;;;;;;;;
120510;HS6;Graines de navette ou de colza à faible teneur en acide érucique;Oil seeds;;;;;;;;
1205101000;HS10;Graines de navette ou de colza à faible teneur en acide érucique - Type 1;Oil seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1205102000;HS10;Graines de navette ou de colza à faible teneur en acide érucique - Type 2;Oil seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1205109000;HS10;Graines de navette ou de colza à faible teneur en acide érucique - Autre;Oil seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
120590;HS6;Autres;Oil seeds;;;;;;;;
1205901000;HS10;Autres - Type 1;Oil seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1205902000;HS10;Autres - Type 2;Oil seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1205909000;HS10;Autres - Autre;Oil seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
1206;RANGEE 06;"Sunflower seeds; whether or not broken";;;;;;;;;
120600;HS6;Graines de tournesol;Sunflower seeds;;;;;;;;
1206000010;HS10;Graines de tournesol - Usage spécifique;Sunflower seeds - Specific use;Agriculture;;10.0;;;7.5;=;17.5
1206000090;HS10;Graines de tournesol - Autre usage;Sunflower seeds - Other use;Agriculture;;10.0;;;7.5;=;17.5
1207;RANGEE 07;"Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken";;;;;;;;;
120710;HS6;Noix et amandes de palmiste;Palm nuts and kernels;;;;;;;;
1207100010;HS10;Noix et amandes de palmiste - Usage spécifique;Palm nuts and kernels - Specific use;Agriculture;;10.0;;;7.5;=;17.5
1207100090;HS10;Noix et amandes de palmiste - Autre usage;Palm nuts and kernels - Other use;Agriculture;;10.0;;;7.5;=;17.5
120721;HS6;Graines de coton de semence;Cotton seeds for sowing;;;;;;;;
1207211000;HS10;Graines de coton de semence - Variété 1;Cotton seeds for sowing - Variety 1;Agriculture;;10.0;;;7.5;=;17.5
1207212000;HS10;Graines de coton de semence - Variété 2;Cotton seeds for sowing - Variety 2;Agriculture;;10.0;;;7.5;=;17.5
1207219000;HS10;Graines de coton de semence - Autre;Cotton seeds for sowing - Other;Agriculture;;10.0;;;7.5;=;17.5
120729;HS6;Autres;Oil seeds;;;;;;;;
1207291000;HS10;Autres - Type 1;Oil seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1207292000;HS10;Autres - Type 2;Oil seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1207299000;HS10;Autres - Autre;Oil seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
120730;HS6;Graines de ricin;Oil seeds;;;;;;;;
1207301000;HS10;Graines de ricin - Type 1;Oil seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1207302000;HS10;Graines de ricin - Type 2;Oil seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1207309000;HS10;Graines de ricin - Autre;Oil seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
120740;HS6;Graines de sésame;Oil seeds;;;;;;;;
1207401000;HS10;Graines de sésame - Type 1;Oil seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1207402000;HS10;Graines de sésame - Type 2;Oil seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1207409000;HS10;Graines de sésame - Autre;Oil seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
120750;HS6;Graines de moutarde;Oil seeds;;;;;;;;
1207501000;HS10;Graines de moutarde - Type 1;Oil seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1207502000;HS10;Graines de moutarde - Type 2;Oil seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1207509000;HS10;Graines de moutarde - Autre;Oil seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
120760;HS6;Graines de carthame (Carthamus tinctorius);Oil seeds;;;;;;;;
1207601000;HS10;Graines de carthame (Carthamus tinctorius) - Type 1;Oil seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1207602000;HS10;Graines de carthame (Carthamus tinctorius) - Type 2;Oil seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1207609000;HS10;Graines de carthame (Carthamus tinctorius) - Autre;Oil seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
120770;HS6;Graines de melon;Oil seeds;;;;;;;;
1207701000;HS10;Graines de melon - Type 1;Oil seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1207702000;HS10;Graines de melon - Type 2;Oil seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1207709000;HS10;Graines de melon - Autre;Oil seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
120791;HS6;Graines d'oeillette ou de pavot;Oil seeds;;;;;;;;
1207911000;HS10;Graines d'oeillette ou de pavot - Type 1;Oil seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1207912000;HS10;Graines d'oeillette ou de pavot - Type 2;Oil seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1207919000;HS10;Graines d'oeillette ou de pavot - Autre;Oil seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
120799;HS6;Autres;Oil seeds and oleaginous fruits;;;;;;;;
1207991000;HS10;Autres - Type 1;Oil seeds and oleaginous fruits - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1207992000;HS10;Autres - Type 2;Oil seeds and oleaginous fruits - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1207999000;HS10;Autres - Autre;Oil seeds and oleaginous fruits - Other;Agriculture;;10.0;;;7.5;=;17.5
1208;RANGEE 08;"Flours and meals of oil seeds or oleaginous fruits; other than those of mustard";;;;;;;;;
120810;HS6;De fèves de soja;Flours and meals;;;;;;;;
1208101000;HS10;De fèves de soja - Type 1;Flours and meals - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1208102000;HS10;De fèves de soja - Type 2;Flours and meals - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1208109000;HS10;De fèves de soja - Autre;Flours and meals - Other;Agriculture;;10.0;;;7.5;=;17.5
120890;HS6;Autres;Flours and meals of oil seeds or oleaginous fruits;;;;;;;;
1208901000;HS10;Autres - Type 1;Flours and meals of oil seeds or oleaginous fruits - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1208902000;HS10;Autres - Type 2;Flours and meals of oil seeds or oleaginous fruits - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1208909000;HS10;Autres - Autre;Flours and meals of oil seeds or oleaginous fruits - Other;Agriculture;;10.0;;;7.5;=;17.5
1209;RANGEE 09;"Seeds, fruit and spores; of a kind used for sowing";;;;;;;;;
120910;HS6;Graines de betteraves à sucre;Seed;;;;;;;;
1209101000;HS10;Graines de betteraves à sucre - Type 1;Seed - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1209102000;HS10;Graines de betteraves à sucre - Type 2;Seed - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1209109000;HS10;Graines de betteraves à sucre - Autre;Seed - Other;Agriculture;;10.0;;;7.5;=;17.5
120921;HS6;De luzerne;Seeds of forage plants;;;;;;;;
1209211000;HS10;De luzerne - Type 1;Seeds of forage plants - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1209212000;HS10;De luzerne - Type 2;Seeds of forage plants - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1209219000;HS10;De luzerne - Autre;Seeds of forage plants - Other;Agriculture;;10.0;;;7.5;=;17.5
120922;HS6;De trèfle (Trifolium spp.);Seeds of forage plants;;;;;;;;
1209221000;HS10;De trèfle (Trifolium spp.) - Type 1;Seeds of forage plants - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1209222000;HS10;De trèfle (Trifolium spp.) - Type 2;Seeds of forage plants - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1209229000;HS10;De trèfle (Trifolium spp.) - Autre;Seeds of forage plants - Other;Agriculture;;10.0;;;7.5;=;17.5
120923;HS6;De fétuque;Seeds of forage plants;;;;;;;;
1209231000;HS10;De fétuque - Type 1;Seeds of forage plants - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1209232000;HS10;De fétuque - Type 2;Seeds of forage plants - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1209239000;HS10;De fétuque - Autre;Seeds of forage plants - Other;Agriculture;;10.0;;;7.5;=;17.5
120924;HS6;Du pâturin des prés du Kentucky (Poa pratensis L.);Seeds of forage plants;;;;;;;;
1209241000;HS10;Du pâturin des prés du Kentucky (Poa pratensis L.) - Type 1;Seeds of forage plants - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1209242000;HS10;Du pâturin des prés du Kentucky (Poa pratensis L.) - Type 2;Seeds of forage plants - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1209249000;HS10;Du pâturin des prés du Kentucky (Poa pratensis L.) - Autre;Seeds of forage plants - Other;Agriculture;;10.0;;;7.5;=;17.5
120925;HS6;De ray grass (Lolium multiflorum Lam.;Seeds of forage plants;;;;;;;;
1209251000;HS10;De ray grass (Lolium multiflorum Lam. - Type 1;Seeds of forage plants - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1209252000;HS10;De ray grass (Lolium multiflorum Lam. - Type 2;Seeds of forage plants - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1209259000;HS10;De ray grass (Lolium multiflorum Lam. - Autre;Seeds of forage plants - Other;Agriculture;;10.0;;;7.5;=;17.5
120929;HS6;Autres;Seeds of forage plants;;;;;;;;
1209291000;HS10;Autres - Type 1;Seeds of forage plants - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1209292000;HS10;Autres - Type 2;Seeds of forage plants - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1209299000;HS10;Autres - Autre;Seeds of forage plants - Other;Agriculture;;10.0;;;7.5;=;17.5
120930;HS6;Graines de plantes herbacées utilisées principalement pour leurs fleurs;Seeds of herbaceous plants;;;;;;;;
1209301000;HS10;Graines de plantes herbacées utilisées principalement pour leurs fleurs - Type 1;Seeds of herbaceous plants - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1209302000;HS10;Graines de plantes herbacées utilisées principalement pour leurs fleurs - Type 2;Seeds of herbaceous plants - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1209309000;HS10;Graines de plantes herbacées utilisées principalement pour leurs fleurs - Autre;Seeds of herbaceous plants - Other;Agriculture;;10.0;;;7.5;=;17.5
120991;HS6;Graines de légumes;Seeds;;;;;;;;
1209911000;HS10;Graines de légumes - Type 1;Seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1209912000;HS10;Graines de légumes - Type 2;Seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1209919000;HS10;Graines de légumes - Autre;Seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
120999;HS6;Autres;Seeds;;;;;;;;
1209991000;HS10;Autres - Type 1;Seeds - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1209992000;HS10;Autres - Type 2;Seeds - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1209999000;HS10;Autres - Autre;Seeds - Other;Agriculture;;10.0;;;7.5;=;17.5
1210;RANGEE 10;"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin";;;;;;;;;
121010;HS6;Cônes de houblon;Hop cones;;;;;;;;
1210101000;HS10;Cônes de houblon - Type 1;Hop cones - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1210102000;HS10;Cônes de houblon - Type 2;Hop cones - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1210109000;HS10;Cônes de houblon - Autre;Hop cones - Other;Agriculture;;10.0;;;7.5;=;17.5
121020;HS6;Cônes de houblon;lupuline;;;;;;;;
1210201000;HS10;Cônes de houblon - Type 1;lupuline - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1210202000;HS10;Cônes de houblon - Type 2;lupuline - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1210209000;HS10;Cônes de houblon - Autre;lupuline - Other;Agriculture;;10.0;;;7.5;=;17.5
1211;RANGEE 11;Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered;;;;;;;;;
121120;HS6;Racines de Ginseng;Ginseng roots;;;;;;;;
1211201000;HS10;Racines de Ginseng - Type 1;Ginseng roots - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1211202000;HS10;Racines de Ginseng - Type 2;Ginseng roots - Type 2;Agriculture;;10.0;;;7.5;=;17.5
1211209000;HS10;Racines de Ginseng - Autre;Ginseng roots - Other;Agriculture;;10.0;;;7.5;=;17.5
121130;HS6;Coca (feuille de);Coca leaf;;;;;;;;
1211301000;HS10;Coca (feuille de) - Type 1;Coca leaf - Type 1;Agriculture;;10.0;;;7.5;=;17.5
1211302000;HS10;Coca (feuille de) - Type 2;Coca leaf - Type 2;Agriculture;;10.0;;;7.5;=;17.5
