Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;PRCT_%;T.C.S_%;T.V.A_%;D.A.P.S_%;Formalites;Total_%
6102902000;HS10;D'autres matières textiles;Coats;Habillement;30.0;2.0;;19.0;;=;51.0
6102909000;HS10;D'autres matières textiles - Autre;Coats - Other;Habillement;30.0;2.0;;19.0;;=;51.0
6103;RANGEE 03;"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted";;;;;;;;;
610310;HS6;Costumes et vestons en bonneterie pour hommes;Men's knitted suits and jackets;;;;;;;;
6103101000;HS10;Costumes ou complets en bonneterie pour hommes ou garçons laine ou poils fins;Costumes ou complets en bonneterie pour hommes ou garçons laine ou poils fins;Habillement;30.0;2.0;;19.0;;=;51.0
6103102000;HS10;Costumes et vestons en bonneterie pour hommes;Men's knitted suits and jackets;Habillement;30.0;2.0;;19.0;;=;51.0
6103109000;HS10;Costumes et vestons en bonneterie pour hommes - Autre;Men's knitted suits and jackets - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610322;HS6;De coton;Ensembles;;;;;;;;
6103221000;HS10;De coton;Ensembles;Habillement;30.0;2.0;;19.0;;=;51.0
6103222000;HS10;De coton;Ensembles;Habillement;30.0;2.0;;19.0;;=;51.0
6103229000;HS10;De coton - Autre;Ensembles - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610323;HS6;De fibres synthétiques;Ensembles;;;;;;;;
6103231000;HS10;De fibres synthétiques;Ensembles;Habillement;30.0;2.0;;19.0;;=;51.0
6103232000;HS10;De fibres synthétiques;Ensembles;Habillement;30.0;2.0;;19.0;;=;51.0
6103239000;HS10;De fibres synthétiques - Autre;Ensembles - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610329;HS6;D'autres matières textiles;Ensembles;;;;;;;;
6103291000;HS10;Ensembles en bonneterie pour hommes ou garçons soie ou déchets de soie;Ensembles en bonneterie pour hommes ou garçons soie ou déchets de soie;Habillement;30.0;2.0;;19.0;;=;51.0
6103292000;HS10;D'autres matières textiles;Ensembles;Habillement;30.0;2.0;;19.0;;=;51.0
6103299000;HS10;D'autres matières textiles - Autre;Ensembles - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610331;HS6;De laine ou de poils fins;Jackets and blazers;;;;;;;;
6103311000;HS10;De laine ou de poils fins;Jackets and blazers;Habillement;30.0;2.0;;19.0;;=;51.0
6103312000;HS10;De laine ou de poils fins;Jackets and blazers;Habillement;30.0;2.0;;19.0;;=;51.0
6103319000;HS10;De laine ou de poils fins - Autre;Jackets and blazers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610332;HS6;De coton;Jackets and blazers;;;;;;;;
6103321000;HS10;De coton;Jackets and blazers;Habillement;30.0;2.0;;19.0;;=;51.0
6103322000;HS10;De coton;Jackets and blazers;Habillement;30.0;2.0;;19.0;;=;51.0
6103329000;HS10;De coton - Autre;Jackets and blazers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610333;HS6;De fibres synthétiques;Jackets and blazers;;;;;;;;
6103331000;HS10;De fibres synthétiques;Jackets and blazers;Habillement;30.0;2.0;;19.0;;=;51.0
6103332000;HS10;De fibres synthétiques;Jackets and blazers;Habillement;30.0;2.0;;19.0;;=;51.0
6103339000;HS10;De fibres synthétiques - Autre;Jackets and blazers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610339;HS6;D'autres matières textiles;Jackets and blazers;;;;;;;;
6103391000;HS10;Vestons en bonneterie pour hommes ou garçons soie ou déchets de soie;Vestons en bonneterie pour hommes ou garçons soie ou déchets de soie;Habillement;30.0;2.0;;19.0;;=;51.0
6103392000;HS10;D'autres matières textiles;Jackets and blazers;Habillement;30.0;2.0;;19.0;;=;51.0
6103399000;HS10;D'autres matières textiles - Autre;Jackets and blazers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610341;HS6;De laine ou de poils fins;Trousers;;;;;;;;
6103411000;HS10;Pantalons en bonneterie pour hommes ou garçons laine ou poils fins;Pantalons en bonneterie pour hommes ou garçons laine ou poils fins;Habillement;30.0;2.0;;19.0;;=;51.0
6103412000;HS10;Salopettes à bretelles en bonneterie pour hommes ou garçons laine ou poils fins;Salopettes à bretelles en bonneterie pour hommes ou garçons laine ou poils fins;Habillement;30.0;2.0;;19.0;;=;51.0
6103419000;HS10;De laine ou de poils fins - Autre;Trousers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610342;HS6;De coton;Trousers;;;;;;;;
6103421000;HS10;Pantalons en bonneterie pour hommes ou garçons coton;Pantalons en bonneterie pour hommes ou garçons coton;Habillement;30.0;2.0;;19.0;;=;51.0
6103422000;HS10;Salopettes à bretelles en bonneterie pour hommes ou garçons coton;Salopettes à bretelles en bonneterie pour hommes ou garçons coton;Habillement;30.0;2.0;;19.0;;=;51.0
6103429000;HS10;De coton - Autre;Trousers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610343;HS6;De fibres synthétiques;Trousers;;;;;;;;
6103431000;HS10;Pantalons en bonneterie pour hommes ou garçons fibres synthétiques;Pantalons en bonneterie pour hommes ou garçons fibres synthétiques;Habillement;30.0;2.0;;19.0;;=;51.0
6103432000;HS10;Salopettes à bretelles en bonneterie pour hommes ou garçons fibres synthétiques;Salopettes à bretelles en bonneterie pour hommes ou garçons fibres synthétiques;Habillement;30.0;2.0;;19.0;;=;51.0
6103439000;HS10;De fibres synthétiques - Autre;Trousers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610349;HS6;D'autres matières textiles;Trousers;;;;;;;;
6103491000;HS10;Pantalons en bonneterie pour hommes ou garçons autres matières textiles;Pantalons en bonneterie pour hommes ou garçons autres matières textiles;Habillement;30.0;2.0;;19.0;;=;51.0
6103492000;HS10;Salopettes à bretelles en bonneterie pour hommes ou garçons autres matières textiles;Salopettes à bretelles en bonneterie pour hommes ou garçons autres matières textiles;Habillement;30.0;2.0;;19.0;;=;51.0
6103499000;HS10;D'autres matières textiles - Autre;Trousers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
6104;RANGEE 04;Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted;;;;;;;;;
610410;HS6;Costumes tailleurs en bonneterie pour femmes;Women's knitted suits;;;;;;;;
6104101000;HS10;Costumes tailleurs en bonneterie pour femmes;Women's knitted suits;Habillement;30.0;2.0;;19.0;;=;51.0
6104102000;HS10;Costumes tailleurs en bonneterie pour femmes;Women's knitted suits;Habillement;30.0;2.0;;19.0;;=;51.0
6104109000;HS10;Costumes tailleurs en bonneterie pour femmes - Autre;Women's knitted suits - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610413;HS6;De fibres synthétiques;Suits;;;;;;;;
6104131000;HS10;De fibres synthétiques;Suits;Habillement;30.0;2.0;;19.0;;=;51.0
6104132000;HS10;De fibres synthétiques;Suits;Habillement;30.0;2.0;;19.0;;=;51.0
6104139000;HS10;De fibres synthétiques - Autre;Suits - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610419;HS6;D'autres matières textiles;Suits;;;;;;;;
6104191000;HS10;Costumes tailleurs en bonneterie pour femmes ou fillettes coton;Costumes tailleurs en bonneterie pour femmes ou fillettes coton;Habillement;30.0;2.0;;19.0;;=;51.0
6104192000;HS10;Costumes tailleurs en bonneterie pour femmes ou fillettes laine ou poils fins;Costumes tailleurs en bonneterie pour femmes ou fillettes laine ou poils fins;Habillement;30.0;2.0;;19.0;;=;51.0
6104199000;HS10;D'autres matières textiles - Autre;Suits - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610422;HS6;De coton;Ensembles;;;;;;;;
6104221000;HS10;De coton;Ensembles;Habillement;30.0;2.0;;19.0;;=;51.0
6104222000;HS10;De coton;Ensembles;Habillement;30.0;2.0;;19.0;;=;51.0
6104229000;HS10;De coton - Autre;Ensembles - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610423;HS6;De fibres synthétiques;Ensembles;;;;;;;;
6104231000;HS10;De fibres synthétiques;Ensembles;Habillement;30.0;2.0;;19.0;;=;51.0
6104232000;HS10;De fibres synthétiques;Ensembles;Habillement;30.0;2.0;;19.0;;=;51.0
6104239000;HS10;De fibres synthétiques - Autre;Ensembles - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610429;HS6;D'autres matières textiles;Ensembles;;;;;;;;
6104291000;HS10;Ensembles en bonneterie pour femmes ou fillettes laine ou poils fins;Ensembles en bonneterie pour femmes ou fillettes laine ou poils fins;Habillement;30.0;2.0;;19.0;;=;51.0
6104292000;HS10;Ensembles en bonneterie pour femmes ou fillettes soie ou déchets de soie;Ensembles en bonneterie pour femmes ou fillettes soie ou déchets de soie;Habillement;30.0;2.0;;19.0;;=;51.0
6104299000;HS10;D'autres matières textiles - Autre;Ensembles - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610431;HS6;De laine ou de poils fins;Jackets;;;;;;;;
6104311000;HS10;De laine ou de poils fins;Jackets;Habillement;30.0;2.0;;19.0;;=;51.0
6104312000;HS10;De laine ou de poils fins;Jackets;Habillement;30.0;2.0;;19.0;;=;51.0
6104319000;HS10;De laine ou de poils fins - Autre;Jackets - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610432;HS6;De coton;Jackets;;;;;;;;
6104321000;HS10;De coton;Jackets;Habillement;30.0;2.0;;19.0;;=;51.0
6104322000;HS10;De coton;Jackets;Habillement;30.0;2.0;;19.0;;=;51.0
6104329000;HS10;De coton - Autre;Jackets - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610433;HS6;De fibres synthétiques;Jackets;;;;;;;;
6104331000;HS10;De fibres synthétiques;Jackets;Habillement;30.0;2.0;;19.0;;=;51.0
6104332000;HS10;De fibres synthétiques;Jackets;Habillement;30.0;2.0;;19.0;;=;51.0
6104339000;HS10;De fibres synthétiques - Autre;Jackets - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610439;HS6;D'autres matières textiles;Jackets;;;;;;;;
6104391000;HS10;Vestes en bonneterie pour femmes ou fillettes soie schappe ou bourrette;Vestes en bonneterie pour femmes ou fillettes soie schappe ou bourrette;Habillement;30.0;2.0;;19.0;;=;51.0
6104392000;HS10;Vestes en bonneterie pour femmes ou fillettes fibres textiles artificielles;Vestes en bonneterie pour femmes ou fillettes fibres textiles artificielles;Habillement;30.0;2.0;;19.0;;=;51.0
6104399000;HS10;D'autres matières textiles - Autre;Jackets - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610441;HS6;De laine ou de poils fins;Dresses;;;;;;;;
6104411000;HS10;De laine ou de poils fins;Dresses;Habillement;30.0;2.0;;19.0;;=;51.0
6104412000;HS10;De laine ou de poils fins;Dresses;Habillement;30.0;2.0;;19.0;;=;51.0
6104419000;HS10;De laine ou de poils fins - Autre;Dresses - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610442;HS6;De coton;Dresses;;;;;;;;
6104421000;HS10;De coton;Dresses;Habillement;30.0;2.0;;19.0;;=;51.0
6104422000;HS10;De coton;Dresses;Habillement;30.0;2.0;;19.0;;=;51.0
6104429000;HS10;De coton - Autre;Dresses - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610443;HS6;De fibres synthétiques;Dresses;;;;;;;;
6104431000;HS10;De fibres synthétiques;Dresses;Habillement;30.0;2.0;;19.0;;=;51.0
6104432000;HS10;De fibres synthétiques;Dresses;Habillement;30.0;2.0;;19.0;;=;51.0
6104439000;HS10;De fibres synthétiques - Autre;Dresses - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610444;HS6;De fibres artificielles;Dresses;;;;;;;;
6104441000;HS10;De fibres artificielles;Dresses;Habillement;30.0;2.0;;19.0;;=;51.0
6104442000;HS10;De fibres artificielles;Dresses;Habillement;30.0;2.0;;19.0;;=;51.0
6104449000;HS10;De fibres artificielles - Autre;Dresses - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610449;HS6;D'autres matières textiles;Dresses;;;;;;;;
6104491000;HS10;Robes en bonneterie pour femmes ou fillettes soie ou déchets de soie;Robes en bonneterie pour femmes ou fillettes soie ou déchets de soie;Habillement;30.0;2.0;;19.0;;=;51.0
6104492000;HS10;D'autres matières textiles;Dresses;Habillement;30.0;2.0;;19.0;;=;51.0
6104499000;HS10;D'autres matières textiles - Autre;Dresses - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610451;HS6;De laine ou de poils fins;Skirts and divided skirts;;;;;;;;
6104511000;HS10;De laine ou de poils fins;Skirts and divided skirts;Habillement;30.0;2.0;;19.0;;=;51.0
6104512000;HS10;De laine ou de poils fins;Skirts and divided skirts;Habillement;30.0;2.0;;19.0;;=;51.0
6104519000;HS10;De laine ou de poils fins - Autre;Skirts and divided skirts - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610452;HS6;De coton;Skirts and divided skirts;;;;;;;;
6104521000;HS10;De coton;Skirts and divided skirts;Habillement;30.0;2.0;;19.0;;=;51.0
6104522000;HS10;De coton;Skirts and divided skirts;Habillement;30.0;2.0;;19.0;;=;51.0
6104529000;HS10;De coton - Autre;Skirts and divided skirts - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610453;HS6;De fibres synthétiques;Skirts and divided skirts;;;;;;;;
6104531000;HS10;De fibres synthétiques;Skirts and divided skirts;Habillement;30.0;2.0;;19.0;;=;51.0
6104532000;HS10;De fibres synthétiques;Skirts and divided skirts;Habillement;30.0;2.0;;19.0;;=;51.0
6104539000;HS10;De fibres synthétiques - Autre;Skirts and divided skirts - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610459;HS6;D'autres matières textiles;Skirts and divided skirts;;;;;;;;
6104591000;HS10;Jupes et jupes culottes en bonneterie pour femmes ou fillettes soie ou déchets de soie;Jupes et jupes culottes en bonneterie pour femmes ou fillettes soie ou déchets de soie;Habillement;30.0;2.0;;19.0;;=;51.0
6104592000;HS10;D'autres matières textiles;Skirts and divided skirts;Habillement;30.0;2.0;;19.0;;=;51.0
6104599000;HS10;D'autres matières textiles - Autre;Skirts and divided skirts - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610461;HS6;De laine ou de poils fins;Trousers;;;;;;;;
6104611000;HS10;Pantalons en bonneterie pour femmes ou fillettes laine ou poils fins;Pantalons en bonneterie pour femmes ou fillettes laine ou poils fins;Habillement;30.0;2.0;;19.0;;=;51.0
6104612000;HS10;Salopettes à bretelles en bonneterie pour femmes ou fillettes laine ou poils fins;Salopettes à bretelles en bonneterie pour femmes ou fillettes laine ou poils fins;Habillement;30.0;2.0;;19.0;;=;51.0
6104619000;HS10;De laine ou de poils fins - Autre;Trousers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610462;HS6;De coton;Trousers;;;;;;;;
6104621000;HS10;Pantalons en bonneterie pour femmes ou fillettes coton;Pantalons en bonneterie pour femmes ou fillettes coton;Habillement;30.0;2.0;;19.0;;=;51.0
6104622000;HS10;Salopettes à bretelles en bonneterie pour femmes ou fillettes coton;Salopettes à bretelles en bonneterie pour femmes ou fillettes coton;Habillement;30.0;2.0;;19.0;;=;51.0
6104629000;HS10;De coton - Autre;Trousers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610463;HS6;De fibres synthétiques;Trousers;;;;;;;;
6104631000;HS10;Pantalons en bonneterie pour femmes ou fillettes fibres synthétiques;Pantalons en bonneterie pour femmes ou fillettes fibres synthétiques;Habillement;30.0;2.0;;19.0;;=;51.0
6104632000;HS10;Salopettes à bretelles en bonneterie pour femmes ou fillettes fibres synthétiques;Salopettes à bretelles en bonneterie pour femmes ou fillettes fibres synthétiques;Habillement;30.0;2.0;;19.0;;=;51.0
6104639000;HS10;De fibres synthétiques - Autre;Trousers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610469;HS6;D'autres matières textiles;Trousers;;;;;;;;
6104691000;HS10;Pantalons en bonneterie pour femmes ou fillettes autres matières textiles;Pantalons en bonneterie pour femmes ou fillettes autres matières textiles;Habillement;30.0;2.0;;19.0;;=;51.0
6104692000;HS10;Salopettes à bretelles en bonneterie pour femmes ou fillettes autres matières textiles;Salopettes à bretelles en bonneterie pour femmes ou fillettes autres matières textiles;Habillement;30.0;2.0;;19.0;;=;51.0
6104699000;HS10;D'autres matières textiles - Autre;Trousers - Other;Habillement;30.0;2.0;;19.0;;=;51.0
6105;RANGEE 05;"Shirts; men's or boys', knitted or crocheted";;;;;;;;;
610510;HS6;Chemises en bonneterie pour hommes;Men's knitted shirts;;;;;;;;
6105101000;HS10;Chemises en bonneterie pour hommes;Men's knitted shirts;Habillement;30.0;2.0;;19.0;;=;51.0
6105102000;HS10;Chemises en bonneterie pour hommes;Men's knitted shirts;Habillement;30.0;2.0;;19.0;;=;51.0
6105109000;HS10;Chemises en bonneterie pour hommes - Autre;Men's knitted shirts - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610520;HS6;De fibres synthétiques ou artificielles;Shirts;;;;;;;;
6105201000;HS10;Chemises et chemisettes en bonneterie pour hommes ou garçons fibres synthétiques;Chemises et chemisettes en bonneterie pour hommes ou garçons fibres synthétiques;Habillement;30.0;2.0;;19.0;;=;51.0
6105202000;HS10;Chemises et chemisettes en bonneterie pour hommes ou garçons fibres artificielles;Chemises et chemisettes en bonneterie pour hommes ou garçons fibres artificielles;Habillement;30.0;2.0;;19.0;;=;51.0
6105209000;HS10;De fibres synthétiques ou artificielles - Autre;Shirts - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610590;HS6;D'autres matières textiles;Shirts;;;;;;;;
6105901000;HS10;Chemises et chemisettes en bonneterie pour hommes ou garçons laine ou poils fins;Chemises et chemisettes en bonneterie pour hommes ou garçons laine ou poils fins;Habillement;30.0;2.0;;19.0;;=;51.0
6105902000;HS10;Chemises et chemisettes en bonneterie pour hommes ou garçons soie ou déchets de soie;Chemises et chemisettes en bonneterie pour hommes ou garçons soie ou déchets de soie;Habillement;30.0;2.0;;19.0;;=;51.0
6105909000;HS10;D'autres matières textiles - Autre;Shirts - Other;Habillement;30.0;2.0;;19.0;;=;51.0
6106;RANGEE 06;"Blouses, shirts and shirt-blouses; women's or girls', knitted or crocheted";;;;;;;;;
610610;HS6;Chemisiers en bonneterie pour femmes;Women's knitted blouses;;;;;;;;
6106101000;HS10;Chemisiers en bonneterie pour femmes;Women's knitted blouses;Habillement;30.0;2.0;;19.0;;=;51.0
6106102000;HS10;Chemisiers en bonneterie pour femmes;Women's knitted blouses;Habillement;30.0;2.0;;19.0;;=;51.0
6106109000;HS10;Chemisiers en bonneterie pour femmes - Autre;Women's knitted blouses - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610620;HS6;De fibres synthétiques ou artificielles;Blouses;;;;;;;;
6106201000;HS10;Chemisiers blouses blouses chemisiers et chemisettes en bonneterie pour femmes ou fillettes fibres synthétiques;Chemisiers blouses blouses chemisiers et chemisettes en bonneterie pour femmes ou fillettes fibres synthétiques;Habillement;30.0;2.0;;19.0;;=;51.0
6106202000;HS10;Chemisiers blouses blouses chemisiers et chemisettes en bonneterie pour femmes ou fillettes fibres artificielles;Chemisiers blouses blouses chemisiers et chemisettes en bonneterie pour femmes ou fillettes fibres artificielles;Habillement;30.0;2.0;;19.0;;=;51.0
6106209000;HS10;De fibres synthétiques ou artificielles - Autre;Blouses - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610690;HS6;D'autres matières textiles;Blouses;;;;;;;;
6106901000;HS10;Chemisiers blouses blouses chemisiers et chemisettes en bonneterie pour femmes ou fillettes laine ou poils fins;Chemisiers blouses blouses chemisiers et chemisettes en bonneterie pour femmes ou fillettes laine ou poils fins;Habillement;30.0;2.0;;19.0;;=;51.0
6106902000;HS10;Chemisiers blouses blouses chemisiers et chemisettes en bonneterie pour femmes ou fillettes soie ou déchets de soie;Chemisiers blouses blouses chemisiers et chemisettes en bonneterie pour femmes ou fillettes soie ou déchets de soie;Habillement;30.0;2.0;;19.0;;=;51.0
6106909000;HS10;D'autres matières textiles - Autre;Blouses - Other;Habillement;30.0;2.0;;19.0;;=;51.0
6107;RANGEE 07;"Underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys', knitted or crocheted";;;;;;;;;
610711;HS6;Slips en bonneterie pour hommes;Men's knitted underpants;;;;;;;;
6107111000;HS10;Slips en bonneterie pour hommes;Men's knitted underpants;Habillement;30.0;2.0;;19.0;;=;51.0
6107112000;HS10;Slips en bonneterie pour hommes;Men's knitted underpants;Habillement;30.0;2.0;;19.0;;=;51.0
6107119000;HS10;Slips en bonneterie pour hommes - Autre;Men's knitted underpants - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610712;HS6;De fibres synthétiques ou artificielles;Underpants and briefs;;;;;;;;
6107121000;HS10;Slips et caleçons en bonneterie pour hommes ou garçons fibres synthétiques;Slips et caleçons en bonneterie pour hommes ou garçons fibres synthétiques;Habillement;30.0;2.0;;19.0;;=;51.0
6107122000;HS10;Slips et caleçons en bonneterie pour hommes ou garçons fibres artificielles;Slips et caleçons en bonneterie pour hommes ou garçons fibres artificielles;Habillement;30.0;2.0;;19.0;;=;51.0
6107129000;HS10;De fibres synthétiques ou artificielles - Autre;Underpants and briefs - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610719;HS6;D'autres matières textiles;Underpants and briefs;;;;;;;;
6107191000;HS10;Slips et caleçons en bonneterie pour hommes ou garçons soie ou déchets de soie;Slips et caleçons en bonneterie pour hommes ou garçons soie ou déchets de soie;Habillement;30.0;2.0;;19.0;;=;51.0
6107192000;HS10;D'autres matières textiles;Underpants and briefs;Habillement;30.0;2.0;;19.0;;=;51.0
6107199000;HS10;D'autres matières textiles - Autre;Underpants and briefs - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610721;HS6;De coton;Nightshirts and pyjamas;;;;;;;;
6107211000;HS10;Pyjamas en bonneterie pour hommes ou garçons coton;Pyjamas en bonneterie pour hommes ou garçons coton;Habillement;30.0;2.0;;19.0;;=;51.0
6107212000;HS10;Chemises de nuit en bonneterie pour hommes ou garçons coton;Chemises de nuit en bonneterie pour hommes ou garçons coton;Habillement;30.0;2.0;;19.0;;=;51.0
6107219000;HS10;De coton - Autre;Nightshirts and pyjamas - Other;Habillement;30.0;2.0;;19.0;;=;51.0
610722;HS6;De fibres synthétiques ou artificielles;Nightshirts and pyjamas;;;;;;;;
6107221000;HS10;De fibres synthétiques ou artificielles;Nightshirts and pyjamas;Habillement;30.0;2.0;;19.0;;=;51.0
