Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;DAPS_%;DD_%;PRCT_%;TCS_%;TVA_%;Formalites;Total_%
410210;HS6;Peaux brutes d'ovins lainées;Raw sheepskins with wool;;;;;;;;
4102101000;HS10;Peaux brutes d'ovins lainées - Type 1;Raw sheepskins with wool - Type 1;Industrie;;10.0;;;15.0;=;25.0
4102102000;HS10;Peaux brutes d'ovins lainées - Type 2;Raw sheepskins with wool - Type 2;Industrie;;10.0;;;15.0;=;25.0
4102109000;HS10;Peaux brutes d'ovins lainées - Autre;Raw sheepskins with wool - Other;Industrie;;10.0;;;15.0;=;25.0
410221;HS6;Peaux d'ovins picklées;Pickled sheepskins;;;;;;;;
4102211000;HS10;Peaux d'ovins picklées - Type 1;Pickled sheepskins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4102212000;HS10;Peaux d'ovins picklées - Type 2;Pickled sheepskins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4102219000;HS10;Peaux d'ovins picklées - Autre;Pickled sheepskins - Other;Industrie;;10.0;;;15.0;=;25.0
410229;HS6;Autres peaux d'ovins épilées;Other dehaired sheepskins;;;;;;;;
4102291000;HS10;Autres peaux d'ovins épilées - Type 1;Other dehaired sheepskins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4102292000;HS10;Autres peaux d'ovins épilées - Type 2;Other dehaired sheepskins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4102299000;HS10;Autres peaux d'ovins épilées - Autre;Other dehaired sheepskins - Other;Industrie;;10.0;;;15.0;=;25.0
4103;RANGEE 03;"Raw hides and skins n.e.c in headings no. 4101, 4102; fresh, salted, dried, pickled or otherwise preserved, not further prepared, whether or not dehaired or split";;;;;;;;;
410320;HS6;Peaux de reptiles brutes;Raw reptile skins;;;;;;;;
4103201000;HS10;Peaux de reptiles brutes - Espèce 1;Raw reptile skins - Species 1;Industrie;;10.0;;;15.0;=;25.0
4103202000;HS10;Peaux de reptiles brutes - Espèce 2;Raw reptile skins - Species 2;Industrie;;10.0;;;15.0;=;25.0
4103209000;HS10;Peaux de reptiles brutes - Autre espèce;Raw reptile skins - Other species;Industrie;;10.0;;;15.0;=;25.0
410330;HS6;De porcins;Hides and skins;;;;;;;;
4103301000;HS10;De porcins - Type 1;Hides and skins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4103302000;HS10;De porcins - Type 2;Hides and skins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4103309000;HS10;De porcins - Autre;Hides and skins - Other;Industrie;;10.0;;;15.0;=;25.0
410390;HS6;Autres peaux brutes;Other raw hides;;;;;;;;
4103901000;HS10;Autres peaux brutes - Espèce 1;Other raw hides - Species 1;Industrie;;10.0;;;15.0;=;25.0
4103902000;HS10;Autres peaux brutes - Espèce 2;Other raw hides - Species 2;Industrie;;10.0;;;15.0;=;25.0
4103909000;HS10;Autres peaux brutes - Autre espèce;Other raw hides - Other species;Industrie;;10.0;;;15.0;=;25.0
4104;RANGEE 04;Tanned or crust hides and skins of bovine (including buffalo) or equine animals, without hair on, whether or not split, but not further prepared;;;;;;;;;
410411;HS6;Cuirs de bovins pleine fleur;Full grain bovine leather;;;;;;;;
4104111000;HS10;Cuirs de bovins pleine fleur - Type 1;Full grain bovine leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4104112000;HS10;Cuirs de bovins pleine fleur - Type 2;Full grain bovine leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4104119000;HS10;Cuirs de bovins pleine fleur - Autre;Full grain bovine leather - Other;Industrie;;10.0;;;15.0;=;25.0
410419;HS6;Autres cuirs de bovins;Other bovine leather;;;;;;;;
4104191000;HS10;Autres cuirs de bovins - Type 1;Other bovine leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4104192000;HS10;Autres cuirs de bovins - Type 2;Other bovine leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4104199000;HS10;Autres cuirs de bovins - Autre;Other bovine leather - Other;Industrie;;10.0;;;15.0;=;25.0
410441;HS6;Pleine fleur;côtés fleur;;;;;;;;
4104411000;HS10;Pleine fleur - Type 1;côtés fleur - Type 1;Industrie;;10.0;;;15.0;=;25.0
4104412000;HS10;Pleine fleur - Type 2;côtés fleur - Type 2;Industrie;;10.0;;;15.0;=;25.0
4104419000;HS10;Pleine fleur - Autre;côtés fleur - Other;Industrie;;10.0;;;15.0;=;25.0
410449;HS6;Autres;Tanned or crust hides and skins;;;;;;;;
4104491000;HS10;Autres - Type 1;Tanned or crust hides and skins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4104492000;HS10;Autres - Type 2;Tanned or crust hides and skins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4104499000;HS10;Autres - Autre;Tanned or crust hides and skins - Other;Industrie;;10.0;;;15.0;=;25.0
4105;RANGEE 05;Tanned or crust skins of sheep and lambs, without wool on, whether or not split, but not further prepared;;;;;;;;;
410510;HS6;Peaux tannées d'ovins sans laine;Tanned sheepskins without wool;;;;;;;;
4105101000;HS10;Peaux tannées d'ovins sans laine - Type 1;Tanned sheepskins without wool - Type 1;Industrie;;10.0;;;15.0;=;25.0
4105102000;HS10;Peaux tannées d'ovins sans laine - Type 2;Tanned sheepskins without wool - Type 2;Industrie;;10.0;;;15.0;=;25.0
4105109000;HS10;Peaux tannées d'ovins sans laine - Autre;Tanned sheepskins without wool - Other;Industrie;;10.0;;;15.0;=;25.0
410530;HS6;A l'état sec (en croûte);Tanned or crust skins;;;;;;;;
4105301000;HS10;A l'état sec (en croûte) - Type 1;Tanned or crust skins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4105302000;HS10;A l'état sec (en croûte) - Type 2;Tanned or crust skins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4105309000;HS10;A l'état sec (en croûte) - Autre;Tanned or crust skins - Other;Industrie;;10.0;;;15.0;=;25.0
4106;RANGEE 06;Tanned or crust hides and skins of other animals, without wool or hair on, whether or not split, but not further prepared;;;;;;;;;
410621;HS6;Cuirs de caprins à l'état humide;Wet goat leather;;;;;;;;
4106211000;HS10;Cuirs de caprins à l'état humide - Type 1;Wet goat leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4106212000;HS10;Cuirs de caprins à l'état humide - Type 2;Wet goat leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4106219000;HS10;Cuirs de caprins à l'état humide - Autre;Wet goat leather - Other;Industrie;;10.0;;;15.0;=;25.0
410622;HS6;A l'état sec (en croûte);Tanned or crust hides and skins;;;;;;;;
4106221000;HS10;A l'état sec (en croûte) - Type 1;Tanned or crust hides and skins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4106222000;HS10;A l'état sec (en croûte) - Type 2;Tanned or crust hides and skins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4106229000;HS10;A l'état sec (en croûte) - Autre;Tanned or crust hides and skins - Other;Industrie;;10.0;;;15.0;=;25.0
410631;HS6;A l'état humide (y compris wet-blue);Tanned or crust hides and skins;;;;;;;;
4106311000;HS10;A l'état humide (y compris wet-blue) - Type 1;Tanned or crust hides and skins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4106312000;HS10;A l'état humide (y compris wet-blue) - Type 2;Tanned or crust hides and skins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4106319000;HS10;A l'état humide (y compris wet-blue) - Autre;Tanned or crust hides and skins - Other;Industrie;;10.0;;;15.0;=;25.0
410632;HS6;A l'état sec (en croûte);Tanned or crust hides and skins;;;;;;;;
4106321000;HS10;A l'état sec (en croûte) - Type 1;Tanned or crust hides and skins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4106322000;HS10;A l'état sec (en croûte) - Type 2;Tanned or crust hides and skins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4106329000;HS10;A l'état sec (en croûte) - Autre;Tanned or crust hides and skins - Other;Industrie;;10.0;;;15.0;=;25.0
410640;HS6;De reptiles;Tanned or crust hides and skins;;;;;;;;
4106401000;HS10;De reptiles - Type 1;Tanned or crust hides and skins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4106402000;HS10;De reptiles - Type 2;Tanned or crust hides and skins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4106409000;HS10;De reptiles - Autre;Tanned or crust hides and skins - Other;Industrie;;10.0;;;15.0;=;25.0
410691;HS6;A l'état humide (y compris wet-blue);Tanned or crust hides and skins;;;;;;;;
4106911000;HS10;A l'état humide (y compris wet-blue) - Type 1;Tanned or crust hides and skins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4106912000;HS10;A l'état humide (y compris wet-blue) - Type 2;Tanned or crust hides and skins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4106919000;HS10;A l'état humide (y compris wet-blue) - Autre;Tanned or crust hides and skins - Other;Industrie;;10.0;;;15.0;=;25.0
410692;HS6;A l'état sec (en croûte);Tanned or crust hides and skins;;;;;;;;
4106921000;HS10;A l'état sec (en croûte) - Type 1;Tanned or crust hides and skins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4106922000;HS10;A l'état sec (en croûte) - Type 2;Tanned or crust hides and skins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4106929000;HS10;A l'état sec (en croûte) - Autre;Tanned or crust hides and skins - Other;Industrie;;10.0;;;15.0;=;25.0
4107;RANGEE 07;Leather further prepared after tanning or crusting, including parchment-dressed leather, of bovine (including buffalo) or equine animals, without hair on, whether or not split, other than leather of heading 41.14;;;;;;;;;
410711;HS6;Cuirs préparés de porcs pleine fleur;Full grain pig leather;;;;;;;;
4107111000;HS10;Cuirs préparés de porcs pleine fleur - Type 1;Full grain pig leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4107112000;HS10;Cuirs préparés de porcs pleine fleur - Type 2;Full grain pig leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4107119000;HS10;Cuirs préparés de porcs pleine fleur - Autre;Full grain pig leather - Other;Industrie;;10.0;;;15.0;=;25.0
410712;HS6;Côtés fleur;Leather;;;;;;;;
4107121000;HS10;Côtés fleur - Type 1;Leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4107122000;HS10;Côtés fleur - Type 2;Leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4107129000;HS10;Côtés fleur - Autre;Leather - Other;Industrie;;10.0;;;15.0;=;25.0
410719;HS6;Autres;Leather;;;;;;;;
4107191000;HS10;Autres - Type 1;Leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4107192000;HS10;Autres - Type 2;Leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4107199000;HS10;Autres - Autre;Leather - Other;Industrie;;10.0;;;15.0;=;25.0
410791;HS6;Cuirs d'autres animaux pleine fleur;Other animal leather full grain;;;;;;;;
4107911000;HS10;Cuirs d'autres animaux pleine fleur - Espèce 1;Other animal leather full grain - Species 1;Industrie;;10.0;;;15.0;=;25.0
4107912000;HS10;Cuirs d'autres animaux pleine fleur - Espèce 2;Other animal leather full grain - Species 2;Industrie;;10.0;;;15.0;=;25.0
4107919000;HS10;Cuirs d'autres animaux pleine fleur - Autre espèce;Other animal leather full grain - Other species;Industrie;;10.0;;;15.0;=;25.0
410792;HS6;Côtés fleur;Leather;;;;;;;;
4107921000;HS10;Côtés fleur - Type 1;Leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4107922000;HS10;Côtés fleur - Type 2;Leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4107929000;HS10;Côtés fleur - Autre;Leather - Other;Industrie;;10.0;;;15.0;=;25.0
410799;HS6;Autres cuirs préparés;Other prepared leather;;;;;;;;
4107991000;HS10;Autres cuirs préparés - Espèce 1;Other prepared leather - Species 1;Industrie;;10.0;;;15.0;=;25.0
4107992000;HS10;Autres cuirs préparés - Espèce 2;Other prepared leather - Species 2;Industrie;;10.0;;;15.0;=;25.0
4107999000;HS10;Autres cuirs préparés - Autre espèce;Other prepared leather - Other species;Industrie;;10.0;;;15.0;=;25.0
4112;RANGEE 12;Leather further prepared after tanning or crusting, including parchment dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14;;;;;;;;;
411200;HS6;Cuirs de bovins préparés (chamoisés);Prepared bovine leather (chamois);;;;;;;;
4112001000;HS10;Cuirs de bovins préparés (chamoisés) - Type 1;Prepared bovine leather (chamois) - Type 1;Industrie;;10.0;;;15.0;=;25.0
4112002000;HS10;Cuirs de bovins préparés (chamoisés) - Type 2;Prepared bovine leather (chamois) - Type 2;Industrie;;10.0;;;15.0;=;25.0
4112009000;HS10;Cuirs de bovins préparés (chamoisés) - Autre;Prepared bovine leather (chamois) - Other;Industrie;;10.0;;;15.0;=;25.0
4113;RANGEE 13;Leather further prepared after tanning or crusting, including parchment-dressed leather, of animals (other than ovine), without wool or hair on, whether or not split, other than leather of heading 41.14;;;;;;;;;
411310;HS6;Cuirs de caprins préparés;Prepared goat leather;;;;;;;;
4113101000;HS10;Cuirs de caprins préparés - Type 1;Prepared goat leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4113102000;HS10;Cuirs de caprins préparés - Type 2;Prepared goat leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4113109000;HS10;Cuirs de caprins préparés - Autre;Prepared goat leather - Other;Industrie;;10.0;;;15.0;=;25.0
411320;HS6;De porcins;Leather;;;;;;;;
4113201000;HS10;De porcins - Type 1;Leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4113202000;HS10;De porcins - Type 2;Leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4113209000;HS10;De porcins - Autre;Leather - Other;Industrie;;10.0;;;15.0;=;25.0
411330;HS6;De reptiles;Leather;;;;;;;;
4113301000;HS10;De reptiles - Type 1;Leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4113302000;HS10;De reptiles - Type 2;Leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4113309000;HS10;De reptiles - Autre;Leather - Other;Industrie;;10.0;;;15.0;=;25.0
411390;HS6;Autres;Leather;;;;;;;;
4113901000;HS10;Autres - Type 1;Leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4113902000;HS10;Autres - Type 2;Leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4113909000;HS10;Autres - Autre;Leather - Other;Industrie;;10.0;;;15.0;=;25.0
4114;RANGEE 14;"Chamois (including combination chamois) leather; patent leather and patent laminated leather; metallised leather";;;;;;;;;
411410;HS6;Cuirs et peaux chamoisés;Chamois leather;;;;;;;;
4114101000;HS10;Cuirs et peaux chamoisés - Type 1;Chamois leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4114102000;HS10;Cuirs et peaux chamoisés - Type 2;Chamois leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4114109000;HS10;Cuirs et peaux chamoisés - Autre;Chamois leather - Other;Industrie;;10.0;;;15.0;=;25.0
411420;HS6;Cuirs et peaux vernis;Patent leather;;;;;;;;
4114201000;HS10;Cuirs et peaux vernis - Type 1;Patent leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4114202000;HS10;Cuirs et peaux vernis - Type 2;Patent leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4114209000;HS10;Cuirs et peaux vernis - Autre;Patent leather - Other;Industrie;;10.0;;;15.0;=;25.0
4115;RANGEE 15;"Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, in rolls or not; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour";;;;;;;;;
411510;HS6;Cuirs reconstitués;Composition leather;;;;;;;;
4115101000;HS10;Cuirs reconstitués - Type 1;Composition leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4115102000;HS10;Cuirs reconstitués - Type 2;Composition leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4115109000;HS10;Cuirs reconstitués - Autre;Composition leather - Other;Industrie;;10.0;;;15.0;=;25.0
411520;HS6;Rognures de cuir;Leather parings;;;;;;;;
411520;HS6-DIRECT;Rognures de cuir;Leather parings;Industrie;;10.0;;;15.0;=;25.0
CHAPITRE 42;CHAPITRE;Ouvrages en cuir;;;;;;;;;
4201;RANGEE 01;Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like) of any material;;;;;;;;;
420100;HS6;Articles de sellerie et de bourrellerie;Saddlery and harness;;;;;;;;
4201001000;HS10;Articles de sellerie et de bourrellerie - Type 1;Saddlery and harness - Type 1;Industrie;;10.0;;;15.0;910 Déclaration d'Importation du Produit;25.0
4201002000;HS10;Articles de sellerie et de bourrellerie - Type 2;Saddlery and harness - Type 2;Industrie;;10.0;;;15.0;=;25.0
4201009000;HS10;Articles de sellerie et de bourrellerie - Autre;Saddlery and harness - Other;Industrie;;10.0;;;15.0;=;25.0
4202;RANGEE 02;"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard";;;;;;;;;
420211;HS6;Malles et valises à surface extérieure en cuir;Trunks and suitcases with outer surface of leather;;;;;;;;
4202111000;HS10;Malles et valises à surface extérieure en cuir - Grade 1 / Premium;Trunks and suitcases with outer surface of leather - Grade 1 / Premium;Industrie;;10.0;;;15.0;=;25.0
4202112000;HS10;Malles et valises à surface extérieure en cuir - Grade 2 / Standard;Trunks and suitcases with outer surface of leather - Grade 2 / Standard;Industrie;;10.0;;;15.0;=;25.0
4202119000;HS10;Malles et valises à surface extérieure en cuir - Autre;Trunks and suitcases with outer surface of leather - Other;Industrie;;10.0;;;15.0;=;25.0
420212;HS6;Malles et valises à surface extérieure en plastique;Trunks and suitcases with outer surface of plastics;;;;;;;;
420212;HS6-DIRECT;Malles et valises à surface extérieure en plastique;Trunks and suitcases with outer surface of plastics;Industrie;;10.0;;;15.0;=;25.0
420219;HS6;Autres malles et valises;Other trunks and suitcases;;;;;;;;
420219;HS6-DIRECT;Autres malles et valises;Other trunks and suitcases;Industrie;;10.0;;;15.0;=;25.0
420221;HS6;Sacs à main à surface extérieure en cuir;Handbags with outer surface of leather;;;;;;;;
4202211000;HS10;Sacs à main à surface extérieure en cuir - Grade 1 / Premium;Handbags with outer surface of leather - Grade 1 / Premium;Industrie;;10.0;;;15.0;=;25.0
4202212000;HS10;Sacs à main à surface extérieure en cuir - Grade 2 / Standard;Handbags with outer surface of leather - Grade 2 / Standard;Industrie;;10.0;;;15.0;=;25.0
4202219000;HS10;Sacs à main à surface extérieure en cuir - Autre;Handbags with outer surface of leather - Other;Industrie;;10.0;;;15.0;=;25.0
420222;HS6;Sacs à main à surface extérieure en feuilles de plastique;Handbags with outer surface of plastic sheeting;;;;;;;;
420222;HS6-DIRECT;Sacs à main à surface extérieure en feuilles de plastique;Handbags with outer surface of plastic sheeting;Industrie;;10.0;;;15.0;=;25.0
420229;HS6;Autres sacs à main;Other handbags;;;;;;;;
420229;HS6-DIRECT;Autres sacs à main;Other handbags;Industrie;;10.0;;;15.0;=;25.0
420231;HS6;Articles de poche à surface extérieure en cuir;Articles carried in pocket with outer surface of leather;;;;;;;;
4202311000;HS10;Articles de poche à surface extérieure en cuir - Type 1;Articles carried in pocket with outer surface of leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4202312000;HS10;Articles de poche à surface extérieure en cuir - Type 2;Articles carried in pocket with outer surface of leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4202319000;HS10;Articles de poche à surface extérieure en cuir - Autre;Articles carried in pocket with outer surface of leather - Other;Industrie;;10.0;;;15.0;=;25.0
420232;HS6;Articles de poche à surface extérieure en plastique;Articles carried in pocket with outer surface of plastics;;;;;;;;
420232;HS6-DIRECT;Articles de poche à surface extérieure en plastique;Articles carried in pocket with outer surface of plastics;Industrie;;10.0;;;15.0;=;25.0
420239;HS6;Autres articles de poche;Other articles carried in pocket;;;;;;;;
420239;HS6-DIRECT;Autres articles de poche;Other articles carried in pocket;Industrie;;10.0;;;15.0;=;25.0
420291;HS6;Autres contenants à surface extérieure en cuir;Other containers with outer surface of leather;;;;;;;;
420291;HS6-DIRECT;Autres contenants à surface extérieure en cuir;Other containers with outer surface of leather;Industrie;;10.0;;;15.0;=;25.0
420292;HS6;Autres contenants à surface extérieure en plastique;Other containers with outer surface of plastics;;;;;;;;
420292;HS6-DIRECT;Autres contenants à surface extérieure en plastique;Other containers with outer surface of plastics;Industrie;;10.0;;;15.0;=;25.0
420299;HS6;Autres contenants;Other containers;;;;;;;;
420299;HS6-DIRECT;Autres contenants;Other containers;Industrie;;10.0;;;15.0;=;25.0
4203;RANGEE 03;Articles of apparel and clothing accessories, of leather or of composition leather;;;;;;;;;
420310;HS6;Vêtements en cuir naturel ou reconstitué;Articles of apparel of leather or of composition leather;;;;;;;;
4203101000;HS10;Vêtements en cuir naturel ou reconstitué - Type 1;Articles of apparel of leather or of composition leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4203102000;HS10;Vêtements en cuir naturel ou reconstitué - Type 2;Articles of apparel of leather or of composition leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4203109000;HS10;Vêtements en cuir naturel ou reconstitué - Autre;Articles of apparel of leather or of composition leather - Other;Industrie;;10.0;;;15.0;=;25.0
420321;HS6;Gants de sport en cuir;Sports gloves of leather;;;;;;;;
420321;HS6-DIRECT;Gants de sport en cuir;Sports gloves of leather;Industrie;;10.0;;;15.0;=;25.0
420329;HS6;Autres gants en cuir;Other gloves of leather;;;;;;;;
420329;HS6-DIRECT;Autres gants en cuir;Other gloves of leather;Industrie;;10.0;;;15.0;=;25.0
420330;HS6;Ceintures et baudriers en cuir;Belts and bandoliers of leather;;;;;;;;
4203301000;HS10;Ceintures et baudriers en cuir - Type 1;Belts and bandoliers of leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4203302000;HS10;Ceintures et baudriers en cuir - Type 2;Belts and bandoliers of leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4203309000;HS10;Ceintures et baudriers en cuir - Autre;Belts and bandoliers of leather - Other;Industrie;;10.0;;;15.0;=;25.0
420340;HS6;Autres accessoires du vêtement en cuir;Other clothing accessories of leather;;;;;;;;
420340;HS6-DIRECT;Autres accessoires du vêtement en cuir;Other clothing accessories of leather;Industrie;;10.0;;;15.0;=;25.0
4204;RANGEE 04;;;;;;;;;;
420400;HS6;Articles en cuir pour usages techniques;Articles of leather for technical uses;;;;;;;;
4204000010;HS10;Articles en cuir pour usages techniques - Usage spécifique;Articles of leather for technical uses - Specific use;Industrie;;10.0;;;15.0;=;25.0
4204000090;HS10;Articles en cuir pour usages techniques - Autre usage;Articles of leather for technical uses - Other use;Industrie;;10.0;;;15.0;=;25.0
4205;RANGEE 05;Leather or composition leather articles n.e.c. in chapter 42;;;;;;;;;
420500;HS6;Autres ouvrages en cuir naturel ou reconstitué;Other articles of leather or of composition leather;;;;;;;;
4205001000;HS10;Autres ouvrages en cuir naturel ou reconstitué - Type 1;Other articles of leather or of composition leather - Type 1;Industrie;;10.0;;;15.0;=;25.0
4205002000;HS10;Autres ouvrages en cuir naturel ou reconstitué - Type 2;Other articles of leather or of composition leather - Type 2;Industrie;;10.0;;;15.0;=;25.0
4205009000;HS10;Autres ouvrages en cuir naturel ou reconstitué - Autre;Other articles of leather or of composition leather - Other;Industrie;;10.0;;;15.0;=;25.0
4206;RANGEE 06;Articles of gut (other than silk-worm gut), of goldbeater's skin, of bladders or of tendons;;;;;;;;;
420600;HS6;Ouvrages en boyaux, baudruches, vessies ou tendons;Articles of gut, goldbeater's skin, bladders or tendons;;;;;;;;
420600;HS6-DIRECT;Ouvrages en boyaux, baudruches, vessies ou tendons;Articles of gut, goldbeater's skin, bladders or tendons;Industrie;;10.0;;;15.0;=;25.0
CHAPITRE 43;CHAPITRE;Pelleteries et fourrures;;;;;;;;;
4301;RANGEE 01;Raw furskins (including heads, tails, paws, other pieces or cuttings, suitable for furriers' use), excluding raw hides and skins of heading no. 4101, 4102 or 4103;;;;;;;;;
430110;HS6;Pelleteries brutes de visons;Raw furskins of mink;;;;;;;;
430110;HS6-DIRECT;Pelleteries brutes de visons;Raw furskins of mink;Industrie;;10.0;;;15.0;910 Déclaration d'Importation du Produit;25.0
430130;HS6;Pelleteries brutes d'agneaux astrakan, breitschwanz, karakul;Raw furskins of lamb, Astrakhan, Broadtail, Caracul;;;;;;;;
430130;HS6-DIRECT;Pelleteries brutes d'agneaux astrakan, breitschwanz, karakul;Raw furskins of lamb, Astrakhan, Broadtail, Caracul;Industrie;;10.0;;;15.0;=;25.0
430160;HS6;Pelleteries brutes de renards;Raw furskins of fox;;;;;;;;
430160;HS6-DIRECT;Pelleteries brutes de renards;Raw furskins of fox;Industrie;;10.0;;;15.0;=;25.0
430180;HS6;Autres pelleteries brutes;Other raw furskins;;;;;;;;
4301801000;HS10;Autres pelleteries brutes - Type 1;Other raw furskins - Type 1;Industrie;;10.0;;;15.0;=;25.0
4301802000;HS10;Autres pelleteries brutes - Type 2;Other raw furskins - Type 2;Industrie;;10.0;;;15.0;=;25.0
4301809000;HS10;Autres pelleteries brutes - Autre;Other raw furskins - Other;Industrie;;10.0;;;15.0;=;25.0
430190;HS6;Têtes, queues, pattes et autres morceaux de pelleteries;Heads, tails, paws and other pieces of raw furskins;;;;;;;;
430190;HS6-DIRECT;Têtes, queues, pattes et autres morceaux de pelleteries;Heads, tails, paws and other pieces of raw furskins;Industrie;;10.0;;;15.0;=;25.0
