Code;Niveau;Chapitre;Description_FR;Description_EN;Categorie;Unite;DD_Taux_%;TVA_%;Autres_Taxes_%;Taxes_Detail;Formalites_Administratives;Total_Import_Taxes_%
8102101000;HS10;81;Poudres - Type 1;Molybdenum - Type 1;;;10.0;;;;;
8102102000;HS10;81;Poudres - Type 2;Molybdenum - Type 2;;;10.0;;;;;
8102109000;HS10;81;Poudres - Autre;Molybdenum - Other;;;10.0;;;;;
810294;HS6;81;Molybdène sous forme brute;Molybdenum;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8102941000;HS10;81;Molybdène sous forme brute - Type 1;Molybdenum - Type 1;;;10.0;;;;;
8102942000;HS10;81;Molybdène sous forme brute - Type 2;Molybdenum - Type 2;;;10.0;;;;;
8102949000;HS10;81;Molybdène sous forme brute - Autre;Molybdenum - Other;;;10.0;;;;;
810295;HS6;81;Barres;Molybdenum;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8102951000;HS10;81;Barres - Type 1;Molybdenum - Type 1;;;10.0;;;;;
8102952000;HS10;81;Barres - Type 2;Molybdenum - Type 2;;;10.0;;;;;
8102959000;HS10;81;Barres - Autre;Molybdenum - Other;;;10.0;;;;;
810296;HS6;81;Fils;Molybdenum;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8102961000;HS10;81;Fils - Type 1;Molybdenum - Type 1;;;10.0;;;;;
8102962000;HS10;81;Fils - Type 2;Molybdenum - Type 2;;;10.0;;;;;
8102969000;HS10;81;Fils - Autre;Molybdenum - Other;;;10.0;;;;;
810297;HS6;81;Déchets et débris;Molybdenum;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8102971000;HS10;81;Déchets et débris - Type 1;Molybdenum - Type 1;;;10.0;;;;;
8102972000;HS10;81;Déchets et débris - Type 2;Molybdenum - Type 2;;;10.0;;;;;
8102979000;HS10;81;Déchets et débris - Autre;Molybdenum - Other;;;10.0;;;;;
810299;HS6;81;Autres;Molybdenum;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8102991000;HS10;81;Autres - Type 1;Molybdenum - Type 1;;;10.0;;;;;
8102992000;HS10;81;Autres - Type 2;Molybdenum - Type 2;;;10.0;;;;;
8102999000;HS10;81;Autres - Autre;Molybdenum - Other;;;10.0;;;;;
810320;HS6;81;Tantale sous forme brute;poudres;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8103201000;HS10;81;Tantale sous forme brute - Type 1;poudres - Type 1;;;10.0;;;;;
8103202000;HS10;81;Tantale sous forme brute - Type 2;poudres - Type 2;;;10.0;;;;;
8103209000;HS10;81;Tantale sous forme brute - Autre;poudres - Other;;;10.0;;;;;
810330;HS6;81;Déchets et débris;Tantalum;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8103301000;HS10;81;Déchets et débris - Type 1;Tantalum - Type 1;;;10.0;;;;;
8103302000;HS10;81;Déchets et débris - Type 2;Tantalum - Type 2;;;10.0;;;;;
8103309000;HS10;81;Déchets et débris - Autre;Tantalum - Other;;;10.0;;;;;
810391;HS6;81;Creusets;Tantalum;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8103911000;HS10;81;Creusets - Type 1;Tantalum - Type 1;;;10.0;;;;;
8103912000;HS10;81;Creusets - Type 2;Tantalum - Type 2;;;10.0;;;;;
8103919000;HS10;81;Creusets - Autre;Tantalum - Other;;;10.0;;;;;
810399;HS6;81;Autres;Tantalum;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8103991000;HS10;81;Autres - Type 1;Tantalum - Type 1;;;10.0;;;;;
8103992000;HS10;81;Autres - Type 2;Tantalum - Type 2;;;10.0;;;;;
8103999000;HS10;81;Autres - Autre;Tantalum - Other;;;10.0;;;;;
810411;HS6;81;Contenant au moins 99;Magnesium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8104111000;HS10;81;Contenant au moins 99 - Type 1;Magnesium - Type 1;;;10.0;;;;;
8104112000;HS10;81;Contenant au moins 99 - Type 2;Magnesium - Type 2;;;10.0;;;;;
8104119000;HS10;81;Contenant au moins 99 - Autre;Magnesium - Other;;;10.0;;;;;
810419;HS6;81;Autres;Magnesium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8104191000;HS10;81;Autres - Type 1;Magnesium - Type 1;;;10.0;;;;;
8104192000;HS10;81;Autres - Type 2;Magnesium - Type 2;;;10.0;;;;;
8104199000;HS10;81;Autres - Autre;Magnesium - Other;;;10.0;;;;;
810420;HS6;81;Déchets et débris;Magnesium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8104201000;HS10;81;Déchets et débris - Type 1;Magnesium - Type 1;;;10.0;;;;;
8104202000;HS10;81;Déchets et débris - Type 2;Magnesium - Type 2;;;10.0;;;;;
8104209000;HS10;81;Déchets et débris - Autre;Magnesium - Other;;;10.0;;;;;
810430;HS6;81;Copeaux;poudres;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8104301000;HS10;81;Copeaux - Type 1;poudres - Type 1;;;10.0;;;;;
8104302000;HS10;81;Copeaux - Type 2;poudres - Type 2;;;10.0;;;;;
8104309000;HS10;81;Copeaux - Autre;poudres - Other;;;10.0;;;;;
810490;HS6;81;Autres;Magnesium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8104901000;HS10;81;Autres - Type 1;Magnesium - Type 1;;;10.0;;;;;
8104902000;HS10;81;Autres - Type 2;Magnesium - Type 2;;;10.0;;;;;
8104909000;HS10;81;Autres - Autre;Magnesium - Other;;;10.0;;;;;
810520;HS6;81;Mattes de cobalt et autres produits intermédiaires de la métallurgie du cobalt;cobalt sous forme brute;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8105201000;HS10;81;Mattes de cobalt et autres produits intermédiaires de la métallurgie du cobalt - Type 1;cobalt sous forme brute - Type 1;;;10.0;;;;;
8105202000;HS10;81;Mattes de cobalt et autres produits intermédiaires de la métallurgie du cobalt - Type 2;cobalt sous forme brute - Type 2;;;10.0;;;;;
8105209000;HS10;81;Mattes de cobalt et autres produits intermédiaires de la métallurgie du cobalt - Autre;cobalt sous forme brute - Other;;;10.0;;;;;
810530;HS6;81;Déchets et débris;Cobalt;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8105301000;HS10;81;Déchets et débris - Type 1;Cobalt - Type 1;;;10.0;;;;;
8105302000;HS10;81;Déchets et débris - Type 2;Cobalt - Type 2;;;10.0;;;;;
8105309000;HS10;81;Déchets et débris - Autre;Cobalt - Other;;;10.0;;;;;
810590;HS6;81;Autres;Cobalt;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8105901000;HS10;81;Autres - Type 1;Cobalt - Type 1;;;10.0;;;;;
8105902000;HS10;81;Autres - Type 2;Cobalt - Type 2;;;10.0;;;;;
8105909000;HS10;81;Autres - Autre;Cobalt - Other;;;10.0;;;;;
810610;HS6;81;Contenant plus de 99;Bismuth;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8106101000;HS10;81;Contenant plus de 99 - Type 1;Bismuth - Type 1;;;10.0;;;;;
8106102000;HS10;81;Contenant plus de 99 - Type 2;Bismuth - Type 2;;;10.0;;;;;
8106109000;HS10;81;Contenant plus de 99 - Autre;Bismuth - Other;;;10.0;;;;;
810690;HS6;81;Autres;Bismuth;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8106901000;HS10;81;Autres - Type 1;Bismuth - Type 1;;;10.0;;;;;
8106902000;HS10;81;Autres - Type 2;Bismuth - Type 2;;;10.0;;;;;
8106909000;HS10;81;Autres - Autre;Bismuth - Other;;;10.0;;;;;
810820;HS6;81;Titane sous forme brute;poudres;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8108201000;HS10;81;Titane sous forme brute - Type 1;poudres - Type 1;;;10.0;;;;;
8108202000;HS10;81;Titane sous forme brute - Type 2;poudres - Type 2;;;10.0;;;;;
8108209000;HS10;81;Titane sous forme brute - Autre;poudres - Other;;;10.0;;;;;
810830;HS6;81;Déchets et débris;Titanium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8108301000;HS10;81;Déchets et débris - Type 1;Titanium - Type 1;;;10.0;;;;;
8108302000;HS10;81;Déchets et débris - Type 2;Titanium - Type 2;;;10.0;;;;;
8108309000;HS10;81;Déchets et débris - Autre;Titanium - Other;;;10.0;;;;;
810890;HS6;81;Autres;Titanium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8108901000;HS10;81;Autres - Type 1;Titanium - Type 1;;;10.0;;;;;
8108902000;HS10;81;Autres - Type 2;Titanium - Type 2;;;10.0;;;;;
8108909000;HS10;81;Autres - Autre;Titanium - Other;;;10.0;;;;;
810921;HS6;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium;Zirconium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8109211000;HS10;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 1;Zirconium - Type 1;;;10.0;;;;;
8109212000;HS10;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 2;Zirconium - Type 2;;;10.0;;;;;
8109219000;HS10;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Autre;Zirconium - Other;;;10.0;;;;;
810929;HS6;81;Autres;Zirconium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8109291000;HS10;81;Autres - Type 1;Zirconium - Type 1;;;10.0;;;;;
8109292000;HS10;81;Autres - Type 2;Zirconium - Type 2;;;10.0;;;;;
8109299000;HS10;81;Autres - Autre;Zirconium - Other;;;10.0;;;;;
810931;HS6;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium;Zirconium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8109311000;HS10;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 1;Zirconium - Type 1;;;10.0;;;;;
8109312000;HS10;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 2;Zirconium - Type 2;;;10.0;;;;;
8109319000;HS10;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Autre;Zirconium - Other;;;10.0;;;;;
810939;HS6;81;Autres;Zirconium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8109391000;HS10;81;Autres - Type 1;Zirconium - Type 1;;;10.0;;;;;
8109392000;HS10;81;Autres - Type 2;Zirconium - Type 2;;;10.0;;;;;
8109399000;HS10;81;Autres - Autre;Zirconium - Other;;;10.0;;;;;
810991;HS6;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium;Zirconium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8109911000;HS10;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 1;Zirconium - Type 1;;;10.0;;;;;
8109912000;HS10;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 2;Zirconium - Type 2;;;10.0;;;;;
8109919000;HS10;81;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Autre;Zirconium - Other;;;10.0;;;;;
810999;HS6;81;Autres;Zirconium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8109991000;HS10;81;Autres - Type 1;Zirconium - Type 1;;;10.0;;;;;
8109992000;HS10;81;Autres - Type 2;Zirconium - Type 2;;;10.0;;;;;
8109999000;HS10;81;Autres - Autre;Zirconium - Other;;;10.0;;;;;
811010;HS6;81;Antimoine sous forme brute;poudres;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8110101000;HS10;81;Antimoine sous forme brute - Type 1;poudres - Type 1;;;10.0;;;;;
8110102000;HS10;81;Antimoine sous forme brute - Type 2;poudres - Type 2;;;10.0;;;;;
8110109000;HS10;81;Antimoine sous forme brute - Autre;poudres - Other;;;10.0;;;;;
811020;HS6;81;Déchets et débris;Antimony;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8110201000;HS10;81;Déchets et débris - Type 1;Antimony - Type 1;;;10.0;;;;;
8110202000;HS10;81;Déchets et débris - Type 2;Antimony - Type 2;;;10.0;;;;;
8110209000;HS10;81;Déchets et débris - Autre;Antimony - Other;;;10.0;;;;;
811090;HS6;81;Autres;Antimony and articles thereof;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8110901000;HS10;81;Autres - Type 1;Antimony and articles thereof - Type 1;;;10.0;;;;;
8110902000;HS10;81;Autres - Type 2;Antimony and articles thereof - Type 2;;;10.0;;;;;
8110909000;HS10;81;Autres - Autre;Antimony and articles thereof - Other;;;10.0;;;;;
811100;HS6;81;Manganèse et ouvrages en manganèse;Manganese;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8111001000;HS10;81;Manganèse et ouvrages en manganèse - Type 1;Manganese - Type 1;;;10.0;;;;;
8111002000;HS10;81;Manganèse et ouvrages en manganèse - Type 2;Manganese - Type 2;;;10.0;;;;;
8111009000;HS10;81;Manganèse et ouvrages en manganèse - Autre;Manganese - Other;;;10.0;;;;;
811212;HS6;81;Sous forme brute;poudres;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112121000;HS10;81;Sous forme brute - Type 1;poudres - Type 1;;;10.0;;;;;
8112122000;HS10;81;Sous forme brute - Type 2;poudres - Type 2;;;10.0;;;;;
8112129000;HS10;81;Sous forme brute - Autre;poudres - Other;;;10.0;;;;;
811213;HS6;81;Déchets et débris;Beryllium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112131000;HS10;81;Déchets et débris - Type 1;Beryllium - Type 1;;;10.0;;;;;
8112132000;HS10;81;Déchets et débris - Type 2;Beryllium - Type 2;;;10.0;;;;;
8112139000;HS10;81;Déchets et débris - Autre;Beryllium - Other;;;10.0;;;;;
811219;HS6;81;Autres;Beryllium and articles thereof;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112191000;HS10;81;Autres - Type 1;Beryllium and articles thereof - Type 1;;;10.0;;;;;
8112192000;HS10;81;Autres - Type 2;Beryllium and articles thereof - Type 2;;;10.0;;;;;
8112199000;HS10;81;Autres - Autre;Beryllium and articles thereof - Other;;;10.0;;;;;
811221;HS6;81;Sous forme brute;poudres;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112211000;HS10;81;Sous forme brute - Type 1;poudres - Type 1;;;10.0;;;;;
8112212000;HS10;81;Sous forme brute - Type 2;poudres - Type 2;;;10.0;;;;;
8112219000;HS10;81;Sous forme brute - Autre;poudres - Other;;;10.0;;;;;
811222;HS6;81;Déchets et débris;Chromium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112221000;HS10;81;Déchets et débris - Type 1;Chromium - Type 1;;;10.0;;;;;
8112222000;HS10;81;Déchets et débris - Type 2;Chromium - Type 2;;;10.0;;;;;
8112229000;HS10;81;Déchets et débris - Autre;Chromium - Other;;;10.0;;;;;
811229;HS6;81;Autres;Chromium and articles thereof;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112291000;HS10;81;Autres - Type 1;Chromium and articles thereof - Type 1;;;10.0;;;;;
8112292000;HS10;81;Autres - Type 2;Chromium and articles thereof - Type 2;;;10.0;;;;;
8112299000;HS10;81;Autres - Autre;Chromium and articles thereof - Other;;;10.0;;;;;
811231;HS6;81;Sous forme brute;déchets et débris;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112311000;HS10;81;Sous forme brute - Type 1;déchets et débris - Type 1;;;10.0;;;;;
8112312000;HS10;81;Sous forme brute - Type 2;déchets et débris - Type 2;;;10.0;;;;;
8112319000;HS10;81;Sous forme brute - Autre;déchets et débris - Other;;;10.0;;;;;
811239;HS6;81;Autres;Hafnium and articles thereof;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112391000;HS10;81;Autres - Type 1;Hafnium and articles thereof - Type 1;;;10.0;;;;;
8112392000;HS10;81;Autres - Type 2;Hafnium and articles thereof - Type 2;;;10.0;;;;;
8112399000;HS10;81;Autres - Autre;Hafnium and articles thereof - Other;;;10.0;;;;;
811241;HS6;81;Sous forme brute;déchets et débris;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112411000;HS10;81;Sous forme brute - Type 1;déchets et débris - Type 1;;;10.0;;;;;
8112412000;HS10;81;Sous forme brute - Type 2;déchets et débris - Type 2;;;10.0;;;;;
8112419000;HS10;81;Sous forme brute - Autre;déchets et débris - Other;;;10.0;;;;;
811249;HS6;81;Autres;Rhenium and articles thereof;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112491000;HS10;81;Autres - Type 1;Rhenium and articles thereof - Type 1;;;10.0;;;;;
8112492000;HS10;81;Autres - Type 2;Rhenium and articles thereof - Type 2;;;10.0;;;;;
8112499000;HS10;81;Autres - Autre;Rhenium and articles thereof - Other;;;10.0;;;;;
811251;HS6;81;Sous forme brute;poudres;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112511000;HS10;81;Sous forme brute - Type 1;poudres - Type 1;;;10.0;;;;;
8112512000;HS10;81;Sous forme brute - Type 2;poudres - Type 2;;;10.0;;;;;
8112519000;HS10;81;Sous forme brute - Autre;poudres - Other;;;10.0;;;;;
811252;HS6;81;Déchets et débris;Thallium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112521000;HS10;81;Déchets et débris - Type 1;Thallium - Type 1;;;10.0;;;;;
8112522000;HS10;81;Déchets et débris - Type 2;Thallium - Type 2;;;10.0;;;;;
8112529000;HS10;81;Déchets et débris - Autre;Thallium - Other;;;10.0;;;;;
811259;HS6;81;Autres;Thallium and articles thereof;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112591000;HS10;81;Autres - Type 1;Thallium and articles thereof - Type 1;;;10.0;;;;;
8112592000;HS10;81;Autres - Type 2;Thallium and articles thereof - Type 2;;;10.0;;;;;
8112599000;HS10;81;Autres - Autre;Thallium and articles thereof - Other;;;10.0;;;;;
811261;HS6;81;Déchets et débris;Cadmium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112611000;HS10;81;Déchets et débris - Type 1;Cadmium - Type 1;;;10.0;;;;;
8112612000;HS10;81;Déchets et débris - Type 2;Cadmium - Type 2;;;10.0;;;;;
8112619000;HS10;81;Déchets et débris - Autre;Cadmium - Other;;;10.0;;;;;
811269;HS6;81;Autres;Cadmium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112691000;HS10;81;Autres - Type 1;Cadmium - Type 1;;;10.0;;;;;
8112692000;HS10;81;Autres - Type 2;Cadmium - Type 2;;;10.0;;;;;
8112699000;HS10;81;Autres - Autre;Cadmium - Other;;;10.0;;;;;
811292;HS6;81;sous forme brute;déchets et débris;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112921000;HS10;81;sous forme brute - Type 1;déchets et débris - Type 1;;;10.0;;;;;
8112922000;HS10;81;sous forme brute - Type 2;déchets et débris - Type 2;;;10.0;;;;;
8112929000;HS10;81;sous forme brute - Autre;déchets et débris - Other;;;10.0;;;;;
811299;HS6;81;Autres;Gallium;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8112991000;HS10;81;Autres - Type 1;Gallium - Type 1;;;10.0;;;;;
8112992000;HS10;81;Autres - Type 2;Gallium - Type 2;;;10.0;;;;;
8112999000;HS10;81;Autres - Autre;Gallium - Other;;;10.0;;;;;
811300;HS6;81;Cermets et ouvrages en cermets;Cermets;other_metals;KG;10.0;16.0;0.0;D.D:10.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;29.5
8113001000;HS10;81;Cermets et ouvrages en cermets - Type 1;Cermets - Type 1;;;10.0;;;;;
8113002000;HS10;81;Cermets et ouvrages en cermets - Type 2;Cermets - Type 2;;;10.0;;;;;
8113009000;HS10;81;Cermets et ouvrages en cermets - Autre;Cermets - Other;;;10.0;;;;;
820110;HS6;82;Bêches et pelles;Tools;tools;KG;25.0;16.0;0.0;D.D:25.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;44.5
8201101000;HS10;82;Bêches et pelles - Type 1;Tools - Type 1;;;25.0;;;;;
8201102000;HS10;82;Bêches et pelles - Type 2;Tools - Type 2;;;25.0;;;;;
8201109000;HS10;82;Bêches et pelles - Autre;Tools - Other;;;25.0;;;;;
820130;HS6;82;Pioches;Tools;tools;KG;25.0;16.0;0.0;D.D:25.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;44.5
8201301000;HS10;82;Pioches - Type 1;Tools - Type 1;;;25.0;;;;;
8201302000;HS10;82;Pioches - Type 2;Tools - Type 2;;;25.0;;;;;
8201309000;HS10;82;Pioches - Autre;Tools - Other;;;25.0;;;;;
820140;HS6;82;Haches;Tools;tools;KG;25.0;16.0;0.0;D.D:25.0% | IDF:3.5% | T.V.A:16.0%;910 Déclaration d'Importation du Produit;44.5
8201401000;HS10;82;Haches - Type 1;Tools - Type 1;;;25.0;;;;;
8201402000;HS10;82;Haches - Type 2;Tools - Type 2;;;25.0;;;;;
8201409000;HS10;82;Haches - Autre;Tools - Other;;;25.0;;;;;
