Code;Niveau;Chapitre;Description_FR;Description_EN;Categorie;Unite;DD_Taux_%;TVA_%;Autres_Taxes_%;Taxes_Detail;Formalites_Administratives;Total_Import_Taxes_%
711031;HS6;71;Sous formes brutes ou en poudres;Metals;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7110311000;HS10;71;Sous formes brutes ou en poudres - Type 1;Metals - Type 1;;;30.0;;;;;
7110312000;HS10;71;Sous formes brutes ou en poudres - Type 2;Metals - Type 2;;;30.0;;;;;
7110319000;HS10;71;Sous formes brutes ou en poudres - Autre;Metals - Other;;;30.0;;;;;
711039;HS6;71;Autres;Metals;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7110391000;HS10;71;Autres - Type 1;Metals - Type 1;;;30.0;;;;;
7110392000;HS10;71;Autres - Type 2;Metals - Type 2;;;30.0;;;;;
7110399000;HS10;71;Autres - Autre;Metals - Other;;;30.0;;;;;
711041;HS6;71;Sous formes brutes ou en poudres;Metals;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7110411000;HS10;71;Sous formes brutes ou en poudres - Type 1;Metals - Type 1;;;30.0;;;;;
7110412000;HS10;71;Sous formes brutes ou en poudres - Type 2;Metals - Type 2;;;30.0;;;;;
7110419000;HS10;71;Sous formes brutes ou en poudres - Autre;Metals - Other;;;30.0;;;;;
711049;HS6;71;Autres;Metals;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7110491000;HS10;71;Autres - Type 1;Metals - Type 1;;;30.0;;;;;
7110492000;HS10;71;Autres - Type 2;Metals - Type 2;;;30.0;;;;;
7110499000;HS10;71;Autres - Autre;Metals - Other;;;30.0;;;;;
711100;HS6;71;Plaqué ou doublé de platine sur métaux communs;Base metals;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7111001000;HS10;71;Plaqué ou doublé de platine sur métaux communs - Type 1;Base metals - Type 1;;;30.0;;;;;
7111002000;HS10;71;Plaqué ou doublé de platine sur métaux communs - Type 2;Base metals - Type 2;;;30.0;;;;;
7111009000;HS10;71;Plaqué ou doublé de platine sur métaux communs - Autre;Base metals - Other;;;30.0;;;;;
711230;HS6;71;Cendres contenant des métaux précieux ou des composés de métaux précieux;Waste and scrap of precious metal or of metal clad with precious metal;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7112301000;HS10;71;Cendres contenant des métaux précieux ou des composés de métaux précieux - Type 1;Waste and scrap of precious metal or of metal clad with precious metal - Type 1;;;30.0;;;;;
7112302000;HS10;71;Cendres contenant des métaux précieux ou des composés de métaux précieux - Type 2;Waste and scrap of precious metal or of metal clad with precious metal - Type 2;;;30.0;;;;;
7112309000;HS10;71;Cendres contenant des métaux précieux ou des composés de métaux précieux - Autre;Waste and scrap of precious metal or of metal clad with precious metal - Other;;;30.0;;;;;
711291;HS6;71;D'or;Waste and scrap of precious metals;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7112911000;HS10;71;D'or - Type 1;Waste and scrap of precious metals - Type 1;;;30.0;;;;;
7112912000;HS10;71;D'or - Type 2;Waste and scrap of precious metals - Type 2;;;30.0;;;;;
7112919000;HS10;71;D'or - Autre;Waste and scrap of precious metals - Other;;;30.0;;;;;
711292;HS6;71;De platine;Waste and scrap of precious metals;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7112921000;HS10;71;De platine - Type 1;Waste and scrap of precious metals - Type 1;;;30.0;;;;;
7112922000;HS10;71;De platine - Type 2;Waste and scrap of precious metals - Type 2;;;30.0;;;;;
7112929000;HS10;71;De platine - Autre;Waste and scrap of precious metals - Other;;;30.0;;;;;
711299;HS6;71;Autres;Waste and scrap of precious metals;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7112991000;HS10;71;Autres - Type 1;Waste and scrap of precious metals - Type 1;;;30.0;;;;;
7112992000;HS10;71;Autres - Type 2;Waste and scrap of precious metals - Type 2;;;30.0;;;;;
7112999000;HS10;71;Autres - Autre;Waste and scrap of precious metals - Other;;;30.0;;;;;
711311;HS6;71;En argent;Jewellery;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7113111000;HS10;71;En argent - Type 1;Jewellery - Type 1;;;30.0;;;;;
7113112000;HS10;71;En argent - Type 2;Jewellery - Type 2;;;30.0;;;;;
7113119000;HS10;71;En argent - Autre;Jewellery - Other;;;30.0;;;;;
711319;HS6;71;En autres métaux précieux;Jewellery;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7113191000;HS10;71;En autres métaux précieux - Type 1;Jewellery - Type 1;;;30.0;;;;;
7113192000;HS10;71;En autres métaux précieux - Type 2;Jewellery - Type 2;;;30.0;;;;;
7113199000;HS10;71;En autres métaux précieux - Autre;Jewellery - Other;;;30.0;;;;;
711320;HS6;71;En plaqués ou doublés de métaux précieux sur métaux communs;Jewellery;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7113201000;HS10;71;En plaqués ou doublés de métaux précieux sur métaux communs - Type 1;Jewellery - Type 1;;;30.0;;;;;
7113202000;HS10;71;En plaqués ou doublés de métaux précieux sur métaux communs - Type 2;Jewellery - Type 2;;;30.0;;;;;
7113209000;HS10;71;En plaqués ou doublés de métaux précieux sur métaux communs - Autre;Jewellery - Other;;;30.0;;;;;
711411;HS6;71;En argent;Silversmiths' wares;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7114111000;HS10;71;En argent - Type 1;Silversmiths' wares - Type 1;;;30.0;;;;;
7114112000;HS10;71;En argent - Type 2;Silversmiths' wares - Type 2;;;30.0;;;;;
7114119000;HS10;71;En argent - Autre;Silversmiths' wares - Other;;;30.0;;;;;
711419;HS6;71;En autres métaux précieux;Goldsmiths' wares;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7114191000;HS10;71;En autres métaux précieux - Type 1;Goldsmiths' wares - Type 1;;;30.0;;;;;
7114192000;HS10;71;En autres métaux précieux - Type 2;Goldsmiths' wares - Type 2;;;30.0;;;;;
7114199000;HS10;71;En autres métaux précieux - Autre;Goldsmiths' wares - Other;;;30.0;;;;;
711420;HS6;71;En plaqués ou doublés de métaux précieux sur métaux communs;Goldsmiths' and silversmiths' wares;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7114201000;HS10;71;En plaqués ou doublés de métaux précieux sur métaux communs - Type 1;Goldsmiths' and silversmiths' wares - Type 1;;;30.0;;;;;
7114202000;HS10;71;En plaqués ou doublés de métaux précieux sur métaux communs - Type 2;Goldsmiths' and silversmiths' wares - Type 2;;;30.0;;;;;
7114209000;HS10;71;En plaqués ou doublés de métaux précieux sur métaux communs - Autre;Goldsmiths' and silversmiths' wares - Other;;;30.0;;;;;
711510;HS6;71;Catalyseurs sous formes de toiles ou de treillis en platine;Metal;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7115101000;HS10;71;Catalyseurs sous formes de toiles ou de treillis en platine - Type 1;Metal - Type 1;;;30.0;;;;;
7115102000;HS10;71;Catalyseurs sous formes de toiles ou de treillis en platine - Type 2;Metal - Type 2;;;30.0;;;;;
7115109000;HS10;71;Catalyseurs sous formes de toiles ou de treillis en platine - Autre;Metal - Other;;;30.0;;;;;
711590;HS6;71;Autres;Metal;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7115901000;HS10;71;Autres - Type 1;Metal - Type 1;;;30.0;;;;;
7115902000;HS10;71;Autres - Type 2;Metal - Type 2;;;30.0;;;;;
7115909000;HS10;71;Autres - Autre;Metal - Other;;;30.0;;;;;
711610;HS6;71;En perles fines ou de culture;Pearls;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7116101000;HS10;71;En perles fines ou de culture - Type 1;Pearls - Type 1;;;30.0;;;;;
7116102000;HS10;71;En perles fines ou de culture - Type 2;Pearls - Type 2;;;30.0;;;;;
7116109000;HS10;71;En perles fines ou de culture - Autre;Pearls - Other;;;30.0;;;;;
711620;HS6;71;En pierres gemmes ou en pierres synthétiques ou reconstituées;Stones;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7116201000;HS10;71;En pierres gemmes ou en pierres synthétiques ou reconstituées - Type 1;Stones - Type 1;;;30.0;;;;;
7116202000;HS10;71;En pierres gemmes ou en pierres synthétiques ou reconstituées - Type 2;Stones - Type 2;;;30.0;;;;;
7116209000;HS10;71;En pierres gemmes ou en pierres synthétiques ou reconstituées - Autre;Stones - Other;;;30.0;;;;;
711711;HS6;71;Boutons de manchettes et boutons similaires;Jewellery;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7117111000;HS10;71;Boutons de manchettes et boutons similaires - Type 1;Jewellery - Type 1;;;30.0;;;;;
7117112000;HS10;71;Boutons de manchettes et boutons similaires - Type 2;Jewellery - Type 2;;;30.0;;;;;
7117119000;HS10;71;Boutons de manchettes et boutons similaires - Autre;Jewellery - Other;;;30.0;;;;;
711719;HS6;71;Autres;Jewellery;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7117191000;HS10;71;Autres - Type 1;Jewellery - Type 1;;;30.0;;;;;
7117192000;HS10;71;Autres - Type 2;Jewellery - Type 2;;;30.0;;;;;
7117199000;HS10;71;Autres - Autre;Jewellery - Other;;;30.0;;;;;
711790;HS6;71;Autres;Jewellery;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7117901000;HS10;71;Autres - Type 1;Jewellery - Type 1;;;30.0;;;;;
7117902000;HS10;71;Autres - Type 2;Jewellery - Type 2;;;30.0;;;;;
7117909000;HS10;71;Autres - Autre;Jewellery - Other;;;30.0;;;;;
711810;HS6;71;Monnaies n'ayant pas cours légal;Coin (other than gold coin);jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7118101000;HS10;71;Monnaies n'ayant pas cours légal - Type 1;Coin (other than gold coin) - Type 1;;;30.0;;;;;
7118102000;HS10;71;Monnaies n'ayant pas cours légal - Type 2;Coin (other than gold coin) - Type 2;;;30.0;;;;;
7118109000;HS10;71;Monnaies n'ayant pas cours légal - Autre;Coin (other than gold coin) - Other;;;30.0;;;;;
711890;HS6;71;Autres;Coin;jewelry;KG;30.0;19.25;0.0;D.D:30.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;60.25
7118901000;HS10;71;Autres - Type 1;Coin - Type 1;;;30.0;;;;;
7118902000;HS10;71;Autres - Type 2;Coin - Type 2;;;30.0;;;;;
7118909000;HS10;71;Autres - Autre;Coin - Other;;;30.0;;;;;
720110;HS6;72;Fontes brutes non alliées;Non-alloy pig iron;steel;KG;20.0;19.25;0.0;D.D:20.0% | TCI:1.0% | CAC:10.0% | T.V.A:19.25%;910 Déclaration d'Importation du Produit;50.25
7201101000;HS10;72;Fontes brutes non alliées - Type 1;Non-alloy pig iron - Type 1;;;20.0;;;;;
7201102000;HS10;72;Fontes brutes non alliées - Type 2;Non-alloy pig iron - Type 2;;;20.0;;;;;
