Code;Niveau;Description_FR;Description_EN;DD_%;TVA_%;Autres_Taxes_%;Taxes_Detail;Formalites;Total_%
9105212000;HS10;Fonctionnant électriquement : - Type 2;Clocks - Type 2;15.0;;;;;
9105219000;HS10;Fonctionnant électriquement : - Autre;Clocks - Other;15.0;;;;;
910529;HS6;Autres :;Clocks;15.0;0.0;0.0;=;=;15.0
9105291000;HS10;Autres : - Type 1;Clocks - Type 1;15.0;;;;;
9105292000;HS10;Autres : - Type 2;Clocks - Type 2;15.0;;;;;
9105299000;HS10;Autres : - Autre;Clocks - Other;15.0;;;;;
910591;HS6;Fonctionnant électriquement :;Clocks;15.0;0.0;0.0;=;=;15.0
9105911000;HS10;Fonctionnant électriquement : - Type 1;Clocks - Type 1;15.0;;;;;
9105912000;HS10;Fonctionnant électriquement : - Type 2;Clocks - Type 2;15.0;;;;;
9105919000;HS10;Fonctionnant électriquement : - Autre;Clocks - Other;15.0;;;;;
910599;HS6;Autres :;Clocks;15.0;0.0;0.0;=;=;15.0
9105991000;HS10;Autres : - Type 1;Clocks - Type 1;15.0;;;;;
9105992000;HS10;Autres : - Type 2;Clocks - Type 2;15.0;;;;;
9105999000;HS10;Autres : - Autre;Clocks - Other;15.0;;;;;
910610;HS6;Horloge de pointage;horodateurs et horocompteurs;15.0;0.0;0.0;=;=;15.0
9106101000;HS10;Horloge de pointage - Type 1;horodateurs et horocompteurs - Type 1;15.0;;;;;
9106102000;HS10;Horloge de pointage - Type 2;horodateurs et horocompteurs - Type 2;15.0;;;;;
9106109000;HS10;Horloge de pointage - Autre;horodateurs et horocompteurs - Other;15.0;;;;;
910690;HS6;Autres :;Time recording apparatus;15.0;0.0;0.0;=;=;15.0
9106901000;HS10;Autres : - Type 1;Time recording apparatus - Type 1;15.0;;;;;
9106902000;HS10;Autres : - Type 2;Time recording apparatus - Type 2;15.0;;;;;
9106909000;HS10;Autres : - Autre;Time recording apparatus - Other;15.0;;;;;
910700;HS6;Interrupteurs horaires et autres appareils permettant de déclencher un mécanisme à temps donné;Time switches;15.0;0.0;0.0;=;=;15.0
9107001000;HS10;Interrupteurs horaires et autres appareils permettant de déclencher un mécanisme à temps donné - Type 1;Time switches - Type 1;15.0;;;;;
9107002000;HS10;Interrupteurs horaires et autres appareils permettant de déclencher un mécanisme à temps donné - Type 2;Time switches - Type 2;15.0;;;;;
9107009000;HS10;Interrupteurs horaires et autres appareils permettant de déclencher un mécanisme à temps donné - Autre;Time switches - Other;15.0;;;;;
910811;HS6;A affichage mécanique seulement ou avec un dispositif qui permette d'incorporer un affichage mécanique;Watch movements;15.0;0.0;0.0;=;=;15.0
9108111000;HS10;A affichage mécanique seulement ou avec un dispositif qui permette d'incorporer un affichage mécanique - Type 1;Watch movements - Type 1;15.0;;;;;
9108112000;HS10;A affichage mécanique seulement ou avec un dispositif qui permette d'incorporer un affichage mécanique - Type 2;Watch movements - Type 2;15.0;;;;;
9108119000;HS10;A affichage mécanique seulement ou avec un dispositif qui permette d'incorporer un affichage mécanique - Autre;Watch movements - Other;15.0;;;;;
910812;HS6;A affichage opto-électronique seulement;Watch movements;15.0;0.0;0.0;=;=;15.0
9108121000;HS10;A affichage opto-électronique seulement - Type 1;Watch movements - Type 1;15.0;;;;;
9108122000;HS10;A affichage opto-électronique seulement - Type 2;Watch movements - Type 2;15.0;;;;;
9108129000;HS10;A affichage opto-électronique seulement - Autre;Watch movements - Other;15.0;;;;;
910819;HS6;Autres;Watch movements;15.0;0.0;0.0;=;=;15.0
9108191000;HS10;Autres - Type 1;Watch movements - Type 1;15.0;;;;;
9108192000;HS10;Autres - Type 2;Watch movements - Type 2;15.0;;;;;
9108199000;HS10;Autres - Autre;Watch movements - Other;15.0;;;;;
910820;HS6;A remontage automatique;Watch movements;15.0;0.0;0.0;=;=;15.0
9108201000;HS10;A remontage automatique - Type 1;Watch movements - Type 1;15.0;;;;;
9108202000;HS10;A remontage automatique - Type 2;Watch movements - Type 2;15.0;;;;;
9108209000;HS10;A remontage automatique - Autre;Watch movements - Other;15.0;;;;;
910890;HS6;Autres;Watch movements;15.0;0.0;0.0;=;=;15.0
9108901000;HS10;Autres - Type 1;Watch movements - Type 1;15.0;;;;;
9108902000;HS10;Autres - Type 2;Watch movements - Type 2;15.0;;;;;
9108909000;HS10;Autres - Autre;Watch movements - Other;15.0;;;;;
910910;HS6;Fonctionnant électriquement;Clock movements;15.0;0.0;0.0;=;=;15.0
9109101000;HS10;Fonctionnant électriquement - Type 1;Clock movements - Type 1;15.0;;;;;
9109102000;HS10;Fonctionnant électriquement - Type 2;Clock movements - Type 2;15.0;;;;;
9109109000;HS10;Fonctionnant électriquement - Autre;Clock movements - Other;15.0;;;;;
910990;HS6;Autres;Clock movements;15.0;0.0;0.0;=;=;15.0
9109901000;HS10;Autres - Type 1;Clock movements - Type 1;15.0;;;;;
9109902000;HS10;Autres - Type 2;Clock movements - Type 2;15.0;;;;;
9109909000;HS10;Autres - Autre;Clock movements - Other;15.0;;;;;
911011;HS6;Mouvements complets;Watches;15.0;0.0;0.0;=;=;15.0
9110111000;HS10;Mouvements complets - Type 1;Watches - Type 1;15.0;;;;;
9110112000;HS10;Mouvements complets - Type 2;Watches - Type 2;15.0;;;;;
9110119000;HS10;Mouvements complets - Autre;Watches - Other;15.0;;;;;
911012;HS6;Mouvements incomplets;Watches;15.0;0.0;0.0;=;=;15.0
9110121000;HS10;Mouvements incomplets - Type 1;Watches - Type 1;15.0;;;;;
9110122000;HS10;Mouvements incomplets - Type 2;Watches - Type 2;15.0;;;;;
9110129000;HS10;Mouvements incomplets - Autre;Watches - Other;15.0;;;;;
911019;HS6;Ebauches;Watches;15.0;0.0;0.0;=;=;15.0
9110191000;HS10;Ebauches - Type 1;Watches - Type 1;15.0;;;;;
9110192000;HS10;Ebauches - Type 2;Watches - Type 2;15.0;;;;;
9110199000;HS10;Ebauches - Autre;Watches - Other;15.0;;;;;
911090;HS6;Autres;Clocks;15.0;0.0;0.0;=;=;15.0
9110901000;HS10;Autres - Type 1;Clocks - Type 1;15.0;;;;;
9110902000;HS10;Autres - Type 2;Clocks - Type 2;15.0;;;;;
9110909000;HS10;Autres - Autre;Clocks - Other;15.0;;;;;
911110;HS6;Boîtes en métaux précieux ou en plaqués ou doublés de métaux précieux;Watch cases;15.0;0.0;0.0;=;=;15.0
9111101000;HS10;Boîtes en métaux précieux ou en plaqués ou doublés de métaux précieux - Type 1;Watch cases - Type 1;15.0;;;;;
9111102000;HS10;Boîtes en métaux précieux ou en plaqués ou doublés de métaux précieux - Type 2;Watch cases - Type 2;15.0;;;;;
9111109000;HS10;Boîtes en métaux précieux ou en plaqués ou doublés de métaux précieux - Autre;Watch cases - Other;15.0;;;;;
911120;HS6;Boîtes en métaux communs;Watch cases;15.0;0.0;0.0;=;=;15.0
9111201000;HS10;Boîtes en métaux communs - Type 1;Watch cases - Type 1;15.0;;;;;
9111202000;HS10;Boîtes en métaux communs - Type 2;Watch cases - Type 2;15.0;;;;;
9111209000;HS10;Boîtes en métaux communs - Autre;Watch cases - Other;15.0;;;;;
911180;HS6;Autres boîtes;Watch cases;15.0;0.0;0.0;=;=;15.0
9111801000;HS10;Autres boîtes - Type 1;Watch cases - Type 1;15.0;;;;;
9111802000;HS10;Autres boîtes - Type 2;Watch cases - Type 2;15.0;;;;;
9111809000;HS10;Autres boîtes - Autre;Watch cases - Other;15.0;;;;;
911190;HS6;Parties;Watch cases and parts thereof;15.0;0.0;0.0;=;=;15.0
9111901000;HS10;Parties - Type 1;Watch cases and parts thereof - Type 1;15.0;;;;;
9111902000;HS10;Parties - Type 2;Watch cases and parts thereof - Type 2;15.0;;;;;
9111909000;HS10;Parties - Autre;Watch cases and parts thereof - Other;15.0;;;;;
911220;HS6;Cages et cabinets;Clock cases and similar cases for other goods of chapter 91;15.0;0.0;0.0;=;=;15.0
9112201000;HS10;Cages et cabinets - Type 1;Clock cases and similar cases for other goods of chapter 91 - Type 1;15.0;;;;;
9112202000;HS10;Cages et cabinets - Type 2;Clock cases and similar cases for other goods of chapter 91 - Type 2;15.0;;;;;
9112209000;HS10;Cages et cabinets - Autre;Clock cases and similar cases for other goods of chapter 91 - Other;15.0;;;;;
911290;HS6;Parties;Clock cases and similar cases for other goods of chapter 91;15.0;0.0;0.0;=;=;15.0
9112901000;HS10;Parties - Type 1;Clock cases and similar cases for other goods of chapter 91 - Type 1;15.0;;;;;
9112902000;HS10;Parties - Type 2;Clock cases and similar cases for other goods of chapter 91 - Type 2;15.0;;;;;
9112909000;HS10;Parties - Autre;Clock cases and similar cases for other goods of chapter 91 - Other;15.0;;;;;
911310;HS6;En métaux précieux ou en plaqués ou doublés de métaux précieux;Watch straps;15.0;0.0;0.0;=;=;15.0
9113101000;HS10;En métaux précieux ou en plaqués ou doublés de métaux précieux - Type 1;Watch straps - Type 1;15.0;;;;;
9113102000;HS10;En métaux précieux ou en plaqués ou doublés de métaux précieux - Type 2;Watch straps - Type 2;15.0;;;;;
9113109000;HS10;En métaux précieux ou en plaqués ou doublés de métaux précieux - Autre;Watch straps - Other;15.0;;;;;
911320;HS6;En métaux communs;Watch straps;15.0;0.0;0.0;=;=;15.0
9113201000;HS10;En métaux communs - Type 1;Watch straps - Type 1;15.0;;;;;
9113202000;HS10;En métaux communs - Type 2;Watch straps - Type 2;15.0;;;;;
9113209000;HS10;En métaux communs - Autre;Watch straps - Other;15.0;;;;;
911390;HS6;Autres;Watch straps;15.0;0.0;0.0;=;=;15.0
9113901000;HS10;Autres - Type 1;Watch straps - Type 1;15.0;;;;;
9113902000;HS10;Autres - Type 2;Watch straps - Type 2;15.0;;;;;
9113909000;HS10;Autres - Autre;Watch straps - Other;15.0;;;;;
911430;HS6;Cadrans;Clock or watch parts;15.0;0.0;0.0;=;=;15.0
9114301000;HS10;Cadrans - Type 1;Clock or watch parts - Type 1;15.0;;;;;
9114302000;HS10;Cadrans - Type 2;Clock or watch parts - Type 2;15.0;;;;;
9114309000;HS10;Cadrans - Autre;Clock or watch parts - Other;15.0;;;;;
911440;HS6;Platines et ponts;Clock or watch parts;15.0;0.0;0.0;=;=;15.0
9114401000;HS10;Platines et ponts - Type 1;Clock or watch parts - Type 1;15.0;;;;;
9114402000;HS10;Platines et ponts - Type 2;Clock or watch parts - Type 2;15.0;;;;;
9114409000;HS10;Platines et ponts - Autre;Clock or watch parts - Other;15.0;;;;;
911490;HS6;Autres;Clock or watch parts;15.0;0.0;0.0;=;=;15.0
9114901000;HS10;Autres - Type 1;Clock or watch parts - Type 1;15.0;;;;;
9114902000;HS10;Autres - Type 2;Clock or watch parts - Type 2;15.0;;;;;
9114909000;HS10;Autres - Autre;Clock or watch parts - Other;15.0;;;;;
CHAPITRE 92;---;Instruments de musique;;;;;;;
920110;HS6;Pianos droits;Musical instruments;15.0;0.0;0.0;D.D:15.0% | T.V.A:0.0%;910 Déclaration d'Importation du Produit;15.0
9201101000;HS10;Pianos droits - Type 1;Musical instruments - Type 1;15.0;;;;;
9201102000;HS10;Pianos droits - Type 2;Musical instruments - Type 2;15.0;;;;;
9201109000;HS10;Pianos droits - Autre;Musical instruments - Other;15.0;;;;;
920120;HS6;Pianos à queue;Musical instruments;15.0;0.0;0.0;=;=;15.0
9201201000;HS10;Pianos à queue - Type 1;Musical instruments - Type 1;15.0;;;;;
9201202000;HS10;Pianos à queue - Type 2;Musical instruments - Type 2;15.0;;;;;
9201209000;HS10;Pianos à queue - Autre;Musical instruments - Other;15.0;;;;;
920190;HS6;Autres;Musical instruments;15.0;0.0;0.0;=;=;15.0
9201901000;HS10;Autres - Type 1;Musical instruments - Type 1;15.0;;;;;
9201902000;HS10;Autres - Type 2;Musical instruments - Type 2;15.0;;;;;
9201909000;HS10;Autres - Autre;Musical instruments - Other;15.0;;;;;
920210;HS6;A cordes frottées à l'aide d'un archet;Musical instruments;15.0;0.0;0.0;=;=;15.0
9202101000;HS10;A cordes frottées à l'aide d'un archet - Type 1;Musical instruments - Type 1;15.0;;;;;
9202102000;HS10;A cordes frottées à l'aide d'un archet - Type 2;Musical instruments - Type 2;15.0;;;;;
9202109000;HS10;A cordes frottées à l'aide d'un archet - Autre;Musical instruments - Other;15.0;;;;;
920290;HS6;Autres;Musical instruments;15.0;0.0;0.0;=;=;15.0
9202901000;HS10;Autres - Type 1;Musical instruments - Type 1;15.0;;;;;
9202902000;HS10;Autres - Type 2;Musical instruments - Type 2;15.0;;;;;
9202909000;HS10;Autres - Autre;Musical instruments - Other;15.0;;;;;
920510;HS6;Instruments dits cuivres;Musical instruments;15.0;0.0;0.0;=;=;15.0
9205101000;HS10;Instruments dits cuivres - Type 1;Musical instruments - Type 1;15.0;;;;;
9205102000;HS10;Instruments dits cuivres - Type 2;Musical instruments - Type 2;15.0;;;;;
9205109000;HS10;Instruments dits cuivres - Autre;Musical instruments - Other;15.0;;;;;
920590;HS6;Autres;Musical instruments;15.0;0.0;0.0;=;=;15.0
9205901000;HS10;Autres - Type 1;Musical instruments - Type 1;15.0;;;;;
9205902000;HS10;Autres - Type 2;Musical instruments - Type 2;15.0;;;;;
9205909000;HS10;Autres - Autre;Musical instruments - Other;15.0;;;;;
920600;HS6;Instruments de musique à percussion (tambours;Musical instruments;15.0;0.0;0.0;=;=;15.0
9206001000;HS10;Instruments de musique à percussion (tambours - Type 1;Musical instruments - Type 1;15.0;;;;;
9206002000;HS10;Instruments de musique à percussion (tambours - Type 2;Musical instruments - Type 2;15.0;;;;;
9206009000;HS10;Instruments de musique à percussion (tambours - Autre;Musical instruments - Other;15.0;;;;;
920710;HS6;Instruments à clavier;Musical instruments;15.0;0.0;0.0;=;=;15.0
9207101000;HS10;Instruments à clavier - Type 1;Musical instruments - Type 1;15.0;;;;;
9207102000;HS10;Instruments à clavier - Type 2;Musical instruments - Type 2;15.0;;;;;
9207109000;HS10;Instruments à clavier - Autre;Musical instruments - Other;15.0;;;;;
920790;HS6;Autres;Musical instruments;15.0;0.0;0.0;=;=;15.0
9207901000;HS10;Autres - Type 1;Musical instruments - Type 1;15.0;;;;;
9207902000;HS10;Autres - Type 2;Musical instruments - Type 2;15.0;;;;;
9207909000;HS10;Autres - Autre;Musical instruments - Other;15.0;;;;;
920810;HS6;Boîtes à musique;Musical boxes;15.0;0.0;0.0;=;=;15.0
9208101000;HS10;Boîtes à musique - Type 1;Musical boxes - Type 1;15.0;;;;;
9208102000;HS10;Boîtes à musique - Type 2;Musical boxes - Type 2;15.0;;;;;
9208109000;HS10;Boîtes à musique - Autre;Musical boxes - Other;15.0;;;;;
920890;HS6;Autres;Fairground and mechanical street organs;15.0;0.0;0.0;=;=;15.0
9208901000;HS10;Autres - Type 1;Fairground and mechanical street organs - Type 1;15.0;;;;;
9208902000;HS10;Autres - Type 2;Fairground and mechanical street organs - Type 2;15.0;;;;;
9208909000;HS10;Autres - Autre;Fairground and mechanical street organs - Other;15.0;;;;;
920930;HS6;Cordes harmoniques;Musical instrument strings;15.0;0.0;0.0;=;=;15.0
9209301000;HS10;Cordes harmoniques - Type 1;Musical instrument strings - Type 1;15.0;;;;;
9209302000;HS10;Cordes harmoniques - Type 2;Musical instrument strings - Type 2;15.0;;;;;
9209309000;HS10;Cordes harmoniques - Autre;Musical instrument strings - Other;15.0;;;;;
920991;HS6;Parties et accessoires de pianos;Musical instruments;15.0;0.0;0.0;=;=;15.0
9209911000;HS10;Parties et accessoires de pianos - Type 1;Musical instruments - Type 1;15.0;;;;;
9209912000;HS10;Parties et accessoires de pianos - Type 2;Musical instruments - Type 2;15.0;;;;;
9209919000;HS10;Parties et accessoires de pianos - Autre;Musical instruments - Other;15.0;;;;;
920992;HS6;Parties et accessoires des instruments de musiques du n°92.02;Musical instruments;15.0;0.0;0.0;=;=;15.0
9209921000;HS10;Parties et accessoires des instruments de musiques du n°92.02 - Type 1;Musical instruments - Type 1;15.0;;;;;
9209922000;HS10;Parties et accessoires des instruments de musiques du n°92.02 - Type 2;Musical instruments - Type 2;15.0;;;;;
9209929000;HS10;Parties et accessoires des instruments de musiques du n°92.02 - Autre;Musical instruments - Other;15.0;;;;;
920994;HS6;Parties et accessoires des instruments de musiques du n°92.07;Musical instruments;15.0;0.0;0.0;=;=;15.0
9209941000;HS10;Parties et accessoires des instruments de musiques du n°92.07 - Type 1;Musical instruments - Type 1;15.0;;;;;
9209942000;HS10;Parties et accessoires des instruments de musiques du n°92.07 - Type 2;Musical instruments - Type 2;15.0;;;;;
9209949000;HS10;Parties et accessoires des instruments de musiques du n°92.07 - Autre;Musical instruments - Other;15.0;;;;;
920999;HS6;Autres;Musical instruments;15.0;0.0;0.0;=;=;15.0
9209991000;HS10;Autres - Type 1;Musical instruments - Type 1;15.0;;;;;
9209992000;HS10;Autres - Type 2;Musical instruments - Type 2;15.0;;;;;
9209999000;HS10;Autres - Autre;Musical instruments - Other;15.0;;;;;
CHAPITRE 93;---;Armes et munitions;;;;;;;
930110;HS6;Pièces d'artillerie (canons;Military weapons;15.0;0.0;0.0;D.D:15.0% | T.V.A:0.0%;910 Déclaration d'Importation du Produit;15.0
9301101000;HS10;Pièces d'artillerie (canons - Type 1;Military weapons - Type 1;15.0;;;;;
9301102000;HS10;Pièces d'artillerie (canons - Type 2;Military weapons - Type 2;15.0;;;;;
9301109000;HS10;Pièces d'artillerie (canons - Autre;Military weapons - Other;15.0;;;;;
930120;HS6;Tubes lance-missiles;lance-flammes;15.0;0.0;0.0;=;=;15.0
9301201000;HS10;Tubes lance-missiles - Type 1;lance-flammes - Type 1;15.0;;;;;
9301202000;HS10;Tubes lance-missiles - Type 2;lance-flammes - Type 2;15.0;;;;;
9301209000;HS10;Tubes lance-missiles - Autre;lance-flammes - Other;15.0;;;;;
930190;HS6;Autres;Military weapons;15.0;0.0;0.0;=;=;15.0
9301901000;HS10;Autres - Type 1;Military weapons - Type 1;15.0;;;;;
9301902000;HS10;Autres - Type 2;Military weapons - Type 2;15.0;;;;;
9301909000;HS10;Autres - Autre;Military weapons - Other;15.0;;;;;
930200;HS6;Révolvers et pistolets;Revolvers and pistols;15.0;0.0;0.0;=;=;15.0
9302001000;HS10;Révolvers et pistolets - Type 1;Revolvers and pistols - Type 1;15.0;;;;;
9302002000;HS10;Révolvers et pistolets - Type 2;Revolvers and pistols - Type 2;15.0;;;;;
9302009000;HS10;Révolvers et pistolets - Autre;Revolvers and pistols - Other;15.0;;;;;
930310;HS6;Armes à feu ne pouvant être chargées que par le canon;Firearms;15.0;0.0;0.0;=;=;15.0
9303101000;HS10;Armes à feu ne pouvant être chargées que par le canon - Type 1;Firearms - Type 1;15.0;;;;;
9303102000;HS10;Armes à feu ne pouvant être chargées que par le canon - Type 2;Firearms - Type 2;15.0;;;;;
9303109000;HS10;Armes à feu ne pouvant être chargées que par le canon - Autre;Firearms - Other;15.0;;;;;
930320;HS6;Autres fusils et carabines de chasse ou de tir sportif comportant au moins un canon lisse;Firearms;15.0;0.0;0.0;=;=;15.0
9303201000;HS10;Autres fusils et carabines de chasse ou de tir sportif comportant au moins un canon lisse - Type 1;Firearms - Type 1;15.0;;;;;
9303202000;HS10;Autres fusils et carabines de chasse ou de tir sportif comportant au moins un canon lisse - Type 2;Firearms - Type 2;15.0;;;;;
9303209000;HS10;Autres fusils et carabines de chasse ou de tir sportif comportant au moins un canon lisse - Autre;Firearms - Other;15.0;;;;;
930330;HS6;Autres fusils et carabines de chasse ou de tir sportif;Firearms;15.0;0.0;0.0;=;=;15.0
9303301000;HS10;Autres fusils et carabines de chasse ou de tir sportif - Type 1;Firearms - Type 1;15.0;;;;;
9303302000;HS10;Autres fusils et carabines de chasse ou de tir sportif - Type 2;Firearms - Type 2;15.0;;;;;
9303309000;HS10;Autres fusils et carabines de chasse ou de tir sportif - Autre;Firearms - Other;15.0;;;;;
930390;HS6;Autres;Firearms;15.0;0.0;0.0;=;=;15.0
9303901000;HS10;Autres - Type 1;Firearms - Type 1;15.0;;;;;
9303902000;HS10;Autres - Type 2;Firearms - Type 2;15.0;;;;;
9303909000;HS10;Autres - Autre;Firearms - Other;15.0;;;;;
930400;HS6;Autres armes (fusils;Firearms;15.0;0.0;0.0;=;=;15.0
9304001000;HS10;Autres armes (fusils - Type 1;Firearms - Type 1;15.0;;;;;
9304002000;HS10;Autres armes (fusils - Type 2;Firearms - Type 2;15.0;;;;;
9304009000;HS10;Autres armes (fusils - Autre;Firearms - Other;15.0;;;;;
930510;HS6;De révolvers ou de pistolets :;Firearms;15.0;0.0;0.0;=;=;15.0
9305101000;HS10;De révolvers ou de pistolets : - Type 1;Firearms - Type 1;15.0;;;;;
9305102000;HS10;De révolvers ou de pistolets : - Type 2;Firearms - Type 2;15.0;;;;;
9305109000;HS10;De révolvers ou de pistolets : - Autre;Firearms - Other;15.0;;;;;
930520;HS6;De fusils ou de carabines du n°93.03 :;Firearms;15.0;0.0;0.0;=;=;15.0
9305201000;HS10;De fusils ou de carabines du n°93.03 : - Type 1;Firearms - Type 1;15.0;;;;;
9305202000;HS10;De fusils ou de carabines du n°93.03 : - Type 2;Firearms - Type 2;15.0;;;;;
