Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;T.V.A_%;Formalites;Total_%
8101979000;HS10;Déchets et débris - Autre;Tungsten (wolfram) - Other;Métallurgie;10.0;16.0;=;26.0
810199;HS6;Autres;Tungsten (wolfram);;;;;
8101991000;HS10;Autres - Type 1;Tungsten (wolfram) - Type 1;Métallurgie;10.0;16.0;=;26.0
8101992000;HS10;Autres - Type 2;Tungsten (wolfram) - Type 2;Métallurgie;10.0;16.0;=;26.0
8101999000;HS10;Autres - Autre;Tungsten (wolfram) - Other;Métallurgie;10.0;16.0;=;26.0
8102;RANGEE 02;"Molybdenum; articles thereof, including waste and scrap";;;;;;
810210;HS6;Poudres;Molybdenum;;;;;
8102101000;HS10;Poudres - Type 1;Molybdenum - Type 1;Métallurgie;10.0;16.0;=;26.0
8102102000;HS10;Poudres - Type 2;Molybdenum - Type 2;Métallurgie;10.0;16.0;=;26.0
8102109000;HS10;Poudres - Autre;Molybdenum - Other;Métallurgie;10.0;16.0;=;26.0
810294;HS6;Molybdène sous forme brute;Molybdenum;;;;;
8102941000;HS10;Molybdène sous forme brute - Type 1;Molybdenum - Type 1;Métallurgie;10.0;16.0;=;26.0
8102942000;HS10;Molybdène sous forme brute - Type 2;Molybdenum - Type 2;Métallurgie;10.0;16.0;=;26.0
8102949000;HS10;Molybdène sous forme brute - Autre;Molybdenum - Other;Métallurgie;10.0;16.0;=;26.0
810295;HS6;Barres;Molybdenum;;;;;
8102951000;HS10;Barres - Type 1;Molybdenum - Type 1;Métallurgie;10.0;16.0;=;26.0
8102952000;HS10;Barres - Type 2;Molybdenum - Type 2;Métallurgie;10.0;16.0;=;26.0
8102959000;HS10;Barres - Autre;Molybdenum - Other;Métallurgie;10.0;16.0;=;26.0
810296;HS6;Fils;Molybdenum;;;;;
8102961000;HS10;Fils - Type 1;Molybdenum - Type 1;Métallurgie;10.0;16.0;=;26.0
8102962000;HS10;Fils - Type 2;Molybdenum - Type 2;Métallurgie;10.0;16.0;=;26.0
8102969000;HS10;Fils - Autre;Molybdenum - Other;Métallurgie;10.0;16.0;=;26.0
810297;HS6;Déchets et débris;Molybdenum;;;;;
8102971000;HS10;Déchets et débris - Type 1;Molybdenum - Type 1;Métallurgie;10.0;16.0;=;26.0
8102972000;HS10;Déchets et débris - Type 2;Molybdenum - Type 2;Métallurgie;10.0;16.0;=;26.0
8102979000;HS10;Déchets et débris - Autre;Molybdenum - Other;Métallurgie;10.0;16.0;=;26.0
810299;HS6;Autres;Molybdenum;;;;;
8102991000;HS10;Autres - Type 1;Molybdenum - Type 1;Métallurgie;10.0;16.0;=;26.0
8102992000;HS10;Autres - Type 2;Molybdenum - Type 2;Métallurgie;10.0;16.0;=;26.0
8102999000;HS10;Autres - Autre;Molybdenum - Other;Métallurgie;10.0;16.0;=;26.0
8103;RANGEE 03;"Tantalum; articles thereof, including waste and scrap";;;;;;
810320;HS6;Tantale sous forme brute;poudres;;;;;
8103201000;HS10;Tantale sous forme brute - Type 1;poudres - Type 1;Métallurgie;10.0;16.0;=;26.0
8103202000;HS10;Tantale sous forme brute - Type 2;poudres - Type 2;Métallurgie;10.0;16.0;=;26.0
8103209000;HS10;Tantale sous forme brute - Autre;poudres - Other;Métallurgie;10.0;16.0;=;26.0
810330;HS6;Déchets et débris;Tantalum;;;;;
8103301000;HS10;Déchets et débris - Type 1;Tantalum - Type 1;Métallurgie;10.0;16.0;=;26.0
8103302000;HS10;Déchets et débris - Type 2;Tantalum - Type 2;Métallurgie;10.0;16.0;=;26.0
8103309000;HS10;Déchets et débris - Autre;Tantalum - Other;Métallurgie;10.0;16.0;=;26.0
810391;HS6;Creusets;Tantalum;;;;;
8103911000;HS10;Creusets - Type 1;Tantalum - Type 1;Métallurgie;10.0;16.0;=;26.0
8103912000;HS10;Creusets - Type 2;Tantalum - Type 2;Métallurgie;10.0;16.0;=;26.0
8103919000;HS10;Creusets - Autre;Tantalum - Other;Métallurgie;10.0;16.0;=;26.0
810399;HS6;Autres;Tantalum;;;;;
8103991000;HS10;Autres - Type 1;Tantalum - Type 1;Métallurgie;10.0;16.0;=;26.0
8103992000;HS10;Autres - Type 2;Tantalum - Type 2;Métallurgie;10.0;16.0;=;26.0
8103999000;HS10;Autres - Autre;Tantalum - Other;Métallurgie;10.0;16.0;=;26.0
8104;RANGEE 04;"Magnesium; articles thereof, including waste and scrap";;;;;;
810411;HS6;Contenant au moins 99;Magnesium;;;;;
8104111000;HS10;Contenant au moins 99 - Type 1;Magnesium - Type 1;Métallurgie;10.0;16.0;=;26.0
8104112000;HS10;Contenant au moins 99 - Type 2;Magnesium - Type 2;Métallurgie;10.0;16.0;=;26.0
8104119000;HS10;Contenant au moins 99 - Autre;Magnesium - Other;Métallurgie;10.0;16.0;=;26.0
810419;HS6;Autres;Magnesium;;;;;
8104191000;HS10;Autres - Type 1;Magnesium - Type 1;Métallurgie;10.0;16.0;=;26.0
8104192000;HS10;Autres - Type 2;Magnesium - Type 2;Métallurgie;10.0;16.0;=;26.0
8104199000;HS10;Autres - Autre;Magnesium - Other;Métallurgie;10.0;16.0;=;26.0
810420;HS6;Déchets et débris;Magnesium;;;;;
8104201000;HS10;Déchets et débris - Type 1;Magnesium - Type 1;Métallurgie;10.0;16.0;=;26.0
8104202000;HS10;Déchets et débris - Type 2;Magnesium - Type 2;Métallurgie;10.0;16.0;=;26.0
8104209000;HS10;Déchets et débris - Autre;Magnesium - Other;Métallurgie;10.0;16.0;=;26.0
810430;HS6;Copeaux;poudres;;;;;
8104301000;HS10;Copeaux - Type 1;poudres - Type 1;Métallurgie;10.0;16.0;=;26.0
8104302000;HS10;Copeaux - Type 2;poudres - Type 2;Métallurgie;10.0;16.0;=;26.0
8104309000;HS10;Copeaux - Autre;poudres - Other;Métallurgie;10.0;16.0;=;26.0
810490;HS6;Autres;Magnesium;;;;;
8104901000;HS10;Autres - Type 1;Magnesium - Type 1;Métallurgie;10.0;16.0;=;26.0
8104902000;HS10;Autres - Type 2;Magnesium - Type 2;Métallurgie;10.0;16.0;=;26.0
8104909000;HS10;Autres - Autre;Magnesium - Other;Métallurgie;10.0;16.0;=;26.0
8105;RANGEE 05;"Cobalt; mattes and other intermediate products of cobalt metallurgy, cobalt and articles thereof, including waste and scrap";;;;;;
810520;HS6;Mattes de cobalt et autres produits intermédiaires de la métallurgie du cobalt;cobalt sous forme brute;;;;;
8105201000;HS10;Hydroxyde de cobalt;Cobalt hydroxide;Métallurgie;0.0;16.0;=;16.0
8105202000;HS10;Cobalt métal;Cobalt metal;Métallurgie;0.0;16.0;=;16.0
8105209000;HS10;Autre cobalt;Other cobalt;Métallurgie;0.0;16.0;=;16.0
810530;HS6;Déchets et débris;Cobalt;;;;;
8105301000;HS10;Déchets et débris - Type 1;Cobalt - Type 1;Métallurgie;10.0;16.0;=;26.0
8105302000;HS10;Déchets et débris - Type 2;Cobalt - Type 2;Métallurgie;10.0;16.0;=;26.0
8105309000;HS10;Déchets et débris - Autre;Cobalt - Other;Métallurgie;10.0;16.0;=;26.0
810590;HS6;Autres;Cobalt;;;;;
8105901000;HS10;Autres - Type 1;Cobalt - Type 1;Métallurgie;10.0;16.0;=;26.0
8105902000;HS10;Autres - Type 2;Cobalt - Type 2;Métallurgie;10.0;16.0;=;26.0
8105909000;HS10;Autres - Autre;Cobalt - Other;Métallurgie;10.0;16.0;=;26.0
8106;RANGEE 06;"Bismuth; articles thereof, including waste and scrap";;;;;;
810610;HS6;Contenant plus de 99;Bismuth;;;;;
8106101000;HS10;Contenant plus de 99 - Type 1;Bismuth - Type 1;Métallurgie;10.0;16.0;=;26.0
8106102000;HS10;Contenant plus de 99 - Type 2;Bismuth - Type 2;Métallurgie;10.0;16.0;=;26.0
8106109000;HS10;Contenant plus de 99 - Autre;Bismuth - Other;Métallurgie;10.0;16.0;=;26.0
810690;HS6;Autres;Bismuth;;;;;
8106901000;HS10;Autres - Type 1;Bismuth - Type 1;Métallurgie;10.0;16.0;=;26.0
8106902000;HS10;Autres - Type 2;Bismuth - Type 2;Métallurgie;10.0;16.0;=;26.0
8106909000;HS10;Autres - Autre;Bismuth - Other;Métallurgie;10.0;16.0;=;26.0
8108;RANGEE 08;"Titanium; articles thereof, including waste and scrap";;;;;;
810820;HS6;Titane sous forme brute;poudres;;;;;
8108201000;HS10;Titane sous forme brute - Type 1;poudres - Type 1;Métallurgie;10.0;16.0;=;26.0
8108202000;HS10;Titane sous forme brute - Type 2;poudres - Type 2;Métallurgie;10.0;16.0;=;26.0
8108209000;HS10;Titane sous forme brute - Autre;poudres - Other;Métallurgie;10.0;16.0;=;26.0
810830;HS6;Déchets et débris;Titanium;;;;;
8108301000;HS10;Déchets et débris - Type 1;Titanium - Type 1;Métallurgie;10.0;16.0;=;26.0
8108302000;HS10;Déchets et débris - Type 2;Titanium - Type 2;Métallurgie;10.0;16.0;=;26.0
8108309000;HS10;Déchets et débris - Autre;Titanium - Other;Métallurgie;10.0;16.0;=;26.0
810890;HS6;Autres;Titanium;;;;;
8108901000;HS10;Autres - Type 1;Titanium - Type 1;Métallurgie;10.0;16.0;=;26.0
8108902000;HS10;Autres - Type 2;Titanium - Type 2;Métallurgie;10.0;16.0;=;26.0
8108909000;HS10;Autres - Autre;Titanium - Other;Métallurgie;10.0;16.0;=;26.0
8109;RANGEE 09;"Zirconium; articles thereof, including waste and scrap";;;;;;
810921;HS6;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium;Zirconium;;;;;
8109211000;HS10;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 1;Zirconium - Type 1;Métallurgie;10.0;16.0;=;26.0
8109212000;HS10;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 2;Zirconium - Type 2;Métallurgie;10.0;16.0;=;26.0
8109219000;HS10;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Autre;Zirconium - Other;Métallurgie;10.0;16.0;=;26.0
810929;HS6;Autres;Zirconium;;;;;
8109291000;HS10;Autres - Type 1;Zirconium - Type 1;Métallurgie;10.0;16.0;=;26.0
8109292000;HS10;Autres - Type 2;Zirconium - Type 2;Métallurgie;10.0;16.0;=;26.0
8109299000;HS10;Autres - Autre;Zirconium - Other;Métallurgie;10.0;16.0;=;26.0
810931;HS6;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium;Zirconium;;;;;
8109311000;HS10;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 1;Zirconium - Type 1;Métallurgie;10.0;16.0;=;26.0
8109312000;HS10;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 2;Zirconium - Type 2;Métallurgie;10.0;16.0;=;26.0
8109319000;HS10;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Autre;Zirconium - Other;Métallurgie;10.0;16.0;=;26.0
810939;HS6;Autres;Zirconium;;;;;
8109391000;HS10;Autres - Type 1;Zirconium - Type 1;Métallurgie;10.0;16.0;=;26.0
8109392000;HS10;Autres - Type 2;Zirconium - Type 2;Métallurgie;10.0;16.0;=;26.0
8109399000;HS10;Autres - Autre;Zirconium - Other;Métallurgie;10.0;16.0;=;26.0
810991;HS6;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium;Zirconium;;;;;
8109911000;HS10;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 1;Zirconium - Type 1;Métallurgie;10.0;16.0;=;26.0
8109912000;HS10;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Type 2;Zirconium - Type 2;Métallurgie;10.0;16.0;=;26.0
8109919000;HS10;Contenant moins d'une partie de hafnium pour 500 parties en poids de zirconium - Autre;Zirconium - Other;Métallurgie;10.0;16.0;=;26.0
810999;HS6;Autres;Zirconium;;;;;
8109991000;HS10;Autres - Type 1;Zirconium - Type 1;Métallurgie;10.0;16.0;=;26.0
8109992000;HS10;Autres - Type 2;Zirconium - Type 2;Métallurgie;10.0;16.0;=;26.0
8109999000;HS10;Autres - Autre;Zirconium - Other;Métallurgie;10.0;16.0;=;26.0
8110;RANGEE 10;"Antimony; articles thereof, including waste and scrap";;;;;;
811010;HS6;Antimoine sous forme brute;poudres;;;;;
8110101000;HS10;Antimoine sous forme brute - Type 1;poudres - Type 1;Métallurgie;10.0;16.0;=;26.0
8110102000;HS10;Antimoine sous forme brute - Type 2;poudres - Type 2;Métallurgie;10.0;16.0;=;26.0
8110109000;HS10;Antimoine sous forme brute - Autre;poudres - Other;Métallurgie;10.0;16.0;=;26.0
811020;HS6;Déchets et débris;Antimony;;;;;
8110201000;HS10;Déchets et débris - Type 1;Antimony - Type 1;Métallurgie;10.0;16.0;=;26.0
8110202000;HS10;Déchets et débris - Type 2;Antimony - Type 2;Métallurgie;10.0;16.0;=;26.0
8110209000;HS10;Déchets et débris - Autre;Antimony - Other;Métallurgie;10.0;16.0;=;26.0
811090;HS6;Autres;Antimony and articles thereof;;;;;
8110901000;HS10;Autres - Type 1;Antimony and articles thereof - Type 1;Métallurgie;10.0;16.0;=;26.0
8110902000;HS10;Autres - Type 2;Antimony and articles thereof - Type 2;Métallurgie;10.0;16.0;=;26.0
8110909000;HS10;Autres - Autre;Antimony and articles thereof - Other;Métallurgie;10.0;16.0;=;26.0
8111;RANGEE 11;"Manganese; articles thereof, including waste and scrap";;;;;;
811100;HS6;Manganèse et ouvrages en manganèse;Manganese;;;;;
8111001000;HS10;Manganèse et ouvrages en manganèse - Type 1;Manganese - Type 1;Métallurgie;10.0;16.0;=;26.0
8111002000;HS10;Manganèse et ouvrages en manganèse - Type 2;Manganese - Type 2;Métallurgie;10.0;16.0;=;26.0
8111009000;HS10;Manganèse et ouvrages en manganèse - Autre;Manganese - Other;Métallurgie;10.0;16.0;=;26.0
8112;RANGEE 12;Beryllium, chromium, hafnium, rhenium, thallium, cadmium, germanium, vanadium, gallium, indium and niobium (columbium), articles of these metals, including waste and scrap;;;;;;
811212;HS6;Sous forme brute;poudres;;;;;
8112121000;HS10;Sous forme brute - Type 1;poudres - Type 1;Métallurgie;10.0;16.0;=;26.0
8112122000;HS10;Sous forme brute - Type 2;poudres - Type 2;Métallurgie;10.0;16.0;=;26.0
8112129000;HS10;Sous forme brute - Autre;poudres - Other;Métallurgie;10.0;16.0;=;26.0
811213;HS6;Déchets et débris;Beryllium;;;;;
8112131000;HS10;Déchets et débris - Type 1;Beryllium - Type 1;Métallurgie;10.0;16.0;=;26.0
8112132000;HS10;Déchets et débris - Type 2;Beryllium - Type 2;Métallurgie;10.0;16.0;=;26.0
8112139000;HS10;Déchets et débris - Autre;Beryllium - Other;Métallurgie;10.0;16.0;=;26.0
811219;HS6;Autres;Beryllium and articles thereof;;;;;
8112191000;HS10;Autres - Type 1;Beryllium and articles thereof - Type 1;Métallurgie;10.0;16.0;=;26.0
8112192000;HS10;Autres - Type 2;Beryllium and articles thereof - Type 2;Métallurgie;10.0;16.0;=;26.0
8112199000;HS10;Autres - Autre;Beryllium and articles thereof - Other;Métallurgie;10.0;16.0;=;26.0
811221;HS6;Sous forme brute;poudres;;;;;
8112211000;HS10;Sous forme brute - Type 1;poudres - Type 1;Métallurgie;10.0;16.0;=;26.0
8112212000;HS10;Sous forme brute - Type 2;poudres - Type 2;Métallurgie;10.0;16.0;=;26.0
8112219000;HS10;Sous forme brute - Autre;poudres - Other;Métallurgie;10.0;16.0;=;26.0
811222;HS6;Déchets et débris;Chromium;;;;;
8112221000;HS10;Déchets et débris - Type 1;Chromium - Type 1;Métallurgie;10.0;16.0;=;26.0
8112222000;HS10;Déchets et débris - Type 2;Chromium - Type 2;Métallurgie;10.0;16.0;=;26.0
8112229000;HS10;Déchets et débris - Autre;Chromium - Other;Métallurgie;10.0;16.0;=;26.0
811229;HS6;Autres;Chromium and articles thereof;;;;;
8112291000;HS10;Autres - Type 1;Chromium and articles thereof - Type 1;Métallurgie;10.0;16.0;=;26.0
8112292000;HS10;Autres - Type 2;Chromium and articles thereof - Type 2;Métallurgie;10.0;16.0;=;26.0
8112299000;HS10;Autres - Autre;Chromium and articles thereof - Other;Métallurgie;10.0;16.0;=;26.0
811231;HS6;Sous forme brute;déchets et débris;;;;;
8112311000;HS10;Sous forme brute - Type 1;déchets et débris - Type 1;Métallurgie;10.0;16.0;=;26.0
8112312000;HS10;Sous forme brute - Type 2;déchets et débris - Type 2;Métallurgie;10.0;16.0;=;26.0
8112319000;HS10;Sous forme brute - Autre;déchets et débris - Other;Métallurgie;10.0;16.0;=;26.0
811239;HS6;Autres;Hafnium and articles thereof;;;;;
8112391000;HS10;Autres - Type 1;Hafnium and articles thereof - Type 1;Métallurgie;10.0;16.0;=;26.0
8112392000;HS10;Autres - Type 2;Hafnium and articles thereof - Type 2;Métallurgie;10.0;16.0;=;26.0
8112399000;HS10;Autres - Autre;Hafnium and articles thereof - Other;Métallurgie;10.0;16.0;=;26.0
811241;HS6;Sous forme brute;déchets et débris;;;;;
8112411000;HS10;Sous forme brute - Type 1;déchets et débris - Type 1;Métallurgie;10.0;16.0;=;26.0
8112412000;HS10;Sous forme brute - Type 2;déchets et débris - Type 2;Métallurgie;10.0;16.0;=;26.0
8112419000;HS10;Sous forme brute - Autre;déchets et débris - Other;Métallurgie;10.0;16.0;=;26.0
811249;HS6;Autres;Rhenium and articles thereof;;;;;
8112491000;HS10;Autres - Type 1;Rhenium and articles thereof - Type 1;Métallurgie;10.0;16.0;=;26.0
8112492000;HS10;Autres - Type 2;Rhenium and articles thereof - Type 2;Métallurgie;10.0;16.0;=;26.0
8112499000;HS10;Autres - Autre;Rhenium and articles thereof - Other;Métallurgie;10.0;16.0;=;26.0
811251;HS6;Sous forme brute;poudres;;;;;
8112511000;HS10;Sous forme brute - Type 1;poudres - Type 1;Métallurgie;10.0;16.0;=;26.0
8112512000;HS10;Sous forme brute - Type 2;poudres - Type 2;Métallurgie;10.0;16.0;=;26.0
8112519000;HS10;Sous forme brute - Autre;poudres - Other;Métallurgie;10.0;16.0;=;26.0
811252;HS6;Déchets et débris;Thallium;;;;;
8112521000;HS10;Déchets et débris - Type 1;Thallium - Type 1;Métallurgie;10.0;16.0;=;26.0
8112522000;HS10;Déchets et débris - Type 2;Thallium - Type 2;Métallurgie;10.0;16.0;=;26.0
8112529000;HS10;Déchets et débris - Autre;Thallium - Other;Métallurgie;10.0;16.0;=;26.0
811259;HS6;Autres;Thallium and articles thereof;;;;;
8112591000;HS10;Autres - Type 1;Thallium and articles thereof - Type 1;Métallurgie;10.0;16.0;=;26.0
8112592000;HS10;Autres - Type 2;Thallium and articles thereof - Type 2;Métallurgie;10.0;16.0;=;26.0
8112599000;HS10;Autres - Autre;Thallium and articles thereof - Other;Métallurgie;10.0;16.0;=;26.0
811261;HS6;Déchets et débris;Cadmium;;;;;
8112611000;HS10;Déchets et débris - Type 1;Cadmium - Type 1;Métallurgie;10.0;16.0;=;26.0
8112612000;HS10;Déchets et débris - Type 2;Cadmium - Type 2;Métallurgie;10.0;16.0;=;26.0
8112619000;HS10;Déchets et débris - Autre;Cadmium - Other;Métallurgie;10.0;16.0;=;26.0
811269;HS6;Autres;Cadmium;;;;;
8112691000;HS10;Autres - Type 1;Cadmium - Type 1;Métallurgie;10.0;16.0;=;26.0
8112692000;HS10;Autres - Type 2;Cadmium - Type 2;Métallurgie;10.0;16.0;=;26.0
8112699000;HS10;Autres - Autre;Cadmium - Other;Métallurgie;10.0;16.0;=;26.0
811292;HS6;sous forme brute;déchets et débris;;;;;
8112921000;HS10;sous forme brute - Type 1;déchets et débris - Type 1;Métallurgie;10.0;16.0;=;26.0
8112922000;HS10;sous forme brute - Type 2;déchets et débris - Type 2;Métallurgie;10.0;16.0;=;26.0
8112929000;HS10;sous forme brute - Autre;déchets et débris - Other;Métallurgie;10.0;16.0;=;26.0
811299;HS6;Autres;Gallium;;;;;
8112991000;HS10;Autres - Type 1;Gallium - Type 1;Métallurgie;10.0;16.0;=;26.0
8112992000;HS10;Autres - Type 2;Gallium - Type 2;Métallurgie;10.0;16.0;=;26.0
8112999000;HS10;Autres - Autre;Gallium - Other;Métallurgie;10.0;16.0;=;26.0
8113;RANGEE 13;"Cermets; articles thereof, including waste and scrap";;;;;;
811300;HS6;Cermets et ouvrages en cermets;Cermets;;;;;
8113001000;HS10;Cermets et ouvrages en cermets - Type 1;Cermets - Type 1;Métallurgie;10.0;16.0;=;26.0
8113002000;HS10;Cermets et ouvrages en cermets - Type 2;Cermets - Type 2;Métallurgie;10.0;16.0;=;26.0
8113009000;HS10;Cermets et ouvrages en cermets - Autre;Cermets - Other;Métallurgie;10.0;16.0;=;26.0
CHAPITRE 82;CHAPITRE;Outils, coutellerie;;;;;;
8201;RANGEE 01;"Tools, hand; spades, shovels, mattocks, picks, hoes, forks, rakes; axes, bill hooks etc; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools used in agriculture, horticulture, forestry";;;;;;
820110;HS6;Bêches et pelles;Tools;;;;;
8201101000;HS10;Bêches et pelles - Type 1;Tools - Type 1;Outillage;25.0;16.0;910 Déclaration d'Importation du Produit;41.0
8201102000;HS10;Bêches et pelles - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8201109000;HS10;Bêches et pelles - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820130;HS6;Pioches;Tools;;;;;
8201301000;HS10;Pioches - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8201302000;HS10;Pioches - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8201309000;HS10;Pioches - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820140;HS6;Haches;Tools;;;;;
8201401000;HS10;Haches - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8201402000;HS10;Haches - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8201409000;HS10;Haches - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820150;HS6;Sécateurs (y compris les cisailles à volaille);Tools;;;;;
8201501000;HS10;Sécateurs (y compris les cisailles à volaille) - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8201502000;HS10;Sécateurs (y compris les cisailles à volaille) - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8201509000;HS10;Sécateurs (y compris les cisailles à volaille) - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820160;HS6;Cisailles à haies;Tools;;;;;
8201601000;HS10;Cisailles à haies - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8201602000;HS10;Cisailles à haies - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8201609000;HS10;Cisailles à haies - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820190;HS6;Autres outils agricoles;Tools;;;;;
8201901000;HS10;Autres outils agricoles - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8201902000;HS10;Autres outils agricoles - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8201909000;HS10;Autres outils agricoles - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
8202;RANGEE 02;"Tools, hand; saws and blades for saws of all kinds (including slitting, slotting or toothless saw blades)";;;;;;
820210;HS6;Scies à main;Tools;;;;;
8202101000;HS10;Scies à main - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8202102000;HS10;Scies à main - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8202109000;HS10;Scies à main - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820220;HS6;Lames de scies à ruban;Tools;;;;;
8202201000;HS10;Lames de scies à ruban - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8202202000;HS10;Lames de scies à ruban - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8202209000;HS10;Lames de scies à ruban - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820231;HS6;Avec partie travaillante en acier;Tools;;;;;
8202311000;HS10;Avec partie travaillante en acier - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8202312000;HS10;Avec partie travaillante en acier - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8202319000;HS10;Avec partie travaillante en acier - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820239;HS6;Autres;Tools;;;;;
8202391000;HS10;Autres - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8202392000;HS10;Autres - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8202399000;HS10;Autres - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820240;HS6;Chaînes de scies;Tools;;;;;
8202401000;HS10;Chaînes de scies - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8202402000;HS10;Chaînes de scies - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8202409000;HS10;Chaînes de scies - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820291;HS6;Lames de scies droites;Tools;;;;;
8202911000;HS10;Lames de scies droites - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8202912000;HS10;Lames de scies droites - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8202919000;HS10;Lames de scies droites - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
820299;HS6;Autres;Tools;;;;;
8202991000;HS10;Autres - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
8202992000;HS10;Autres - Type 2;Tools - Type 2;Outillage;25.0;16.0;=;41.0
8202999000;HS10;Autres - Autre;Tools - Other;Outillage;25.0;16.0;=;41.0
8203;RANGEE 03;"Tools, hand; files, rasps, pliers (including cutting pliers), pincers, tweezers, metal cutting shears, pipe cutters, bolt croppers, perforating punches and similar";;;;;;
820310;HS6;Limes;Tools;;;;;
8203101000;HS10;Limes - Type 1;Tools - Type 1;Outillage;25.0;16.0;=;41.0
