Code;Niveau;Description_FR;Description_EN;DD_%;TVA_%;Autres_Taxes_%;Taxes_Detail;Formalites;Total_%
0102909000;HS10;Autres bovins vivants - Autre;Other live bovine animals - Other;17.5;;;;;
010310;HS6;Porcins reproducteurs de race pure;Pure-bred breeding swine;17.5;20.0;0.0;=;=;37.75
0103101000;HS10;Porcins reproducteurs de race pure - Reproduction;Pure-bred breeding swine - Breeding;17.5;;;;;
0103109000;HS10;Porcins reproducteurs de race pure - Boucherie;Pure-bred breeding swine - Slaughter;17.5;;;;;
010391;HS6;Autres porcins < 50 kg;Other swine < 50 kg;17.5;20.0;0.0;=;=;37.75
010392;HS6;D'un poids égal ou supérieur à 50 kg;Swine;17.5;20.0;0.0;=;=;37.75
0103921000;HS10;D'un poids égal ou supérieur à 50 kg - Type 1;Swine - Type 1;17.5;;;;;
0103922000;HS10;D'un poids égal ou supérieur à 50 kg - Type 2;Swine - Type 2;17.5;;;;;
0103929000;HS10;D'un poids égal ou supérieur à 50 kg - Autre;Swine - Other;17.5;;;;;
010410;HS6;Ovins vivants;Live sheep;17.5;20.0;0.0;=;=;37.75
0104101000;HS10;Ovins vivants - Type 1;Live sheep - Type 1;17.5;;;;;
0104102000;HS10;Ovins vivants - Type 2;Live sheep - Type 2;17.5;;;;;
0104109000;HS10;Ovins vivants - Autre;Live sheep - Other;17.5;;;;;
010420;HS6;Caprins vivants;Live goats;17.5;20.0;0.0;=;=;37.75
0104201000;HS10;Caprins vivants - Type 1;Live goats - Type 1;17.5;;;;;
0104202000;HS10;Caprins vivants - Type 2;Live goats - Type 2;17.5;;;;;
0104209000;HS10;Caprins vivants - Autre;Live goats - Other;17.5;;;;;
010511;HS6;Volailles vivantes - coqs et poules ≤185g;Live poultry - fowls ≤185g;17.5;20.0;0.0;=;=;37.75
0105110010;HS10;Volailles vivantes - coqs et poules ≤185g - Usage spécifique;Live poultry - fowls ≤185g - Specific use;17.5;;;;;
0105110090;HS10;Volailles vivantes - coqs et poules ≤185g - Autre usage;Live poultry - fowls ≤185g - Other use;17.5;;;;;
010512;HS6;Dindes vivantes ≤185g;Live turkeys ≤185g;17.5;20.0;0.0;=;=;37.75
010513;HS6;Canards;Poultry;17.5;20.0;0.0;=;=;37.75
0105131000;HS10;Canards - Type 1;Poultry - Type 1;17.5;;;;;
0105132000;HS10;Canards - Type 2;Poultry - Type 2;17.5;;;;;
0105139000;HS10;Canards - Autre;Poultry - Other;17.5;;;;;
010514;HS6;Oies;Poultry;17.5;20.0;0.0;=;=;37.75
0105141000;HS10;Oies - Type 1;Poultry - Type 1;17.5;;;;;
0105142000;HS10;Oies - Type 2;Poultry - Type 2;17.5;;;;;
0105149000;HS10;Oies - Autre;Poultry - Other;17.5;;;;;
010515;HS6;Pintades;Poultry;17.5;20.0;0.0;=;=;37.75
0105151000;HS10;Pintades - Type 1;Poultry - Type 1;17.5;;;;;
0105152000;HS10;Pintades - Type 2;Poultry - Type 2;17.5;;;;;
0105159000;HS10;Pintades - Autre;Poultry - Other;17.5;;;;;
010594;HS6;Volailles vivantes autres (poulets >185g);Other live poultry (fowls >185g);17.5;20.0;0.0;=;=;37.75
0105940010;HS10;Volailles vivantes autres (poulets >185g) - Usage spécifique;Other live poultry (fowls >185g) - Specific use;17.5;;;;;
0105940090;HS10;Volailles vivantes autres (poulets >185g) - Autre usage;Other live poultry (fowls >185g) - Other use;17.5;;;;;
010599;HS6;autres;Poultry;17.5;20.0;0.0;=;=;37.75
0105991000;HS10;autres - Type 1;Poultry - Type 1;17.5;;;;;
0105992000;HS10;autres - Type 2;Poultry - Type 2;17.5;;;;;
0105999000;HS10;autres - Autre;Poultry - Other;17.5;;;;;
010600;HS6;Autres animaux vivants;Autres animaux vivants;17.5;20.0;0.0;=;=;37.75
0106001000;HS10;Autres animaux vivants - Type 1;Autres animaux vivants - Type 1;17.5;;;;;
0106002000;HS10;Autres animaux vivants - Type 2;Autres animaux vivants - Type 2;17.5;;;;;
0106009000;HS10;Autres animaux vivants - Autre;Autres animaux vivants - Other;17.5;;;;;
010611;HS6;Primates vivants;Live primates;17.5;20.0;0.0;=;=;37.75
010612;HS6;Baleines;de lamantins et dugongs (mammifères de l'ordre Sirenia);17.5;20.0;0.0;=;=;37.75
0106121000;HS10;Baleines - Type 1;de lamantins et dugongs (mammifères de l'ordre Sirenia) - Type 1;17.5;;;;;
0106122000;HS10;Baleines - Type 2;de lamantins et dugongs (mammifères de l'ordre Sirenia) - Type 2;17.5;;;;;
0106129000;HS10;Baleines - Autre;de lamantins et dugongs (mammifères de l'ordre Sirenia) - Other;17.5;;;;;
010613;HS6;Chameaux et autres camélidés (Camelidae);Mammals;17.5;20.0;0.0;=;=;37.75
0106131000;HS10;Chameaux et autres camélidés (Camelidae) - Type 1;Mammals - Type 1;17.5;;;;;
0106132000;HS10;Chameaux et autres camélidés (Camelidae) - Type 2;Mammals - Type 2;17.5;;;;;
0106139000;HS10;Chameaux et autres camélidés (Camelidae) - Autre;Mammals - Other;17.5;;;;;
010614;HS6;Lapins et lièvres;Mammals;17.5;20.0;0.0;=;=;37.75
0106141000;HS10;Lapins et lièvres - Type 1;Mammals - Type 1;17.5;;;;;
0106142000;HS10;Lapins et lièvres - Type 2;Mammals - Type 2;17.5;;;;;
0106149000;HS10;Lapins et lièvres - Autre;Mammals - Other;17.5;;;;;
010619;HS6;Autres;Mammals;17.5;20.0;0.0;=;=;37.75
0106191000;HS10;Autres - Type 1;Mammals - Type 1;17.5;;;;;
0106192000;HS10;Autres - Type 2;Mammals - Type 2;17.5;;;;;
0106199000;HS10;Autres - Autre;Mammals - Other;17.5;;;;;
010620;HS6;Reptiles (y compris les serpents et tortues de mer);Reptiles;17.5;20.0;0.0;=;=;37.75
0106201000;HS10;Reptiles (y compris les serpents et tortues de mer) - Type 1;Reptiles - Type 1;17.5;;;;;
0106202000;HS10;Reptiles (y compris les serpents et tortues de mer) - Type 2;Reptiles - Type 2;17.5;;;;;
0106209000;HS10;Reptiles (y compris les serpents et tortues de mer) - Autre;Reptiles - Other;17.5;;;;;
010631;HS6;Oiseaux de proie;Birds;17.5;20.0;0.0;=;=;37.75
0106311000;HS10;Oiseaux de proie - Type 1;Birds - Type 1;17.5;;;;;
0106312000;HS10;Oiseaux de proie - Type 2;Birds - Type 2;17.5;;;;;
0106319000;HS10;Oiseaux de proie - Autre;Birds - Other;17.5;;;;;
010632;HS6;Psittaciformes (y compris les perroquets;Birds;17.5;20.0;0.0;=;=;37.75
0106321000;HS10;Psittaciformes (y compris les perroquets - Type 1;Birds - Type 1;17.5;;;;;
0106322000;HS10;Psittaciformes (y compris les perroquets - Type 2;Birds - Type 2;17.5;;;;;
0106329000;HS10;Psittaciformes (y compris les perroquets - Autre;Birds - Other;17.5;;;;;
010633;HS6;Autruches;emeus (Dromaius novahollandiae);17.5;20.0;0.0;=;=;37.75
0106331000;HS10;Autruches - Type 1;emeus (Dromaius novahollandiae) - Type 1;17.5;;;;;
0106332000;HS10;Autruches - Type 2;emeus (Dromaius novahollandiae) - Type 2;17.5;;;;;
0106339000;HS10;Autruches - Autre;emeus (Dromaius novahollandiae) - Other;17.5;;;;;
010639;HS6;Autres :;Birds;17.5;20.0;0.0;=;=;37.75
0106391000;HS10;Autres : - Type 1;Birds - Type 1;17.5;;;;;
0106392000;HS10;Autres : - Type 2;Birds - Type 2;17.5;;;;;
0106399000;HS10;Autres : - Autre;Birds - Other;17.5;;;;;
010641;HS6;Abeilles;Insects;17.5;20.0;0.0;=;=;37.75
0106411000;HS10;Abeilles - Type 1;Insects - Type 1;17.5;;;;;
0106412000;HS10;Abeilles - Type 2;Insects - Type 2;17.5;;;;;
0106419000;HS10;Abeilles - Autre;Insects - Other;17.5;;;;;
010649;HS6;Autres;Insects;17.5;20.0;0.0;=;=;37.75
0106491000;HS10;Autres - Type 1;Insects - Type 1;17.5;;;;;
0106492000;HS10;Autres - Type 2;Insects - Type 2;17.5;;;;;
0106499000;HS10;Autres - Autre;Insects - Other;17.5;;;;;
010690;HS6;Autres;Animals;17.5;20.0;0.0;=;=;37.75
0106901000;HS10;Autres - Type 1;Animals - Type 1;17.5;;;;;
0106902000;HS10;Autres - Type 2;Animals - Type 2;17.5;;;;;
0106909000;HS10;Autres - Autre;Animals - Other;17.5;;;;;
CHAPITRE 02;---;Viandes et abats comestibles;;;;;;;
020110;HS6;Carcasses ou demi-carcasses de bovins, fraîches;Bovine carcasses or half-carcasses, fresh;17.5;20.0;0.0;D.D:17.5% | TPI:0.25% | T.V.A:20.0%;910 Déclaration d'Importation du Produit;37.75
0201101000;HS10;Carcasses ou demi-carcasses de bovins, fraîches - Grade 1 / Premium;Bovine carcasses or half-carcasses, fresh - Grade 1 / Premium;17.5;;;;;
0201102000;HS10;Carcasses ou demi-carcasses de bovins, fraîches - Grade 2 / Standard;Bovine carcasses or half-carcasses, fresh - Grade 2 / Standard;17.5;;;;;
0201109000;HS10;Carcasses ou demi-carcasses de bovins, fraîches - Autre;Bovine carcasses or half-carcasses, fresh - Other;17.5;;;;;
020120;HS6;Morceaux de bovins non désossés, frais;Bovine cuts, bone-in, fresh;17.5;20.0;0.0;=;=;37.75
0201201000;HS10;Morceaux de bovins non désossés, frais - Grade 1 / Premium;Bovine cuts, bone-in, fresh - Grade 1 / Premium;17.5;;;;;
0201202000;HS10;Morceaux de bovins non désossés, frais - Grade 2 / Standard;Bovine cuts, bone-in, fresh - Grade 2 / Standard;17.5;;;;;
0201209000;HS10;Morceaux de bovins non désossés, frais - Autre;Bovine cuts, bone-in, fresh - Other;17.5;;;;;
020130;HS6;Viande de bovins désossée;Bovine meat;17.5;20.0;0.0;=;=;37.75
0201301000;HS10;Viande de bovins désossée - Type 1;Bovine meat - Type 1;17.5;;;;;
0201302000;HS10;Viande de bovins désossée - Type 2;Bovine meat - Type 2;17.5;;;;;
0201309000;HS10;Viande de bovins désossée - Autre;Bovine meat - Other;17.5;;;;;
020210;HS6;Carcasses de bovins, congelées;Bovine carcasses, frozen;17.5;20.0;0.0;=;=;37.75
0202101000;HS10;Carcasses de bovins, congelées - Grade 1 / Premium;Bovine carcasses, frozen - Grade 1 / Premium;17.5;;;;;
0202102000;HS10;Carcasses de bovins, congelées - Grade 2 / Standard;Bovine carcasses, frozen - Grade 2 / Standard;17.5;;;;;
0202109000;HS10;Carcasses de bovins, congelées - Autre;Bovine carcasses, frozen - Other;17.5;;;;;
020220;HS6;Morceaux de bovins non désossés, congelés;Bovine cuts, bone-in, frozen;17.5;20.0;0.0;=;=;37.75
020230;HS6;Viande de bovins désossée;Bovine meat;17.5;20.0;0.0;=;=;37.75
0202301000;HS10;Viande de bovins désossée - Type 1;Bovine meat - Type 1;17.5;;;;;
0202302000;HS10;Viande de bovins désossée - Type 2;Bovine meat - Type 2;17.5;;;;;
0202309000;HS10;Viande de bovins désossée - Autre;Bovine meat - Other;17.5;;;;;
020311;HS6;Carcasses de porcins, fraîches;Swine carcasses, fresh;17.5;20.0;0.0;=;=;37.75
020312;HS6;Jambons et épaules de porcins;Hams and shoulders of swine;17.5;20.0;0.0;=;=;37.75
0203121000;HS10;Jambons et épaules de porcins - Type 1;Hams and shoulders of swine - Type 1;17.5;;;;;
0203122000;HS10;Jambons et épaules de porcins - Type 2;Hams and shoulders of swine - Type 2;17.5;;;;;
0203129000;HS10;Jambons et épaules de porcins - Autre;Hams and shoulders of swine - Other;17.5;;;;;
020319;HS6;Viande de porcins, fraîche autre;Other fresh swine meat;17.5;20.0;0.0;=;=;37.75
020321;HS6;En carcasses ou demi-carcasses;Meat;17.5;20.0;0.0;=;=;37.75
0203211000;HS10;En carcasses ou demi-carcasses - Type 1;Meat - Type 1;17.5;;;;;
0203212000;HS10;En carcasses ou demi-carcasses - Type 2;Meat - Type 2;17.5;;;;;
0203219000;HS10;En carcasses ou demi-carcasses - Autre;Meat - Other;17.5;;;;;
020322;HS6;Jambons;Meat;17.5;20.0;0.0;=;=;37.75
0203221000;HS10;Jambons - Type 1;Meat - Type 1;17.5;;;;;
0203222000;HS10;Jambons - Type 2;Meat - Type 2;17.5;;;;;
0203229000;HS10;Jambons - Autre;Meat - Other;17.5;;;;;
020329;HS6;Autres;Meat;17.5;20.0;0.0;=;=;37.75
0203291000;HS10;Autres - Type 1;Meat - Type 1;17.5;;;;;
0203292000;HS10;Autres - Type 2;Meat - Type 2;17.5;;;;;
0203299000;HS10;Autres - Autre;Meat - Other;17.5;;;;;
020410;HS6;Carcasses d'agneau, fraîches;Lamb carcasses, fresh;17.5;20.0;0.0;=;=;37.75
020421;HS6;Carcasses d'ovins, fraîches;Sheep carcasses, fresh;17.5;20.0;0.0;=;=;37.75
0204211000;HS10;Carcasses d'ovins, fraîches - Grade 1 / Premium;Sheep carcasses, fresh - Grade 1 / Premium;17.5;;;;;
0204212000;HS10;Carcasses d'ovins, fraîches - Grade 2 / Standard;Sheep carcasses, fresh - Grade 2 / Standard;17.5;;;;;
0204219000;HS10;Carcasses d'ovins, fraîches - Autre;Sheep carcasses, fresh - Other;17.5;;;;;
020422;HS6;Morceaux d'ovins non désossés, frais;Sheep cuts, bone-in, fresh;17.5;20.0;0.0;=;=;37.75
020423;HS6;Morceaux d'ovins désossés, frais;Sheep cuts, boneless, fresh;17.5;20.0;0.0;=;=;37.75
020430;HS6;Carcasses de caprins;Goat carcasses;17.5;20.0;0.0;=;=;37.75
0204301000;HS10;Carcasses de caprins - Type 1;Goat carcasses - Type 1;17.5;;;;;
0204302000;HS10;Carcasses de caprins - Type 2;Goat carcasses - Type 2;17.5;;;;;
0204309000;HS10;Carcasses de caprins - Autre;Goat carcasses - Other;17.5;;;;;
020441;HS6;En carcasses ou demi-carcasses;Meat;17.5;20.0;0.0;=;=;37.75
0204411000;HS10;En carcasses ou demi-carcasses - Type 1;Meat - Type 1;17.5;;;;;
0204412000;HS10;En carcasses ou demi-carcasses - Type 2;Meat - Type 2;17.5;;;;;
0204419000;HS10;En carcasses ou demi-carcasses - Autre;Meat - Other;17.5;;;;;
020442;HS6;En autres morceaux non désossés;Meat;17.5;20.0;0.0;=;=;37.75
0204421000;HS10;En autres morceaux non désossés - Type 1;Meat - Type 1;17.5;;;;;
0204422000;HS10;En autres morceaux non désossés - Type 2;Meat - Type 2;17.5;;;;;
0204429000;HS10;En autres morceaux non désossés - Autre;Meat - Other;17.5;;;;;
020443;HS6;Désossées;Meat;17.5;20.0;0.0;=;=;37.75
0204431000;HS10;Désossées - Type 1;Meat - Type 1;17.5;;;;;
0204432000;HS10;Désossées - Type 2;Meat - Type 2;17.5;;;;;
0204439000;HS10;Désossées - Autre;Meat - Other;17.5;;;;;
020450;HS6;Viande de chèvre;Goat meat;17.5;20.0;0.0;=;=;37.75
020500;HS6;Viande d'équidés (cheval, âne);Meat of horses, asses, mules;17.5;20.0;0.0;=;=;37.75
020610;HS6;Abats de bovins, frais;Bovine offal, fresh;17.5;20.0;0.0;=;=;37.75
0206101000;HS10;Abats de bovins, frais - Type 1;Bovine offal, fresh - Type 1;17.5;;;;;
0206102000;HS10;Abats de bovins, frais - Type 2;Bovine offal, fresh - Type 2;17.5;;;;;
0206109000;HS10;Abats de bovins, frais - Autre;Bovine offal, fresh - Other;17.5;;;;;
020621;HS6;Langues de bovins congelées;Bovine tongues;17.5;20.0;0.0;=;=;37.75
0206211000;HS10;Langues de bovins congelées - Type 1;Bovine tongues - Type 1;17.5;;;;;
0206212000;HS10;Langues de bovins congelées - Type 2;Bovine tongues - Type 2;17.5;;;;;
0206219000;HS10;Langues de bovins congelées - Autre;Bovine tongues - Other;17.5;;;;;
020622;HS6;Foies;Offal;17.5;20.0;0.0;=;=;37.75
0206221000;HS10;Foies - Type 1;Offal - Type 1;17.5;;;;;
0206222000;HS10;Foies - Type 2;Offal - Type 2;17.5;;;;;
0206229000;HS10;Foies - Autre;Offal - Other;17.5;;;;;
020629;HS6;Autres;Offal;17.5;20.0;0.0;=;=;37.75
0206291000;HS10;Autres - Type 1;Offal - Type 1;17.5;;;;;
0206292000;HS10;Autres - Type 2;Offal - Type 2;17.5;;;;;
0206299000;HS10;Autres - Autre;Offal - Other;17.5;;;;;
020630;HS6;De l'espèce porcine;Offal;17.5;20.0;0.0;=;=;37.75
0206301000;HS10;De l'espèce porcine - Type 1;Offal - Type 1;17.5;;;;;
0206302000;HS10;De l'espèce porcine - Type 2;Offal - Type 2;17.5;;;;;
0206309000;HS10;De l'espèce porcine - Autre;Offal - Other;17.5;;;;;
020641;HS6;Foies;Offal;17.5;20.0;0.0;=;=;37.75
0206411000;HS10;Foies - Type 1;Offal - Type 1;17.5;;;;;
0206412000;HS10;Foies - Type 2;Offal - Type 2;17.5;;;;;
0206419000;HS10;Foies - Autre;Offal - Other;17.5;;;;;
020649;HS6;Autres;Offal;17.5;20.0;0.0;=;=;37.75
0206491000;HS10;Autres - Type 1;Offal - Type 1;17.5;;;;;
0206492000;HS10;Autres - Type 2;Offal - Type 2;17.5;;;;;
0206499000;HS10;Autres - Autre;Offal - Other;17.5;;;;;
020680;HS6;Autres;Offal;17.5;20.0;0.0;=;=;37.75
0206801000;HS10;Autres - Type 1;Offal - Type 1;17.5;;;;;
0206802000;HS10;Autres - Type 2;Offal - Type 2;17.5;;;;;
0206809000;HS10;Autres - Autre;Offal - Other;17.5;;;;;
020690;HS6;Autres;Offal;17.5;20.0;0.0;=;=;37.75
0206901000;HS10;Autres - Type 1;Offal - Type 1;17.5;;;;;
0206902000;HS10;Autres - Type 2;Offal - Type 2;17.5;;;;;
0206909000;HS10;Autres - Autre;Offal - Other;17.5;;;;;
020711;HS6;Coqs et poules non découpés, frais;Fowls, not cut, fresh;17.5;20.0;0.0;=;=;37.75
020712;HS6;Coqs et poules non découpés, congelés;Fowls, not cut, frozen;17.5;20.0;0.0;=;=;37.75
020713;HS6;Morceaux de volailles, frais;Poultry cuts, fresh;17.5;20.0;0.0;=;=;37.75
020714;HS6;Morceaux de volailles congelés;Poultry cuts;17.5;20.0;0.0;=;=;37.75
0207141000;HS10;Morceaux de volailles congelés - Type 1;Poultry cuts - Type 1;17.5;;;;;
0207142000;HS10;Morceaux de volailles congelés - Type 2;Poultry cuts - Type 2;17.5;;;;;
0207149000;HS10;Morceaux de volailles congelés - Autre;Poultry cuts - Other;17.5;;;;;
020724;HS6;Non découpés en morceaux;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207241000;HS10;Non découpés en morceaux - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207242000;HS10;Non découpés en morceaux - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207249000;HS10;Non découpés en morceaux - Autre;Meat and edible offal - Other;17.5;;;;;
020725;HS6;Non découpés en morceaux;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207251000;HS10;Non découpés en morceaux - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207252000;HS10;Non découpés en morceaux - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207259000;HS10;Non découpés en morceaux - Autre;Meat and edible offal - Other;17.5;;;;;
020726;HS6;Morceaux et abats;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207261000;HS10;Morceaux et abats - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207262000;HS10;Morceaux et abats - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207269000;HS10;Morceaux et abats - Autre;Meat and edible offal - Other;17.5;;;;;
020727;HS6;Dindes découpées, congelées;Turkey cuts, frozen;17.5;20.0;0.0;=;=;37.75
020741;HS6;Non découpés en morceaux;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207411000;HS10;Non découpés en morceaux - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207412000;HS10;Non découpés en morceaux - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207419000;HS10;Non découpés en morceaux - Autre;Meat and edible offal - Other;17.5;;;;;
020742;HS6;Non découpés en morceaux;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207421000;HS10;Non découpés en morceaux - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207422000;HS10;Non découpés en morceaux - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207429000;HS10;Non découpés en morceaux - Autre;Meat and edible offal - Other;17.5;;;;;
020743;HS6;Foies gras;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207431000;HS10;Foies gras - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207432000;HS10;Foies gras - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207439000;HS10;Foies gras - Autre;Meat and edible offal - Other;17.5;;;;;
020744;HS6;Autres;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207441000;HS10;Autres - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207442000;HS10;Autres - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207449000;HS10;Autres - Autre;Meat and edible offal - Other;17.5;;;;;
020745;HS6;Autres;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207451000;HS10;Autres - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207452000;HS10;Autres - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207459000;HS10;Autres - Autre;Meat and edible offal - Other;17.5;;;;;
020751;HS6;Non découpés en morceaux;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207511000;HS10;Non découpés en morceaux - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207512000;HS10;Non découpés en morceaux - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207519000;HS10;Non découpés en morceaux - Autre;Meat and edible offal - Other;17.5;;;;;
020752;HS6;Non découpés en morceaux;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207521000;HS10;Non découpés en morceaux - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207522000;HS10;Non découpés en morceaux - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207529000;HS10;Non découpés en morceaux - Autre;Meat and edible offal - Other;17.5;;;;;
020753;HS6;Foies gras;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207531000;HS10;Foies gras - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207532000;HS10;Foies gras - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207539000;HS10;Foies gras - Autre;Meat and edible offal - Other;17.5;;;;;
020754;HS6;Autres;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207541000;HS10;Autres - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207542000;HS10;Autres - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207549000;HS10;Autres - Autre;Meat and edible offal - Other;17.5;;;;;
020755;HS6;Autres;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207551000;HS10;Autres - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207552000;HS10;Autres - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207559000;HS10;Autres - Autre;Meat and edible offal - Other;17.5;;;;;
020760;HS6;De pintades :;Meat and edible offal;17.5;20.0;0.0;=;=;37.75
0207601000;HS10;De pintades : - Type 1;Meat and edible offal - Type 1;17.5;;;;;
0207602000;HS10;De pintades : - Type 2;Meat and edible offal - Type 2;17.5;;;;;
0207609000;HS10;De pintades : - Autre;Meat and edible offal - Other;17.5;;;;;
020810;HS6;Viande de lapin fraîche;Fresh rabbit meat;17.5;20.0;0.0;=;=;37.75
020830;HS6;Viande de primates;Primate meat;17.5;20.0;0.0;=;=;37.75
020840;HS6;De baleines;de lamantins et dugongs (mammifères de l'ordre Sirenia);17.5;20.0;0.0;=;=;37.75
0208401000;HS10;De baleines - Type 1;de lamantins et dugongs (mammifères de l'ordre Sirenia) - Type 1;17.5;;;;;
0208402000;HS10;De baleines - Type 2;de lamantins et dugongs (mammifères de l'ordre Sirenia) - Type 2;17.5;;;;;
0208409000;HS10;De baleines - Autre;de lamantins et dugongs (mammifères de l'ordre Sirenia) - Other;17.5;;;;;
020850;HS6;De reptiles (y compris les serpents et tortues de mer);Meat and edible meat offal;17.5;20.0;0.0;=;=;37.75
0208501000;HS10;De reptiles (y compris les serpents et tortues de mer) - Type 1;Meat and edible meat offal - Type 1;17.5;;;;;
0208502000;HS10;De reptiles (y compris les serpents et tortues de mer) - Type 2;Meat and edible meat offal - Type 2;17.5;;;;;
0208509000;HS10;De reptiles (y compris les serpents et tortues de mer) - Autre;Meat and edible meat offal - Other;17.5;;;;;
