Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;PRCT_%;T.C.S_%;T.V.A_%;D.A.P.S_%;Formalites;Total_%
0105132000;HS10;Canards dits dun jour moins de 185g de race de chair;Canards dits dun jour moins de 185g de race de chair;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0105139000;HS10;Canards - Autre;Poultry - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010514;HS6;Oies;Poultry;;;;;;;;
0105141000;HS10;Oies dites dun jour moins de 185g destinées à la reproduction;Oies dites dun jour moins de 185g destinées à la reproduction;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0105142000;HS10;Oies dites dun jour moins de 185g de race de chair;Oies dites dun jour moins de 185g de race de chair;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0105149000;HS10;Oies - Autre;Poultry - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010515;HS6;Pintades;Poultry;;;;;;;;
0105151000;HS10;Pintades dites dun jour moins de 185g destinées à la reproduction;Pintades dites dun jour moins de 185g destinées à la reproduction;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0105152000;HS10;Pintades dites dun jour moins de 185g de race de chair;Pintades dites dun jour moins de 185g de race de chair;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0105159000;HS10;Pintades - Autre;Poultry - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010594;HS6;Volailles vivantes autres (poulets >185g);Other live poultry (fowls >185g);;;;;;;;
0105940010;HS10;Volailles vivantes autres (poulets >185g) - Usage spécifique;Other live poultry (fowls >185g) - Specific use;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0105940090;HS10;Volailles vivantes autres (poulets >185g) - Autre usage;Other live poultry (fowls >185g) - Other use;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010599;HS6;autres;Poultry;;;;;;;;
0105991000;HS10;autres;Poultry;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0105992000;HS10;autres;Poultry;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0105999000;HS10;autres - Autre;Poultry - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106;RANGEE 06;"Animals; live, n.e.c. in chapter 01";;;;;;;;;
010600;HS6;Autres animaux vivants;Autres animaux vivants;;;;;;;;
0106001000;HS10;Autres animaux vivants;Autres animaux vivants;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106002000;HS10;Autres animaux vivants;Autres animaux vivants;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106009000;HS10;Autres animaux vivants - Autre;Autres animaux vivants - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010611;HS6;Primates vivants;Live primates;;;;;;;;
010611;HS6-DIRECT;Primates vivants;Live primates;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010612;HS6;Baleines;de lamantins et dugongs (mammifères de l'ordre Sirenia);;;;;;;;
0106121000;HS10;Baleines;de lamantins et dugongs (mammifères de l'ordre Sirenia);Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106122000;HS10;Baleines;de lamantins et dugongs (mammifères de l'ordre Sirenia);Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106129000;HS10;Baleines - Autre;de lamantins et dugongs (mammifères de l'ordre Sirenia) - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010613;HS6;Chameaux et autres camélidés (Camelidae);Mammals;;;;;;;;
0106131000;HS10;Mammiferes chameaux et autres camelides camelidae reproducteur de race pure;Mammiferes chameaux et autres camelides camelidae reproducteur de race pure;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106132000;HS10;Chameaux et autres camélidés (Camelidae);Mammals;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106139000;HS10;Chameaux et autres camélidés (Camelidae) - Autre;Mammals - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010614;HS6;Lapins et lièvres;Mammals;;;;;;;;
0106141000;HS10;Mammiferes lapins et lievres reproducteur de race pure;Mammiferes lapins et lievres reproducteur de race pure;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106142000;HS10;Lapins et lièvres;Mammals;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106149000;HS10;Lapins et lièvres - Autre;Mammals - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010619;HS6;Autres;Mammals;;;;;;;;
0106191000;HS10;Autres;Mammals;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106192000;HS10;Autres;Mammals;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106199000;HS10;Autres - Autre;Mammals - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010620;HS6;Reptiles (y compris les serpents et tortues de mer);Reptiles;;;;;;;;
0106201000;HS10;Reptiles y compris les serpents et les tortues de mer destines aux parcs zoologiques;Reptiles y compris les serpents et les tortues de mer destines aux parcs zoologiques;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106202000;HS10;Reptiles (y compris les serpents et tortues de mer);Reptiles;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106209000;HS10;Reptiles (y compris les serpents et tortues de mer) - Autre;Reptiles - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010631;HS6;Oiseaux de proie;Birds;;;;;;;;
0106311000;HS10;Oiseaux oiseaux de proie destines aux parcs zoologiques;Oiseaux oiseaux de proie destines aux parcs zoologiques;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106312000;HS10;Oiseaux de proie;Birds;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106319000;HS10;Oiseaux de proie - Autre;Birds - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010632;HS6;Psittaciformes (y compris les perroquets;Birds;;;;;;;;
0106321000;HS10;Oiseaux psittaciformes y compris les perroquets perruches aras et cacatoes destines aux parcs zoologiques;Oiseaux psittaciformes y compris les perroquets perruches aras et cacatoes destines aux parcs zoologiques;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106322000;HS10;Psittaciformes (y compris les perroquets;Birds;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106329000;HS10;Psittaciformes (y compris les perroquets - Autre;Birds - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010633;HS6;Autruches;emeus (Dromaius novahollandiae);;;;;;;;
0106331000;HS10;Oiseaux autruches emeus dromaius novaehollandiae destines aux parcs zoologiques;Oiseaux autruches emeus dromaius novaehollandiae destines aux parcs zoologiques;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106332000;HS10;Autruches;emeus (Dromaius novahollandiae);Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106339000;HS10;Autruches - Autre;emeus (Dromaius novahollandiae) - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010639;HS6;Autres :;Birds;;;;;;;;
0106391000;HS10;Oiseaux autres destines aux parcs zoologiques;Oiseaux autres destines aux parcs zoologiques;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106392000;HS10;Autres :;Birds;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106399000;HS10;Autres : - Autre;Birds - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010641;HS6;Abeilles;Insects;;;;;;;;
0106411000;HS10;Abeilles;Insects;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106412000;HS10;Abeilles;Insects;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106419000;HS10;Abeilles - Autre;Insects - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010649;HS6;Autres;Insects;;;;;;;;
0106491000;HS10;Autres;Insects;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106492000;HS10;Autres;Insects;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106499000;HS10;Autres - Autre;Insects - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
010690;HS6;Autres;Animals;;;;;;;;
0106901000;HS10;Autres destines aux parcs zoologiques;Autres destines aux parcs zoologiques;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106902000;HS10;Autres;Animals;Élevage;15.0;2.0;3.0;19.0;;=;39.0
0106909000;HS10;Autres - Autre;Animals - Other;Élevage;15.0;2.0;3.0;19.0;;=;39.0
CHAPITRE 02;CHAPITRE;Viandes et abats comestibles;;;;;;;;;
0201;RANGEE 01;"Meat of bovine animals; fresh or chilled";;;;;;;;;
020110;HS6;Carcasses ou demi-carcasses de bovins, fraîches;Bovine carcasses or half-carcasses, fresh;;;;;;;;
0201101000;HS10;Carcasses ou demi-carcasses de bovins, fraîches - Grade 1 / Premium;Bovine carcasses or half-carcasses, fresh - Grade 1 / Premium;Alimentation;30.0;2.0;3.0;19.0;30.0;910 Déclaration d'Importation du Produit | 210 Autorisation de Libre Circulation | 902 Autorisation d'admission du produit | 216 Certificat Sanitaire Vétérinaire;84.0
0201102000;HS10;Carcasses ou demi-carcasses de bovins, fraîches - Grade 2 / Standard;Bovine carcasses or half-carcasses, fresh - Grade 2 / Standard;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0201109000;HS10;Carcasses ou demi-carcasses de bovins, fraîches - Autre;Bovine carcasses or half-carcasses, fresh - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020120;HS6;Morceaux de bovins non désossés, frais;Bovine cuts, bone-in, fresh;;;;;;;;
0201201000;HS10;Morceaux de bovins non désossés, frais - Grade 1 / Premium;Bovine cuts, bone-in, fresh - Grade 1 / Premium;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0201202000;HS10;Morceaux de bovins non désossés, frais - Grade 2 / Standard;Bovine cuts, bone-in, fresh - Grade 2 / Standard;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0201209000;HS10;Morceaux de bovins non désossés, frais - Autre;Bovine cuts, bone-in, fresh - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020130;HS6;Viande de bovins désossée;Bovine meat;;;;;;;;
0201301000;HS10;Viande de bovins désossée;Bovine meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0201302000;HS10;Viande de bovins désossée;Bovine meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0201309000;HS10;Viande de bovins désossée - Autre;Bovine meat - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0202;RANGEE 02;"Meat of bovine animals; frozen";;;;;;;;;
020210;HS6;Carcasses de bovins, congelées;Bovine carcasses, frozen;;;;;;;;
0202101000;HS10;Carcasses de bovins, congelées - Grade 1 / Premium;Bovine carcasses, frozen - Grade 1 / Premium;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0202102000;HS10;Carcasses de bovins, congelées - Grade 2 / Standard;Bovine carcasses, frozen - Grade 2 / Standard;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0202109000;HS10;Carcasses de bovins, congelées - Autre;Bovine carcasses, frozen - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020220;HS6;Morceaux de bovins non désossés, congelés;Bovine cuts, bone-in, frozen;;;;;;;;
020220;HS6-DIRECT;Morceaux de bovins non désossés, congelés;Bovine cuts, bone-in, frozen;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020230;HS6;Viande de bovins désossée;Bovine meat;;;;;;;;
0202301000;HS10;Viande de bovins désossée;Bovine meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0202302000;HS10;Viande de bovins désossée;Bovine meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0202309000;HS10;Viande de bovins désossée - Autre;Bovine meat - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0203;RANGEE 03;"Meat of swine; fresh, chilled or frozen";;;;;;;;;
020311;HS6;Carcasses de porcins, fraîches;Swine carcasses, fresh;;;;;;;;
020311;HS6-DIRECT;Carcasses de porcins, fraîches;Swine carcasses, fresh;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020312;HS6;Jambons et épaules de porcins;Hams and shoulders of swine;;;;;;;;
0203121000;HS10;Jambons et épaules de porcins;Hams and shoulders of swine;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0203122000;HS10;Jambons et épaules de porcins;Hams and shoulders of swine;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0203129000;HS10;Jambons et épaules de porcins - Autre;Hams and shoulders of swine - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020319;HS6;Viande de porcins, fraîche autre;Other fresh swine meat;;;;;;;;
020319;HS6-DIRECT;Viande de porcins, fraîche autre;Other fresh swine meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020321;HS6;En carcasses ou demi-carcasses;Meat;;;;;;;;
0203211000;HS10;En carcasses ou demi-carcasses;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0203212000;HS10;En carcasses ou demi-carcasses;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0203219000;HS10;En carcasses ou demi-carcasses - Autre;Meat - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020322;HS6;Jambons;Meat;;;;;;;;
0203221000;HS10;Jambons;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0203222000;HS10;Jambons;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0203229000;HS10;Jambons - Autre;Meat - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020329;HS6;Autres;Meat;;;;;;;;
0203291000;HS10;Autres;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0203292000;HS10;Autres;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0203299000;HS10;Autres - Autre;Meat - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204;RANGEE 04;"Meat of sheep or goats; fresh, chilled or frozen";;;;;;;;;
020410;HS6;Carcasses d'agneau, fraîches;Lamb carcasses, fresh;;;;;;;;
020410;HS6-DIRECT;Carcasses d'agneau, fraîches;Lamb carcasses, fresh;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020421;HS6;Carcasses d'ovins, fraîches;Sheep carcasses, fresh;;;;;;;;
0204211000;HS10;Carcasses d'ovins, fraîches - Grade 1 / Premium;Sheep carcasses, fresh - Grade 1 / Premium;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204212000;HS10;Carcasses d'ovins, fraîches - Grade 2 / Standard;Sheep carcasses, fresh - Grade 2 / Standard;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204219000;HS10;Carcasses d'ovins, fraîches - Autre;Sheep carcasses, fresh - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020422;HS6;Morceaux d'ovins non désossés, frais;Sheep cuts, bone-in, fresh;;;;;;;;
020422;HS6-DIRECT;Morceaux d'ovins non désossés, frais;Sheep cuts, bone-in, fresh;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020423;HS6;Morceaux d'ovins désossés, frais;Sheep cuts, boneless, fresh;;;;;;;;
020423;HS6-DIRECT;Morceaux d'ovins désossés, frais;Sheep cuts, boneless, fresh;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020430;HS6;Carcasses de caprins;Goat carcasses;;;;;;;;
0204301000;HS10;Carcasses et demi carcasses dagneau congelees de lespece domestique;Carcasses et demi carcasses dagneau congelees de lespece domestique;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204302000;HS10;Carcasses de caprins;Goat carcasses;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204309000;HS10;Carcasses de caprins - Autre;Goat carcasses - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020441;HS6;En carcasses ou demi-carcasses;Meat;;;;;;;;
0204411000;HS10;Autres viandes des animaux de lespece ovine congelees en carcasses ou demi carcasses de lespece domestique;Autres viandes des animaux de lespece ovine congelees en carcasses ou demi carcasses de lespece domestique;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204412000;HS10;En carcasses ou demi-carcasses;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204419000;HS10;En carcasses ou demi-carcasses - Autre;Meat - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020442;HS6;En autres morceaux non désossés;Meat;;;;;;;;
0204421000;HS10;En autres morceaux non désossés;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204422000;HS10;En autres morceaux non désossés;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204429000;HS10;En autres morceaux non désossés - Autre;Meat - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020443;HS6;Désossées;Meat;;;;;;;;
0204431000;HS10;Désossées;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204432000;HS10;Désossées;Meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0204439000;HS10;Désossées - Autre;Meat - Other;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
020450;HS6;Viande de chèvre;Goat meat;;;;;;;;
020450;HS6-DIRECT;Viande de chèvre;Goat meat;Alimentation;30.0;2.0;3.0;19.0;30.0;=;84.0
0205;RANGEE 05;"Meat; of horses, asses, mules or hinnies, fresh, chilled or frozen";;;;;;;;;
020500;HS6;Viande d'équidés (cheval, âne);Meat of horses, asses, mules;;;;;;;;
020500;HS6-DIRECT;Viande d'équidés (cheval, âne);Meat of horses, asses, mules;Alimentation;15.0;2.0;3.0;19.0;;=;39.0
0206;RANGEE 06;"Edible offal of bovine animals, swine, sheep, goats, horses, asses, mules or hinnies; fresh, chilled or frozen";;;;;;;;;
020610;HS6;Abats de bovins, frais;Bovine offal, fresh;;;;;;;;
0206101000;HS10;Abats de bovins, frais;Bovine offal, fresh;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206102000;HS10;Abats de bovins, frais;Bovine offal, fresh;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206109000;HS10;Abats de bovins, frais - Autre;Bovine offal, fresh - Other;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
020621;HS6;Langues de bovins congelées;Bovine tongues;;;;;;;;
0206211000;HS10;Langues de bovins congelées;Bovine tongues;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206212000;HS10;Langues de bovins congelées;Bovine tongues;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206219000;HS10;Langues de bovins congelées - Autre;Bovine tongues - Other;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
020622;HS6;Foies;Offal;;;;;;;;
0206221000;HS10;Foies;Offal;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206222000;HS10;Foies;Offal;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206229000;HS10;Foies - Autre;Offal - Other;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
020629;HS6;Autres;Offal;;;;;;;;
0206291000;HS10;Autres;Offal;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206292000;HS10;Autres;Offal;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206299000;HS10;Autres - Autre;Offal - Other;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
020630;HS6;De l'espèce porcine;Offal;;;;;;;;
0206301000;HS10;De l'espèce porcine;Offal;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206302000;HS10;De l'espèce porcine;Offal;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206309000;HS10;De l'espèce porcine - Autre;Offal - Other;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
020641;HS6;Foies;Offal;;;;;;;;
0206411000;HS10;Foies;Offal;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206412000;HS10;Foies;Offal;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206419000;HS10;Foies - Autre;Offal - Other;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
020649;HS6;Autres;Offal;;;;;;;;
0206491000;HS10;Autres;Offal;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
0206492000;HS10;Autres;Offal;Alimentation;30.0;2.0;3.0;19.0;;=;54.0
